ACCOUNTCLIENTCATEGORY,ACCOUNTID,ACCOUNTINDUSTRY,ACCOUNTMARKETINGSEGMENT,ACCOUNTNAME,ACTIVITYID,AMOUNT,CLOSEDATE,CREATEDDATE,DAYSSINCELASTACTIVITY,EXPECTEDREVENUE,FORECASTCATEGORY,ID,ISCLOSED,ISWON,LEADSOURCE,OPPORTUNITYAGE,OPPORTUNITYNAME,OPPORTUNITYOWNER,OWNERCITY,OWNERID,OWNERSMALLPHOTOURL,OWNERSTATE,PROBABILITY,RECORDTYPENAME,STAGE,STAGENAME,STAGESORTORDER,TIMEINSTAGEDURATIONSECONDS,LastProcessedDate
Gold,001B000000SS4v0IAD,Not For Profit,Mass Market,Momentum Technical Consulting,Activity 379,95000,2019-06-09,2019-08-23,711,95000,Omitted,006B00000049VIDIA2,true,false,Fields Sales,319,Momentum Technical Consulting - 95k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,5629499,2020-05-25
Silver,001B000000SS4H1IAL,Not For Profit,Mass Market,Internet HIGHWAY,Activity 584,35000,2020-05-24,2019-05-14,403,35000,Pipeline,006B0000003Wbt7IAC,false,false,Reseller,420,Internet HIGHWAY - 35k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,35,Simple,Needs Analysis,Needs Analysis,3,11943970,2020-05-25
Platinum,001B000000SS4hrIAD,Agriculture,Mass Market,World Wide Communications,Activity 289,25000,2020-03-10,2019-07-30,386,25000,Closed,006B0000003WbGuIAK,true,true,Reseller,343,World Wide Communications - 25k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,11932662,2020-05-25
Gold,001B000000WJE6oIAH,Apparel,Retired,Duke Energy,Activity 236,70000,2020-04-12,2019-10-11,348,70000,Omitted,006B00000049V0lIAE,true,false,Fields Sales,270,Duke Energy - 70k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,35251100,2020-05-25
Platinum,001B000000bwMcRIAU,Recreation,Retired,MSC Industrial Direct Co.,Activity 436,42500,2019-04-29,2019-07-10,752,42500,Omitted,006B0000003n2w7IAA,true,false,Reseller,363,MSC Industrial Direct Co. - 42.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,24803092,2020-05-25
Platinum,001B000000WJE4PIAX,Education,Millennials,Affinitas Corporation,Activity 63,37500,2020-03-10,2019-11-18,344,37500,Omitted,006B00000049VZjIAM,true,false,Reseller,232,Affinitas Corporation - 37.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,0,Channel (Partner),Closed Lost,Closed Lost,9,38936501,2020-05-25
Platinum,001B000000SS3bvIAD,Biotechnology,Mass Market,Net2Phone,Activity 259,150000,2020-07-24,2019-11-23,226,150000,Best Case,006B00000049UtBIAU,false,false,Reseller,227,Net2Phone - 150k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Discovery,Discovery,0,23424319,2020-05-25
Silver,001B000000SS456IAD,Biotechnology,Retired,Honor Schools,Activity 199,67000,2020-06-22,2019-10-07,273,67000,Omitted,006B00000049VEKIA2,true,false,Fields Sales,274,Honor Schools - 67k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,5081006,2020-05-25
Gold,001B000000SS4XMIA1,Biotechnology,Retired,Core Strategies,Activity 658,56000,2018-11-04,2019-10-25,862,56000,Omitted,006B0000003hfzkIAA,true,false,Fields Sales,256,Core Strategies - 56k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,21586335,2020-05-25
Gold,001B000000SS47sIAD,Machinery,Retired,Spottswood Photography,Activity 702,57500,2018-09-06,2019-09-29,913,57500,Omitted,006B0000003WbheIAC,true,false,Reseller,282,Spottswood Photography - 57.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,9486255,2020-05-25
Platinum,001B000000SS3PYIA1,Banking,Retired,Third Wave Technologies,Activity 286,47500,2020-10-26,2019-10-02,244,47500,Best Case,006B00000049UebIAE,false,false,Fields Sales,279,Third Wave Technologies - 47.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,75,Simple,Proposal/Quote,Proposal/Quote,5,52524411,2020-05-25
Platinum,001B000000SS4mIIAT,Machinery,Millennials,Kwasny Corp,Activity 245,50500,2020-08-18,2019-11-22,220,50500,Best Case,006B00000049V1XIAU,false,false,Fields Sales,228,Kwasny Corp - 50.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,20,Simple,Qualification,Qualification,2,39337178,2020-05-25
Silver,001B000000SS3ruIAD,Machinery,Affluent Professionals,1st Sales,Activity 548,54000,2020-03-29,2019-11-26,324,54000,Omitted,006B0000003hgRkIAI,true,false,Reseller,224,1st Sales - 54k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,18753424,2020-05-25
Gold,001B000000bwMXuIAM,Hospitality,High Net Worth Families,Radguard,Activity 46,155000,2020-05-13,2019-10-03,278,155000,Omitted,006B00000049V1cIAE,true,false,Fields Sales,278,Radguard - 155k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,20110875,2020-05-25
Platinum,001B000000WJEF1IAP,Engineering,Retired,ACE USA,Activity 428,125000,2019-12-27,2019-11-16,413,125000,Closed,006B0000003n2xNIAQ,true,true,Fields Sales,234,ACE USA - 125k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,100,Simple,Closed Won,Closed Won,8,20036304,2020-05-25
Gold,001B000000WJEBdIAP,Hospitality,Retired,Nuemark Technology Group,Activity 488,70000,2019-04-30,2019-07-06,811,70000,Omitted,006B0000004t2UpIAI,true,false,Fields Sales,367,Nuemark Technology Group - 70k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,0,Simple,Closed Lost,Closed Lost,9,52118745,2020-05-25
Platinum,001B000000bwMaoIAE,Transportation,Mass Market,Jet Web USA,Activity 316,48500,2019-11-11,2019-08-09,573,48500,Omitted,006B00000049VHeIAM,true,false,Reseller,333,Jet Web USA - 48.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,24085584,2020-05-25
Silver,001B000000bwMcjIAE,Machinery,Millennials,interbiznet,Activity 425,65000,2018-07-14,2019-11-10,938,65000,Omitted,006B0000003n2xCIAQ,true,false,Fields Sales,240,interbiznet - 65k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,0,Simple,Closed Lost,Closed Lost,9,16525044,2020-05-25
Silver,001B000000SS47aIAD,Shipping,Millennials,The Techknowledgy Center,Activity 533,51000,2019-02-22,2019-08-18,819,51000,Omitted,006B0000004t2VFIAY,true,false,Fields Sales,324,The Techknowledgy Center - 51k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Channel (Partner),Closed Lost,Closed Lost,9,13865739,2020-05-25
Silver,001B000000WJEEhIAP,Environmental,Mass Market,Xerocomsys,Activity 495,70000,2019-04-16,2019-09-24,684,70000,Omitted,006B0000004t2XIIAY,true,false,Fields Sales,287,Xerocomsys - 70k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,0,Simple,Closed Lost,Closed Lost,9,54243283,2020-05-25
Gold,001B000000SS4KKIA1,Government,Millennials,Panavision,Activity 31,112500,2020-05-09,2019-10-07,276,112500,Omitted,006B0000003WbwPIAS,true,false,Fields Sales,274,Panavision - 112.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,42123537,2020-05-25
Platinum,001B000000lwNuxIAE,Transportation,Mass Market,Avaya,Activity 394,37500,2019-08-14,2019-06-30,707,37500,Omitted,006B00000049VOWIA2,true,false,Fields Sales,373,Avaya - 37.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,CA,0,Simple,Closed Lost,Closed Lost,9,54850598,2020-05-25
Platinum,001B000000SS47PIAT,Other,Mass Market,Abacus Solutions,Activity 699,60000,2019-10-02,2019-07-15,540,60000,Omitted,006B0000003WbgyIAC,true,false,Fields Sales,358,Abacus Solutions - 60k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,0,Simple,Closed Lost,Closed Lost,9,51393797,2020-05-25
Platinum,001B000000bwMRwIAM,Media,High Net Worth Families,Navarre Corporation,Activity 323,41800,2019-10-16,2019-08-02,485,41800,Closed,006B00000049Uj3IAE,true,true,Reseller,340,Navarre Corporation - 41.8k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,CA,100,Simple,Closed Won,Closed Won,8,25539873,2020-05-25
Gold,001B000000SS3YvIAL,Technology,Mass Market,Aerospace Products International Inc,Activity 267,95000,2020-04-03,2019-11-18,317,95000,Omitted,006B00000049UpDIAU,true,false,Reseller,232,Aerospace Products International Inc - 95k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,16976662,2020-05-25
Gold,001B000000SS3s1IAD,Utilities,Millennials,APL Logistics Ltd,Activity 372,55000,2019-07-16,2019-10-21,601,55000,Omitted,006B00000049V0LIAU,true,false,Fields Sales,260,APL Logistics Ltd - 55k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,0,Simple,Closed Lost,Closed Lost,9,50285789,2020-05-25
Silver,001B000000SS51mIAD,Financial Services,Millennials,EarthCare Company,Activity 433,51500,2019-07-27,2019-08-02,610,51500,Closed,006B0000003n2zzIAA,true,true,Fields Sales,340,EarthCare Company - 51.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,58232660,2020-05-25
Silver,001B000000SS4rLIAT,Technology,Affluent Professionals,Wishoo,Activity 459,40000,2019-01-27,2019-11-16,760,40000,Closed,006B0000003n2jLIAQ,true,true,Reseller,234,Wishoo - 40k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,FL,100,Channel (Partner),Closed Won,Closed Won,8,44407797,2020-05-25
Silver,001B000000bwMbHIAU,Manufacturing,Retired,Triad Hospitals,Activity 446,50500,2018-10-15,2019-07-30,945,50500,Closed,006B0000003n2qzIAA,true,true,Fields Sales,343,Triad Hospitals - 50.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,NY,100,Simple,Closed Won,Closed Won,8,36917175,2020-05-25
Silver,001B000000bwMYNIA2,Consulting,High Net Worth Families,Hidden Hollow Crafts,Activity 638,160000,2018-11-19,2019-10-29,836,160000,Omitted,006B0000004t2RVIAY,true,false,Fields Sales,252,Hidden Hollow Crafts - 160k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Simple,Closed Lost,Closed Lost,9,18308177,2020-05-25
Platinum,001B000000bwMTKIA2,Consulting,Mass Market,Advantage Integrated Marketing,Activity 631,75000,2018-12-02,2019-10-31,832,75000,Omitted,006B0000004t2KdIAI,true,false,Fields Sales,250,Advantage Integrated Marketing - 75k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,0,Simple,Closed Lost,Closed Lost,9,52808590,2020-05-25
Silver,001B000000WJEEGIA5,Utilities,Mass Market,Broadspire Services,Activity 160,75000,2020-10-17,2019-10-25,241,75000,Best Case,006B00000049VOLIA2,false,false,Fields Sales,256,Broadspire Services - 75k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,0,Simple,Discovery,Discovery,0,17283883,2020-05-25
Gold,001B000000SS554IAD,Financial Services,Retired,Paul Revere Life Insurance Co,Activity 104,62000,2020-04-30,2019-08-28,327,62000,Omitted,006B00000049VkyIAE,true,false,Fields Sales,314,Paul Revere Life Insurance Co - 62k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,17494429,2020-05-25
Silver,001B000000SS4bBIAT,Media,Millennials,Contracting Technology Pro,Activity 346,60000,2019-09-16,2019-10-15,522,60000,Closed,006B0000003hg98IAA,true,true,Telesales,266,Contracting Technology Pro - 60k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,100,Simple,Closed Won,Closed Won,8,52919805,2020-05-25
Gold,001B000000SS42TIAT,Agriculture,High Net Worth Families,Philips Automotive Modules,Activity 460,32100,2019-03-07,2019-10-07,705,32100,Closed,006B0000003n2jmIAA,true,true,Reseller,274,Philips Automotive Modules - 32.1k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,18516328,2020-05-25
Platinum,001B000000SS3WlIAL,Other,Mass Market,eResources.,Activity 498,65900,2019-03-21,2019-09-05,761,65900,Closed,006B0000004t2K9IAI,true,true,Fields Sales,306,eResources. - 65.9k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,32740903,2020-05-25
Platinum,001B000000lwNwoIAE,Apparel,Retired,Vision Tech,Activity 318,200000,2019-11-06,2019-08-30,541,200000,Omitted,006B00000049VlOIAU,true,false,Fields Sales,312,Vision Tech - 200k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,35673041,2020-05-25
Gold,001B000000SS44GIAT,Energy,Millennials,ThinkWave,Activity 15,175000,2020-06-04,2019-09-29,286,175000,Omitted,006B00000049VDTIA2,true,false,Reseller,282,ThinkWave - 175k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,55537023,2020-05-25
Silver,001B000000WJECAIA5,Insurance,Millennials,Persogenics Corporation,Activity 320,151500,2019-11-27,2019-08-08,545,151500,Closed,006B0000003hgloIAA,true,true,Reseller,334,Persogenics Corporation - 151.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,34044367,2020-05-25
Platinum,001B000000SS4IJIA1,Manufacturing,Retired,Westmor Industries,Activity 672,100000,2019-09-10,2019-09-09,589,100000,Closed,006B0000003WbupIAC,true,true,Reseller,302,Westmor Industries - 100k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,IL,100,Simple,Closed Won,Closed Won,8,5169361,2020-05-25
Gold,001B000000lwNvoIAE,Chemicals,Millennials,ZiLOG,Activity 516,55000,2019-03-07,2019-07-10,794,55000,Closed,006B0000004t2YkIAI,true,true,Fields Sales,363,ZiLOG - 55k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,40639383,2020-05-25
Platinum,001B000000SS4CkIAL,Hospitality,High Net Worth Families,Ssa Infinium Software Inc,Activity 683,31500,2020-01-03,2019-08-02,429,31500,Closed,006B0000003WbnfIAC,true,true,Reseller,340,Ssa Infinium Software Inc - 31.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,1326956,2020-05-25
Gold,001B000000bwMciIAE,Retail,High Net Worth Families,Step 9 Software Corp.,Activity 423,62500,2020-04-09,2019-09-03,385,62500,Omitted,006B0000003n2x9IAA,true,false,Fields Sales,308,Step 9 Software Corp. - 62.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,52849138,2020-05-25
Gold,001B000000SS4sjIAD,Entertainment,Retired,Miller's Textile Services,Activity 737,70000,2018-08-29,2019-12-14,892,70000,Omitted,006B0000004t2UOIAY,true,false,Fields Sales,206,Miller's Textile Services - 70k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,IL,0,Simple,Closed Lost,Closed Lost,9,35026238,2020-05-25
Platinum,001B000000lwNwSIAU,Financial Services,Affluent Professionals,TMP Worldwide,Activity 403,90000,2019-06-09,2019-08-08,721,90000,Omitted,006B0000004t2ZpIAI,true,false,Fields Sales,334,TMP Worldwide - 90k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,0,Channel (Partner),Closed Lost,Closed Lost,9,58868699,2020-05-25
Silver,001B000000lwNq1IAE,Manufacturing,High Net Worth Families,Yipinet,Activity 511,70500,2019-02-22,2019-11-08,738,70500,Omitted,006B0000003Wb9BIAS,true,false,Reseller,242,Yipinet - 70.5k,Mark Garet,New York,0051U000005KhW6QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,NY,0,Simple,Closed Lost,Closed Lost,9,40843955,2020-05-25
Silver,001B000000SS430IAD,Telecommunications,High Net Worth Families,BrightPlanet Corporation,Activity 525,192500,2019-03-08,2019-10-07,723,192500,Closed,006B0000004t2TyIAI,true,true,Reseller,274,BrightPlanet Corporation - 192.5k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,33316218,2020-05-25
Gold,001B000000SS3VkIAL,Apparel,Millennials,Computer Science and Applica,Activity 537,150000,2019-01-30,2019-11-14,750,150000,Closed,006B0000004t2JxIAI,true,true,Fields Sales,236,Computer Science and Applica - 150k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,CA,100,Channel (Partner),Closed Won,Closed Won,8,20921872,2020-05-25
Silver,001B000000SS438IAD,Engineering,Mass Market,Dextrys,Activity 330,31500,2019-09-21,2019-12-04,513,31500,Closed,006B00000049VCSIA2,true,true,Fields Sales,216,Dextrys - 31.5k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,CA,100,Simple,Closed Won,Closed Won,8,55136724,2020-05-25
Platinum,001B000000SS4BvIAL,Utilities,High Net Worth Families,Dexter Hospitality,Activity 680,45000,2019-02-27,2019-07-27,726,45000,Closed,006B0000003WbmaIAC,true,true,Reseller,346,Dexter Hospitality - 45k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,100,Simple,Closed Won,Closed Won,8,21535106,2020-05-25
Gold,001B000000SS4BYIA1,Consulting,Mass Market,Peapod,Activity 679,40000,2019-03-28,2019-11-15,706,40000,Closed,006B0000003Wbm6IAC,true,true,Reseller,235,Peapod - 40k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,100,Simple,Closed Won,Closed Won,8,59271247,2020-05-25
Gold,001B000000SS3rpIAD,Food & Beverage,Affluent Professionals,Platinum Performance,Activity 733,33500,2018-09-14,2019-11-18,877,33500,Omitted,006B0000003WbMjIAK,true,false,Fields Sales,232,Platinum Performance - 33.5k,Chelsea Advisor,Florida,0051U000005L6eJQAS,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,FL,0,Simple,Closed Lost,Closed Lost,9,19042567,2020-05-25
Silver,001B000000SS42JIAT,Financial Services,High Net Worth Families,TNS NFO,Activity 455,35000,2018-08-10,2019-11-12,934,35000,Closed,006B0000003n2jbIAA,true,true,Fields Sales,238,TNS NFO - 35k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,CA,100,Simple,Closed Won,Closed Won,8,14922714,2020-05-25
Silver,001B000000SS3dbIAD,Telecommunications,Retired,Aetna Us Healthcare  Hmo Ppo,Activity 397,80000,2019-06-03,2019-11-04,636,80000,Omitted,006B00000049UudIAE,true,false,Reseller,246,Aetna Us Healthcare  Hmo Ppo - 80k,Allen Advisor,Chicago,0051U000005JQyrQAG,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,0,Simple,Closed Lost,Closed Lost,9,21029942,2020-05-25
Gold,001B000000SS4stIAD,Other,Retired,Integrated Device Technology,Activity 39,175000,2020-06-03,2019-09-01,254,175000,Closed,006B0000003n2lDIAQ,true,true,Reseller,310,Integrated Device Technology - 175k,Brenda Banker,San Francisco,0051U000005L4E9QAK,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,CA,100,Simple,Closed Won,Closed Won,8,23242746,2020-05-25
