"Emission_Category","AccountId","Energy_Consumption","Ground_Travel_Emissions_Category","LastProcessedDate","Consumption_Type","City","RenewalEnergy","Vendor","Date","Business_Travel_Type","Emission_Type","Emission_Source","Country","AccountExternalId","GTE_Value","Cost_Center_Name","AccountName","Electricity_Consumption_Value","Energy_Consumption_Value","Emission_Value","Emissions_from_Business_Travel","Carbon_Intensity"
"Company Shuttle","001B000001SklaNIAR","Natural Gas","Taxi","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-02-16","Private Jet","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",0,5,200,31000,0.28
"Company Shuttle","001B000001SklaNIAR","Biomass","Subway","2023-03-24","Electricity","New York","True","United Airlines","2023-01-31","Air Travel","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",17,0,160,31000,0.41
"Vehicle","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","New York","False","British Airways","2023-02-13"," Rental Car","Air Travel","Vehicle","United States of America","SupplierAcct203","#N/A","APAC Marketing","Yubo Corporation",0,1,280,31000,0.46
"Vehicle","001B000001SklaNIAR","Biomass","Subway","2023-03-24","Electricity","New York","True","United Airlines","2023-02-10","Air Travel","Ground Travel","Vehicle","United States of America","SupplierAcct203","2000","APAC Marketing","Yubo Corporation",23,0,350,31000,0.3
"Vehicle","001B000001SklaNIAR","Wind","Limousine","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-04","Ground Travel","Ground Travel","Vehicle","United States of America","SupplierAcct203","1500","APAC Marketing","Yubo Corporation",9,0,350,31000,0.41
"Vehicle","001B000001SklaNIAR","Solar","Personal Car","2023-03-24","Electricity","New York","True","United Airlines","2023-01-01","Private Jet","Hotel Stay","Vehicle","United States of America","SupplierAcct203","2300","APAC Marketing","Yubo Corporation",6,0,280,31000,0.15
"Commercial Building","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","New York","False","United Airlines","2023-04-20","Ground Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",0,2,400,31000,0.3
"Commercial Building","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-04-09","Ground Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",4,0,400,31000,0.33
"Commercial Building","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-03-17","Air Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",7,0,400,31000,0.3
"Commercial Building","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-14","Private Jet","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",18,0,500,31000,0.43
"Commercial Building","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Emirates","2023-01-25","Air Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",3,0,400,31000,0.14
"Commercial Building","001B000001SklaNIAR","Natural Gas","#N/A","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-01-24","Air Travel","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",0,13,500,31000,0.29
"Commercial Building","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-01-18","Private Jet","Commercial Building","Commercial Building","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",14,0,400,31000,0.3
"Data Center Facility","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-04-20","Ground Travel","Data Center Facility","Data Center Facility","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",21,0,400,31000,0.3
"Data Center Facility","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-04","Air Travel","Data Center Facility","Data Center Facility","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",10,0,400,31000,0.3
"Data Center Facility","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-01-25","Ground Travel","Data Center Facility","Data Center Facility","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",6,0,500,31000,0.47
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-21","Private Jet","Data Center Facility","Data Center Facility","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",6,0,400,31000,0.3
"Data Center Facility","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-01-10"," Rental Car","Data Center Facility","Data Center Facility","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",5,0,500,31000,0.29
"Equipment","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","New York","False","KLM","2023-04-13","Private Jet","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",18,0,400,31000,0.44
"Equipment","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2023-04-10","Hotel Stay","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",8,0,500,31000,0.3
"Equipment","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","British Airways","2023-04-08","Ground Travel","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",14,0,400,31000,0.3
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-03-30","Private Jet","Data Center Facility","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",7,0,500,31000,0.34
"Equipment","001B000001SklaNIAR","Wind","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-28","Private Jet","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",11,0,500,31000,0.32
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","KLM","2023-03-11","Ground Travel","Data Center Facility","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",20,0,500,31000,0.3
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2023-02-14","Air Travel","Data Center Facility","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",3,0,500,31000,0.45
"Data Center Facility","001B000001SklaNIAR","Heat","#N/A","2023-03-24","Electricity","New York","False","United Airlines","2023-01-29","Ground Travel","Data Center Facility","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",14,0,400,31000,0.46
"Data Center Facility","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-01-17"," Rental Car","Data Center Facility","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",16,0,500,31000,0.41
"Equipment","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-01-09","Hotel Stay","Equipment","Equipment","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",20,0,400,31000,0.44
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2023-04-29","Private Jet","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",1,0,200,31000,0.29
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","New York","True","Emirates","2023-04-25","Ground Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",17,0,160,31000,0.48
"Company Shuttle","001B000001SklaNIAR","Wind","Subway","2023-03-24","Electricity","San Fransisco ","True","British Airways","2023-04-24","Private Jet","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",13,0,200,31000,0.43
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2023-04-15","Private Jet","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",16,0,160,31000,0.45
"Company Shuttle","001B000001SklaNIAR","Solar","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-04-07","Private Jet","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",8,0,160,31000,0.32
"Travel","001B000001SklaNIAR","Fuel Oil","#N/A","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-04-05","Air Travel","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",0,1,200,31000,0.43
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-03-18","Private Jet","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",6,0,160,31000,0.19
"Travel","001B000001SklaNIAR","Biomass","Rental Car","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-08","Air Travel","Fleet Vehicle","Travel","United States of America","SupplierAcct203","1000","APAC Sales","Yubo Corporation",11,0,200,31000,0.46
"Travel","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2023-02-27","Ground Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",2,0,200,31000,0.3
"Travel","001B000001SklaNIAR","Wind","Subway","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-02-22","Ground Travel","Fleet Vehicle","Travel","United States of America","SupplierAcct203","2000","APAC Sales","Yubo Corporation",12,0,200,31000,0.43
"Travel","001B000001SklaNIAR","Fuel Oil","Limousine","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-02-21","Ground Travel","Fleet Vehicle","Travel","United States of America","SupplierAcct203","1500","APAC Sales","Yubo Corporation",0,8,200,31000,0.47
"Travel","001B000001SklaNIAR","Steam","#N/A","2023-03-24","Electricity","San Fransisco ","False","United Airlines","2023-02-17","Air Travel","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",23,0,200,31000,0.47
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-02-12","Air Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",18,0,200,31000,0.43
"Company Shuttle","001B000001SklaNIAR","Fuel Oil","Subway","2023-03-24","Energy","San Fransisco ","False","United Airlines","2023-02-09"," Rental Car","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",0,1,160,31000,0.32
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","San Fransisco ","True","British Airways","2023-02-02","Private Jet","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",23,0,200,31000,0.46
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-01-31","Air Travel","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",22,0,160,31000,0.48
"Travel","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","Delta","2023-01-22","Air Travel","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",3,0,200,31000,0.32
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-01-21","Private Jet","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",12,0,200,31000,0.2
"Company Shuttle","001B000001SklaNIAR","Steam","Limousine","2023-03-24","Electricity","New York","False","United Airlines","2023-01-19","Air Travel","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",19,0,200,31000,0.45
"Company Shuttle","001B000001SklaNIAR","Biomass","Subway","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-01-16"," Rental Car","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",18,0,160,31000,0.28
"Company Shuttle","001B000001SklaNIAR","Wind","Personal Car","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-01-14","Air Travel","Company Shuttle ","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",17,0,200,31000,0.43
"Travel","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","New York","True","Delta","2023-01-09","Hotel Stay","Other","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",17,0,160,31000,0.2
"Travel","001B000001SklaNIAR","Biomass","#N/A","2023-03-24","Electricity","New York","True","United Airlines","2023-01-04","Ground Travel","Private Jet","Travel","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",18,0,160,31000,0.14
"Vehicle","001B000001SklaNIAR","Solar","#N/A","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-04-28","Private Jet","Air Travel","Vehicle","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",4,0,280,31000,0.42
"Vehicle","001B000001SklaNIAR","Biomass","Limousine","2023-03-24","Electricity","New York","True","British Airways","2023-04-27","Air Travel","Ground Travel","Vehicle","United States of America","SupplierAcct203","1200","APAC Sales","Yubo Corporation",22,0,280,31000,0.46
"Vehicle","001B000001SklaNIAR","Diesel","#N/A","2023-03-24","Energy","New York","False","United Airlines","2023-04-22","Ground Travel","Air Travel","Vehicle","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",0,7,280,31000,0.32
"Vehicle","001B000001SklaNIAR","Solar","Taxi","2023-03-24","Electricity","San Fransisco ","True","United Airlines","2023-04-20","Hotel Stay","Hotel Stay","Vehicle","United States of America","SupplierAcct203","900","APAC Sales","Yubo Corporation",2,0,350,31000,0.31
"Vehicle","001B000001SklaNIAR","Wind","Subway","2023-03-24","Electricity","New York","True","Delta","2023-04-14","Hotel Stay","Ground Travel","Vehicle","United States of America","SupplierAcct203","2000","APAC Sales","Yubo Corporation",17,0,280,31000,0.14
"Vehicle","001B000001SklaNIAR","Fuel Oil","Subway","2023-03-24","Energy","New York","False","United Airlines","2023-04-14","Air Travel","Ground Travel","Vehicle","United States of America","SupplierAcct203","1500","APAC Sales","Yubo Corporation",0,2,280,31000,0.15
"Vehicle","001B000001SklaNIAR","Natural Gas","Personal Car","2023-03-24","Energy","New York","False","United Airlines","2023-04-10","Air Travel","Hotel Stay","Vehicle","United States of America","SupplierAcct203","1500","APAC Sales","Yubo Corporation",0,7,280,31000,0.43
"Vehicle","001B000001SklaNIAR","Solar","Limousine","2023-03-24","Electricity","New York","True","United Airlines","2023-04-02","Ground Travel","Hotel Stay","Vehicle","United States of America","SupplierAcct203","2300","APAC Sales","Yubo Corporation",20,0,280,31000,0.46
"Vehicle","001B000001SklaNIAR","Cooling","#N/A","2023-03-24","Electricity","San Fransisco ","False","United Airlines","2023-03-29","Ground Travel","Air Travel","Vehicle","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",20,0,350,31000,0.44
"Vehicle","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","San Fransisco ","True","Delta","2023-03-28","Air Travel","Air Travel","Vehicle","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",18,0,350,31000,0.44
"Vehicle","001B000001SklaNIAR","Hydroelectricity","#N/A","2023-03-24","Electricity","New York","True","British Airways","2023-03-26","Air Travel","Air Travel","Vehicle","United States of America","SupplierAcct203","#N/A","APAC Sales","Yubo Corporation",23,0,280,31000,0.42
"Vehicle","001B000001SklaNIAR","Fuel Oil","Subway","2023-03-24","Energy","San Fransisco ","False","Delta","2023-03-21","Private Jet","Hotel Stay","Vehicle","United States of America","SupplierAcct203","1000","APAC Sales","Yubo Corporation",0,6,350,31000,0.31
