"ProjectName","ProjectId","LastProcessedDate","MitigationType","ProjectExternaId","ReportDate","BusinessRegion","CountryCode3Digits","AdditionalBenefits","ProjectType","Country","TotalPurchasedCredits","CostPerUnit","AvgCreditsPurchased","TotalAllocatedCredits","CreditsAvailable","CreditsAllocated","AvgPrice","TotalAvailableCredits","SustainabilityCredits","CreditsPurchased"
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2023-09-13","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,60,1150,2,3,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2016-04-13","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2017-03-11","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,30,20,1150,2,4,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2022-08-23","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,90,1150,3,2,24,1350,750,1
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2018-05-13","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,50,1150,2,2,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2017-03-05","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,20,80,1150,3,4,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2018-05-12","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,20,70,1150,5,2,24,1350,750,2
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2014-01-13","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,10,1150,3,2,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2021-03-26","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,30,30,1150,5,1,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2017-11-11","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,90,1150,4,5,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2015-02-23","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,40,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2017-03-19","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,100,60,1150,3,4,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2014-11-07","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,30,20,1150,1,2,24,1350,750,1
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2014-02-15","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,10,1150,4,3,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2023-11-06","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,70,1150,1,3,24,1350,750,2
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2015-12-31","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,30,30,1150,4,3,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2022-10-13","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,90,10,1150,4,2,24,1350,750,1
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2021-08-03","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,10,1150,3,1,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2014-04-07","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,30,60,1150,3,2,24,1350,750,2
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2016-02-09","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,100,1150,2,3,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2021-11-02","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,30,50,1150,2,1,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2020-01-21","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,100,1150,4,1,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2014-11-29","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,20,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2015-03-15","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,40,50,1150,4,3,24,1350,750,2
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2020-05-21","EMEA","IRL","Education","Renewable Energy","Ireland",2500,30,40,1150,3,1,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2015-10-01","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,60,60,1150,1,3,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2023-09-10","EMEA","ESP","Energy Access","Agriculture","Spain",2500,30,90,1150,4,3,24,1350,750,2
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2017-07-07","EMEA","IRL","Education","Renewable Energy","Ireland",2500,20,50,1150,1,4,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2015-01-16","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,30,10,1150,2,3,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2020-06-26","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,40,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2020-07-31","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,30,70,1150,2,2,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2022-04-27","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,10,50,1150,3,2,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2023-05-08","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,80,20,1150,1,4,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2021-08-11","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,20,1150,2,1,24,1350,750,2
"Carbon Credit Project 86",,"2023-09-18","Reduction","SDO.1086","2022-04-01","EMEA","ISL","Biodiversity","Renewable Energy","Iceland",2500,30,80,1150,2,2,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2020-05-04","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,40,20,1150,5,1,24,1350,750,1
"Carbon Credit Project 52",,"2023-09-18","Sequestration","SDO.1052","2019-10-12","EMEA","IRL","Education","Renewable Energy","Ireland",2500,20,20,1150,2,2,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2018-05-11","EMEA","ESP","Energy Access","Agriculture","Spain",2500,30,80,1150,4,1,24,1350,750,1
"Carbon Credit Project 89",,"2023-09-18","Reduction","SDO.1089","2020-10-09","EMEA","HRV","Biodiversity","Household Devices","Croatia",2500,20,60,1150,3,2,24,1350,750,1
"Carbon Credit Project 46",,"2023-09-18","Reduction","SDO.1046","2021-08-08","LATAM","COL","Energy Access","Waste Disposal","Colombia",2500,30,30,1150,1,1,24,1350,750,1
"Carbon Credit Project 41 - ESP",,"2023-09-18","Removal","SDO.1041","2023-06-01","EMEA","ESP","Energy Access","Agriculture","Spain",2500,20,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 97",,"2023-09-18","Reduction","SDO.1097","2019-10-17","LATAM","PRY","Biodiversity","Household Devices","Paraguay",2500,50,80,1150,5,3,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2017-03-22","LATAM","PAN","Energy Access","Household Devices","Panama",2500,30,10,1150,5,4,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2016-12-23","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,20,30,1150,5,2,24,1350,750,1
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2023-05-16","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,30,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2016-11-29","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,30,30,1150,1,2,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2023-01-20","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,30,10,1150,1,4,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2017-08-05","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,30,30,1150,5,5,24,1350,750,1
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2021-11-21","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,30,90,1150,3,1,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2022-01-23","LATAM","PAN","Energy Access","Household Devices","Panama",2500,20,30,1150,2,2,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2015-05-30","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,50,1150,3,3,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2015-06-19","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,30,10,1150,5,3,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2018-11-10","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,30,20,1150,4,1,24,1350,750,1
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2022-11-18","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,30,90,1150,3,2,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2017-08-06","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,70,1150,2,4,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2015-06-10","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,30,60,1150,4,3,24,1350,750,2
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2014-05-16","LATAM","PAN","Energy Access","Household Devices","Panama",2500,50,20,1150,5,3,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2021-04-10","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,10,1150,2,1,24,1350,750,2
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2021-12-11","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,30,10,1150,5,1,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2014-05-27","LATAM","PAN","Energy Access","Household Devices","Panama",2500,90,40,1150,3,2,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2019-02-23","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,30,20,1150,3,3,24,1350,750,2
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2021-11-30","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,30,90,1150,1,1,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2016-05-28","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,20,10,1150,1,2,24,1350,750,1
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2014-06-14","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,20,90,1150,3,3,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2018-11-07","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,30,60,1150,4,1,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2023-08-20","LATAM","PAN","Energy Access","Household Devices","Panama",2500,70,60,1150,4,4,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2023-06-08","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,20,20,1150,5,4,24,1350,750,2
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2015-08-28","LATAM","PAN","Energy Access","Household Devices","Panama",2500,10,60,1150,5,3,24,1350,750,2
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2018-12-04","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,70,1150,1,1,24,1350,750,1
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2023-12-19","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,30,90,1150,4,4,24,1350,750,2
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2023-10-06","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,20,20,1150,3,3,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2018-01-03","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,20,10,1150,4,2,24,1350,750,2
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2021-01-07","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,20,20,1150,2,1,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2019-10-21","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,50,1150,3,3,24,1350,750,2
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2019-10-19","LATAM","PAN","Energy Access","Household Devices","Panama",2500,40,20,1150,2,2,24,1350,750,2
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2016-06-26","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,30,30,1150,3,3,24,1350,750,1
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2023-05-27","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,20,90,1150,4,4,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2016-12-11","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,70,1150,3,2,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2015-09-02","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,30,40,1150,3,3,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2019-11-05","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,20,30,1150,4,3,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2022-04-23","LATAM","PAN","Energy Access","Household Devices","Panama",2500,30,10,1150,2,2,24,1350,750,2
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2016-12-31","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,20,90,1150,5,2,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2017-10-23","LATAM","PAN","Energy Access","Household Devices","Panama",2500,20,20,1150,5,4,24,1350,750,2
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2022-12-09","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,60,1150,4,2,24,1350,750,1
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2016-09-16","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,30,90,1150,4,2,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2015-10-03","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,30,50,1150,3,3,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2017-04-15","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,30,70,1150,4,4,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2018-04-06","LATAM","PAN","Energy Access","Household Devices","Panama",2500,30,10,1150,2,2,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2020-12-11","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,30,60,1150,2,1,24,1350,750,1
"Carbon Credit Project 58",,"2023-09-18","Sequestration","SDO.1058","2020-04-09","APAC","MNG","Biodiversity","Forestry and Land Use","Mongolia",2500,20,10,1150,5,1,24,1350,750,1
"Carbon Credit Project 98",,"2023-09-18","Sequestration","SDO.1098","2021-12-19","EMEA","GRL","Biodiversity","Fuel Switching","Greenland",2500,20,20,1150,2,1,24,1350,750,2
"Carbon Credit Project 11 - BRA",,"2023-09-18","Removal","SDO.1011","2023-05-11","LATAM","BRA","Health","Forestry and Land Use","Brazil",2500,20,90,1150,2,3,24,1350,750,1
"Carbon Credit Project 61",,"2023-09-18","Avoidance","SDO.1061","2021-07-05","LATAM","PAN","Energy Access","Household Devices","Panama",2500,90,40,1150,2,1,24,1350,750,1
"Carbon Credit Project 87",,"2023-09-18","Removal","SDO.1087","2016-08-20","EMEA","BWA","Biodiversity","Renewable Energy","Botswana",2500,30,20,1150,5,2,24,1350,750,1
"Carbon Credit Project 101",,"2023-09-18","Reduction","SDO.10101","2017-11-19","EMEA","RUS","Biodiversity","Household Devices","Russia",2500,30,60,1150,3,5,24,1350,750,1
"Carbon Credit Project 44",,"2023-09-18","Removal","SDO.1044","2021-02-17","EMEA","UKR","Biodiversity","Transportation","Ukraine",2500,40,20,1150,4,1,24,1350,750,2
"Carbon Credit Project 49",,"2023-09-18","Removal","SDO.1049","2018-09-23","EMEA","CMR","Education","Forestry and Land Use","Cameroon",2500,30,10,1150,4,1,24,1350,750,1
"Carbon Credit Project 60",,"2023-09-18","Avoidance","SDO.1060","2020-07-25","EMEA","MCO","Biodiversity","Renewable Energy","Monaco",2500,30,20,1150,3,2,24,1350,750,1
"Carbon Credit Project 44",,"2023-09-18","Removal","SDO.1044","2019-06-13","EMEA","UKR","Biodiversity","Transportation","Ukraine",2500,40,30,1150,2,3,24,1350,750,1
"Carbon Credit Project 60",,"2023-09-18","Avoidance","SDO.1060","2020-08-07","EMEA","MCO","Biodiversity","Renewable Energy","Monaco",2500,20,60,1150,4,1,24,1350,750,1
"Carbon Credit Project 49",,"2023-09-18","Removal","SDO.1049","2019-08-03","EMEA","CMR","Education","Forestry and Land Use","Cameroon",2500,20,30,1150,3,3,24,1350,750,1
"Carbon Credit Project 101",,"2023-09-18","Reduction","SDO.10101","2015-03-10","EMEA","RUS","Biodiversity","Household Devices","Russia",2500,20,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 49",,"2023-09-18","Removal","SDO.1049","2023-09-08","EMEA","CMR","Education","Forestry and Land Use","Cameroon",2500,30,10,1150,3,3,24,1350,750,1
"Carbon Credit Project 101",,"2023-09-18","Reduction","SDO.10101","2021-01-19","EMEA","RUS","Biodiversity","Household Devices","Russia",2500,30,10,1150,5,1,24,1350,750,1
"Carbon Credit Project 60",,"2023-09-18","Avoidance","SDO.1060","2021-02-07","EMEA","MCO","Biodiversity","Renewable Energy","Monaco",2500,30,20,1150,4,1,24,1350,750,2
"Carbon Credit Project 44",,"2023-09-18","Removal","SDO.1044","2023-12-19","EMEA","UKR","Biodiversity","Transportation","Ukraine",2500,40,10,1150,1,3,24,1350,750,1
"Carbon Credit Project 101",,"2023-09-18","Reduction","SDO.10101","2021-01-10","EMEA","RUS","Biodiversity","Household Devices","Russia",2500,30,10,1150,1,1,24,1350,750,1
"Carbon Credit Project 44",,"2023-09-18","Removal","SDO.1044","2016-05-26","EMEA","UKR","Biodiversity","Transportation","Ukraine",2500,40,30,1150,4,2,24,1350,750,1
"Carbon Credit Project 49",,"2023-09-18","Removal","SDO.1049","2018-10-26","EMEA","CMR","Education","Forestry and Land Use","Cameroon",2500,20,30,1150,2,2,24,1350,750,1
"Carbon Credit Project 60",,"2023-09-18","Avoidance","SDO.1060","2017-11-11","EMEA","MCO","Biodiversity","Renewable Energy","Monaco",2500,30,20,1150,5,5,24,1350,750,2
"Carbon Credit Project 101",,"2023-09-18","Reduction","SDO.10101","2021-11-02","EMEA","RUS","Biodiversity","Household Devices","Russia",2500,30,30,1150,5,1,24,1350,750,2
"Carbon Credit Project 44",,"2023-09-18","Removal","SDO.1044","2017-03-15","EMEA","UKR","Biodiversity","Transportation","Ukraine",2500,40,80,1150,2,5,24,1350,750,1
"Carbon Credit Project 49",,"2023-09-18","Removal","SDO.1049","2022-07-12","EMEA","CMR","Education","Forestry and Land Use","Cameroon",2500,20,40,1150,3,2,24,1350,750,1
"Carbon Credit Project 60",,"2023-09-18","Avoidance","SDO.1060","2019-10-22","EMEA","MCO","Biodiversity","Renewable Energy","Monaco",2500,30,70,1150,5,3,24,1350,750,1
"Carbon Credit Project 44",,"2023-09-18","Removal","SDO.1044","2022-09-03","EMEA","UKR","Biodiversity","Transportation","Ukraine",2500,30,80,1150,4,2,24,1350,750,1
"Carbon Credit Project 60",,"2023-09-18","Avoidance","SDO.1060","2015-01-31","EMEA","MCO","Biodiversity","Renewable Energy","Monaco",2500,30,20,1150,4,3,24,1350,750,1
"Carbon Credit Project 101",,"2023-09-18","Reduction","SDO.10101","2017-08-31","EMEA","RUS","Biodiversity","Household Devices","Russia",2500,30,50,1150,1,4,24,1350,750,1
