"AccountId","ReportPeriod","LastProcessedDate","BusinessRegion","CountryCode3Digits","ActivitySourceType","AssetType","Asset","Country","AssetExternalId","AccountExternalId","AssetId","AccountName","AverageRisk","WaterRisk","WaterStress","AverageWithdrawal","AverageQuantifiedRisk","QuantifiedRisk","AverageConsumption","AverageDischarge","AverageStress"
,"2023-09-08","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,90,1255,278,100,1255,1255,50
,"2022-02-11","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,70,90,803,546,100,803,765,90
,"2020-04-22","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,80,1255,278,70,1255,1255,50
"001B000001SklaOIAR","2018-03-04","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,40,1067,413,50
,"2014-05-10","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,50,50,1255,278,30,1255,1255,50
,"2017-09-25","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,20,60,803,546,30,803,765,90
"001B000001SklaOIAR","2020-03-06","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,50,1032,413,70,1067,413,50
,"2023-01-06","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,90,1255,278,100,1255,1255,50
,"2021-11-08","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,70,80,803,546,80,803,765,90
"001B000001SklaOIAR","2017-01-09","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,30,1067,413,50
,"2013-01-28","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,60,1255,278,30,1255,1255,50
,"2012-03-12","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,20,803,546,40,803,765,90
"001B000001SklaOIAR","2017-05-10","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,20,1067,413,50
"001B000001SklaOIAR","2020-02-11","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,60,1067,413,50
,"2016-03-26","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,10,50,803,546,30,803,765,90
,"2015-05-25","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,80,1255,278,80,1255,1255,50
"001B000001SklaOIAR","2019-02-15","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,60,1067,413,50
,"2016-03-08","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,10,50,1255,278,30,1255,1255,50
,"2014-10-20","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,10,10,803,546,30,803,765,90
,"2021-04-04","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
"001B000001SklaOIAR","2019-12-30","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,50,1032,413,50,1067,413,50
,"2022-03-28","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,80,80,803,546,90,803,765,90
,"2013-04-28","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,20,1255,278,90,1255,1255,50
"001B000001SklaOIAR","2023-10-06","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,70,1032,413,100,1067,413,50
,"2015-11-09","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,50,30,803,546,40,803,765,90
"001B000001SklaOIAR","2012-11-14","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,10,1032,413,20,1067,413,50
,"2021-12-20","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,70,80,803,546,80,803,765,90
,"2017-06-14","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,60,1255,278,30,1255,1255,50
,"2015-08-07","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,90,1255,278,40,1255,1255,50
"001B000001SklaOIAR","2012-05-26","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,50,1032,413,30,1067,413,50
,"2020-09-11","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,70,70,803,546,70,803,765,90
,"2014-04-18","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,60,1255,278,30,1255,1255,50
,"2016-05-30","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,20,60,803,546,30,803,765,90
"001B000001SklaOIAR","2014-05-17","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,70,1032,413,10,1067,413,50
,"2022-01-31","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,80,803,546,90,803,765,90
,"2015-07-28","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,80,1255,278,60,1255,1255,50
"001B000001SklaOIAR","2017-09-14","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,30,1067,413,50
,"2021-01-27","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,70,1255,278,90,1255,1255,50
,"2012-04-27","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,50,60,803,546,10,803,765,90
"001B000001SklaOIAR","2015-02-28","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,90,1032,413,80,1067,413,50
,"2015-08-10","2023-09-18","APAC","IND","Ground Water - Non-Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,30,80,803,546,30,803,765,90
"001B000001SklaOIAR","2013-04-19","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,50,1032,413,20,1067,413,50
,"2022-02-10","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,90,1255,278,100,1255,1255,50
"001B000001SklaOIAR","2019-03-06","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,60,1067,413,50
,"2021-02-10","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
,"2023-05-05","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,80,90,803,546,100,803,765,90
"001B000001SklaOIAR","2015-02-21","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,20,1032,413,70,1067,413,50
,"2020-05-16","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,70,1255,278,70,1255,1255,50
,"2020-11-08","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,70,80,803,546,70,803,765,90
,"2013-04-29","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,50,50,1255,278,90,1255,1255,50
,"2020-01-25","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,70,803,765,90
"001B000001SklaOIAR","2023-07-21","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,70,1032,413,90,1067,413,50
,"2021-12-15","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,80,1255,1255,50
,"2016-09-15","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,10,50,803,546,30,803,765,90
"001B000001SklaOIAR","2015-07-05","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,80,1032,413,70,1067,413,50
,"2017-08-20","2023-09-18","APAC","IND","Ground Water - Non-Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,20,60,803,546,30,803,765,90
"001B000001SklaOIAR","2014-11-20","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,20,1032,413,10,1067,413,50
,"2016-09-13","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,60,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2021-04-19","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,60,1032,413,70,1067,413,50
,"2013-10-11","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,40,10,803,546,60,803,765,90
,"2020-06-23","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,60,80,1255,278,70,1255,1255,50
"001B000001SklaOIAR","2016-01-23","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,30,1032,413,20,1067,413,50
,"2013-07-10","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,40,1255,278,40,1255,1255,50
,"2015-01-24","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,50,30,803,546,30,803,765,90
,"2016-11-28","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,50,1255,278,30,1255,1255,50
,"2013-02-05","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,20,90,803,546,40,803,765,90
"001B000001SklaOIAR","2021-07-27","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,80,1067,413,50
,"2018-12-29","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,70,1255,278,40,1255,1255,50
,"2020-04-19","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,80,803,765,90
"001B000001SklaOIAR","2018-12-29","2023-09-18","AMER","MEX","Sea Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,40,50,1032,413,50,1067,413,50
,"2020-11-19","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,80,803,546,70,803,765,90
"001B000001SklaOIAR","2016-04-21","2023-09-18","AMER","MEX","Ground Water - Non-Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,30,1032,413,30,1067,413,50
,"2013-02-05","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,40,50,1255,278,70,1255,1255,50
,"2015-10-15","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,10,1255,278,80,1255,1255,50
"001B000001SklaOIAR","2019-09-26","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,50,1067,413,50
,"2012-11-20","2023-09-18","APAC","IND","Reused Water","Generator","Montes Urales 424","India","SDO.018",,,,80,80,40,803,546,100,803,765,90
,"2018-05-25","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,40,60,1255,278,40,1255,1255,50
,"2022-08-28","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,80,80,803,546,90,803,765,90
"001B000001SklaOIAR","2021-04-12","2023-09-18","AMER","MEX","Ground Water - Renewable","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,60,1032,413,70,1067,413,50
,"2020-06-15","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,70,803,765,90
"001B000001SklaOIAR","2019-04-10","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,60,1067,413,50
,"2022-11-14","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,80,1255,278,90,1255,1255,50
,"2017-04-16","2023-09-18","APAC","IND","Fresh Water","Generator","Montes Urales 424","India","SDO.018",,,,80,20,60,803,546,30,803,765,90
,"2019-10-15","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,50,70,1255,278,60,1255,1255,50
"001B000001SklaOIAR","2016-02-13","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,20,1067,413,50
,"2017-01-12","2023-09-18","EMEA","GRB","Ground Water - Non-Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,60,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2020-03-02","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,50,1032,413,70,1067,413,50
,"2016-04-11","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,10,60,803,546,30,803,765,90
,"2012-06-29","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,40,10,803,546,90,803,765,90
"001B000001SklaOIAR","2015-07-21","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,30,1032,413,80,1067,413,50
,"2021-11-05","2023-09-18","EMEA","GRB","Ground Water - Renewable","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,80,1255,278,90,1255,1255,50
,"2012-06-22","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,50,10,803,546,70,803,765,90
"001B000001SklaOIAR","2022-03-21","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,70,1032,413,90,1067,413,50
,"2013-09-26","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,40,50,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2013-04-18","2023-09-18","AMER","MEX","Recycled Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,20,1067,413,50
,"2012-01-23","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,70,60,803,546,80,803,765,90
,"2023-04-25","2023-09-18","EMEA","GRB","Reused Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,90,1255,278,100,1255,1255,50
"001B000001SklaOIAR","2016-06-21","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,40,1032,413,30,1067,413,50
,"2017-01-15","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,30,60,1255,278,30,1255,1255,50
,"2021-08-08","2023-09-18","APAC","IND","Recycled Water","Generator","Montes Urales 424","India","SDO.018",,,,80,70,80,803,546,90,803,765,90
,"2020-01-24","2023-09-18","APAC","IND","Ground Water - Non-Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,70,70,803,546,70,803,765,90
"001B000001SklaOIAR","2017-05-15","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,20,40,1032,413,40,1067,413,50
,"2016-02-20","2023-09-18","EMEA","GRB","Recycled Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,20,50,1255,278,30,1255,1255,50
,"2023-01-21","2023-09-18","EMEA","GRB","Third-Party Reserve","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,80,90,1255,278,100,1255,1255,50
,"2015-07-17","2023-09-18","APAC","IND","Sea Water","Generator","Montes Urales 424","India","SDO.018",,,,80,20,90,803,546,50,803,765,90
"001B000001SklaOIAR","2019-04-22","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,50,50,1032,413,50,1067,413,50
"001B000001SklaOIAR","2014-03-30","2023-09-18","AMER","MEX","Fresh Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,80,40,1032,413,30,1067,413,50
,"2015-07-01","2023-09-18","EMEA","GRB","Fresh Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,70,20,1255,278,80,1255,1255,50
,"2019-01-13","2023-09-18","APAC","IND","Ground Water - Renewable","Generator","Montes Urales 424","India","SDO.018",,,,80,60,70,803,546,60,803,765,90
,"2015-07-31","2023-09-18","APAC","IND","Third-Party Reserve","Generator","Montes Urales 424","India","SDO.018",,,,80,20,60,803,546,90,803,765,90
,"2014-09-29","2023-09-18","EMEA","GRB","Sea Water","Restaurant","499 Centennial Pkwy","United Kingdom","SDO.003",,"0phB00000004MmpIAE",,60,50,20,1255,278,30,1255,1255,50
"001B000001SklaOIAR","2012-02-09","2023-09-18","AMER","MEX","Third-Party Reserve","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,30,70,1032,413,100,1067,413,50
"001B000001SklaOIAR","2020-02-23","2023-09-18","AMER","MEX","Reused Water","Restaurant","Tennyson 133","Mexico","SDO.017","SupplierAcct204","0phB00000004MzlIAE","Yubo LATAM",70,70,60,1032,413,60,1067,413,50
