"AccountId","BusinessRegion","Asset","AssetExternalId","AccountExternalId","ReportPeriod","ActivityType","LastProcessedDate","ActivitySourceType","TreatmentMethod","AssetType","Country","AssetId","AccountName","FloorArea","WithdrawnWater","ConsumedWater","ConsumedPerDay","DischargedPerDay","EmployeeCount","WithdrawnPerDay","UnitsManufactured","DischargedWater","TreatedWater","WaterManagementCost"
,"AMER","140 Mission St","SDO.002",,"2015-02-08","Discharge","2023-03-24","Reused Water","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,0,98,0.27,0.02,15000,0,20000,9,941.22,1605
,"AMER","140 Mission St","SDO.002",,"2018-11-16","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,654,208,0.57,0.15,15000,1.79,20000,54,1254.96,13740
,"AMER","140 Mission St","SDO.002",,"2020-12-07","Consumption","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,48500,120,1630,4.47,0.95,29000,0.33,35000,346,836.64,31440
,"AMER","140 Mission St","SDO.002",,"2020-12-17","Discharge","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmoIAE",,48500,6,1740,4.77,0.02,29000,0.02,35000,9,104.58,26325
,"AMER","140 Mission St","SDO.002",,"2022-10-05","Consumption","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmoIAE",,18000,60,376,1.03,0,10000,0.16,12000,0,104.58,6540
,"AMER","140 Mission St","SDO.002",,"2013-07-10","Consumption","2023-03-24","Third-Party Reserve","Secondary","Office","United States","0phB00000004MmoIAE",,12000,654,208,0.57,0.95,19000,1.79,38500,346,836.64,18120
,"AMER","140 Mission St","SDO.002",,"2013-07-16","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,12000,1200,208,0.57,0.03,19000,3.29,38500,12,522.9,21300
,"AMER","140 Mission St","SDO.002",,"2020-07-21","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Office","United States","0phB00000004MmoIAE",,48500,6,376,1.03,0.95,29000,0.02,35000,346,6797.7,10920
,"AMER","140 Mission St","SDO.002",,"2022-09-12","Consumption","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmoIAE",,18000,490,1520,4.16,0.95,10000,1.34,12000,346,6797.7,35340
,"AMER","140 Mission St","SDO.002",,"2021-05-14","Consumption","2023-03-24","Ground Water - Non-Renewable","Other","Office","United States","0phB00000004MmoIAE",,28000,6,346,0.95,0.15,15000,0.02,20000,54,104.58,6090
,"AMER","140 Mission St","SDO.002",,"2019-12-25","Consumption","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,18000,490,346,0.95,0.02,10000,1.34,12000,9,836.64,12675
,"AMER","140 Mission St","SDO.002",,"2018-04-01","Discharge","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,6,376,1.03,0.38,15000,0.02,20000,140,522.9,7830
,"AMER","140 Mission St","SDO.002",,"2015-05-24","Consumption","2023-03-24","Sea Water","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,120,46,0.13,0.01,15000,0.33,20000,3,941.22,2535
,"AMER","140 Mission St","SDO.002",,"2022-03-03","Discharge","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmoIAE",,18000,654,208,0.57,0.3,10000,1.79,12000,111,6797.7,14595
,"AMER","140 Mission St","SDO.002",,"2012-10-15","Discharge","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmoIAE",,21000,490,1167,3.2,0.03,17000,1.34,16000,12,104.58,25035
,"AMER","140 Mission St","SDO.002",,"2016-01-02","Withdrawal","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,0,98,0.27,0,10000,0,12000,0,522.9,1470
,"AMER","140 Mission St","SDO.002",,"2017-11-22","Discharge","2023-03-24","Ground Water - Non-Renewable","Primary","Office","United States","0phB00000004MmoIAE",,48500,0,1167,3.2,0.01,29000,0,35000,3,6797.7,17550
,"AMER","140 Mission St","SDO.002",,"2014-01-06","Discharge","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmoIAE",,38500,5,1670,4.58,0.01,29000,0.01,28500,3,941.22,25170
,"AMER","140 Mission St","SDO.002",,"2013-07-30","Consumption","2023-03-24","Recycled Water","Other","Office","United States","0phB00000004MmoIAE",,12000,2,208,0.57,0.03,19000,0.01,38500,12,104.58,3330
,"AMER","140 Mission St","SDO.002",,"2014-10-15","Discharge","2023-03-24","Third-Party Reserve","Secondary","Office","United States","0phB00000004MmoIAE",,38500,2,98,0.27,0.03,29000,0.01,28500,12,836.64,1680
,"AMER","140 Mission St","SDO.002",,"2014-09-06","Consumption","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmoIAE",,38500,498,208,0.57,0.95,29000,1.36,28500,346,6797.7,15780
,"AMER","140 Mission St","SDO.002",,"2018-06-23","Consumption","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,0,208,0.57,0.02,15000,0,20000,9,941.22,3255
,"AMER","140 Mission St","SDO.002",,"2013-04-20","Consumption","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,12000,5,1167,3.2,0.95,19000,0.01,38500,346,1254.96,22770
,"AMER","140 Mission St","SDO.002",,"2020-10-27","Withdrawal","2023-03-24","Fresh Water","Other","Office","United States","0phB00000004MmoIAE",,48500,6,346,0.95,0.01,29000,0.02,35000,3,104.58,5325
,"AMER","140 Mission St","SDO.002",,"2018-04-15","Consumption","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,0,98,0.27,0.01,15000,0,20000,3,1254.96,1515
,"AMER","140 Mission St","SDO.002",,"2013-10-28","Discharge","2023-03-24","Recycled Water","Secondary","Office","United States","0phB00000004MmoIAE",,12000,5,1167,3.2,0.15,19000,0.01,38500,54,836.64,18390
,"AMER","140 Mission St","SDO.002",,"2023-03-25","Consumption","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmoIAE",,48500,6,98,0.27,0.03,29000,0.02,35000,12,836.64,1740
,"AMER","140 Mission St","SDO.002",,"2023-05-12","Withdrawal","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmoIAE",,48500,490,1800,4.93,0.15,29000,1.34,35000,54,836.64,35160
,"AMER","140 Mission St","SDO.002",,"2018-11-01","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,498,376,1.03,0.01,15000,1.36,20000,3,1254.96,13155
,"AMER","140 Mission St","SDO.002",,"2019-04-29","Discharge","2023-03-24","Fresh Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,6,376,1.03,0.41,10000,0.02,12000,148,522.9,7950
,"AMER","140 Mission St","SDO.002",,"2018-01-13","Consumption","2023-03-24","Sea Water","Other","Office","United States","0phB00000004MmoIAE",,28000,2,1167,3.2,0.15,15000,0.01,20000,54,104.58,18345
,"AMER","140 Mission St","SDO.002",,"2013-02-14","Discharge","2023-03-24","Ground Water - Non-Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,12000,498,46,0.13,0.95,19000,1.36,38500,346,522.9,13350
,"AMER","140 Mission St","SDO.002",,"2020-04-20","Discharge","2023-03-24","Recycled Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,1200,0,0,0.02,29000,3.29,35000,9,522.9,18135
,"AMER","140 Mission St","SDO.002",,"2019-11-11","Discharge","2023-03-24","Sea Water","Primary","Office","United States","0phB00000004MmoIAE",,18000,70,98,0.27,0.03,10000,0.19,12000,12,6797.7,2700
,"AMER","140 Mission St","SDO.002",,"2020-10-31","Consumption","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,6,0,0,0,29000,0.02,35000,0,522.9,90
,"AMER","140 Mission St","SDO.002",,"2016-09-18","Consumption","2023-03-24","Reused Water","Tertiary","Office","United States","0phB00000004MmoIAE",,18000,5,376,1.03,0.02,10000,0.01,12000,9,941.22,5850
,"AMER","140 Mission St","SDO.002",,"2013-08-17","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,12000,490,376,1.03,0.95,19000,1.34,38500,346,836.64,18180
,"AMER","140 Mission St","SDO.002",,"2015-11-17","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmoIAE",,28000,654,0,0,0.03,15000,1.79,20000,12,836.64,9990
,"AMER","140 Mission St","SDO.002",,"2020-04-04","Discharge","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,654,1560,4.27,0.15,29000,1.79,35000,54,1254.96,34020
,"AMER","140 Mission St","SDO.002",,"2012-05-22","Discharge","2023-03-24","Ground Water - Renewable","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,21000,498,208,0.57,0.15,17000,1.36,16000,54,522.9,11400
,"AMER","140 Mission St","SDO.002",,"2016-07-14","Consumption","2023-03-24","Ground Water - Renewable","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,498,346,0.95,0.95,10000,1.36,12000,346,1254.96,17850
,"AMER","140 Mission St","SDO.002",,"2023-01-07","Discharge","2023-03-24","Third-Party Reserve","Other","Office","United States","0phB00000004MmoIAE",,48500,5,346,0.95,0.15,29000,0.01,35000,54,104.58,6075
,"AMER","140 Mission St","SDO.002",,"2020-10-04","Consumption","2023-03-24","Fresh Water","Primary","Office","United States","0phB00000004MmoIAE",,48500,5,0,0,0,29000,0.01,35000,0,6797.7,75
,"AMER","140 Mission St","SDO.002",,"2020-03-22","Discharge","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmoIAE",,48500,6,346,0.95,0.29,29000,0.02,35000,107,941.22,6885
,"AMER","140 Mission St","SDO.002",,"2014-09-11","Discharge","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","United States","0phB00000004MmoIAE",,38500,5,103,0.28,0.02,29000,0.01,28500,9,941.22,1755
,"AMER","140 Mission St","SDO.002",,"2021-06-23","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,490,346,0.95,0.03,15000,1.34,20000,12,1254.96,12720
,"AMER","140 Mission St","SDO.002",,"2022-02-23","Consumption","2023-03-24","Recycled Water","Other","Office","United States","0phB00000004MmoIAE",,18000,490,98,0.27,0.38,10000,1.34,12000,139,104.58,10905
,"AMER","140 Mission St","SDO.002",,"2022-07-11","Discharge","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,0,1167,3.2,0,10000,0,12000,0,522.9,17505
,"AMER","140 Mission St","SDO.002",,"2019-12-12","Consumption","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmoIAE",,18000,110,98,0.27,0.01,10000,0.3,12000,3,941.22,3165
,"AMER","140 Mission St","SDO.002",,"2023-04-08","Discharge","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmoIAE",,48500,2,376,1.03,0.3,29000,0.01,35000,109,836.64,7305
,"AMER","140 Mission St","SDO.002",,"2015-12-12","Consumption","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmoIAE",,28000,5,376,1.03,0.01,15000,0.01,20000,3,104.58,5760
,"AMER","140 Mission St","SDO.002",,"2018-12-22","Consumption","2023-03-24","Sea Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,654,103,0.28,0.95,15000,1.79,20000,346,1254.96,16545
,"AMER","140 Mission St","SDO.002",,"2017-01-31","Withdrawal","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmoIAE",,48500,1200,46,0.13,0.31,29000,3.29,35000,112,836.64,20370
,"AMER","140 Mission St","SDO.002",,"2015-06-08","Discharge","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmoIAE",,28000,5,98,0.27,0.31,15000,0.01,20000,112,836.64,3225
,"AMER","140 Mission St","SDO.002",,"2015-12-20","Consumption","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmoIAE",,28000,70,346,0.95,0.03,15000,0.19,20000,12,941.22,6420
,"AMER","140 Mission St","SDO.002",,"2013-01-07","Consumption","2023-03-24","Reused Water","Tertiary","Office","United States","0phB00000004MmoIAE",,12000,2,98,0.27,0.01,19000,0.01,38500,3,941.22,1545
,"AMER","140 Mission St","SDO.002",,"2018-11-15","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,28000,2,1167,3.2,0.15,15000,0.01,20000,54,836.64,18345
,"AMER","140 Mission St","SDO.002",,"2014-10-14","Consumption","2023-03-24","Fresh Water","Other","Office","United States","0phB00000004MmoIAE",,38500,1200,103,0.28,0.03,29000,3.29,28500,12,104.58,19725
,"AMER","140 Mission St","SDO.002",,"2016-10-24","Discharge","2023-03-24","Third-Party Reserve","Primary","Office","United States","0phB00000004MmoIAE",,18000,2,98,0.27,0.01,10000,0.01,12000,3,6797.7,1545
,"AMER","140 Mission St","SDO.002",,"2015-05-10","Consumption","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmoIAE",,28000,6,1167,3.2,0.03,15000,0.02,20000,12,836.64,17775
,"AMER","140 Mission St","SDO.002",,"2018-09-24","Consumption","2023-03-24","Third-Party Reserve","Secondary","Office","United States","0phB00000004MmoIAE",,28000,654,98,0.27,0.03,15000,1.79,20000,12,836.64,11460
,"AMER","140 Mission St","SDO.002",,"2018-01-06","Consumption","2023-03-24","Ground Water - Non-Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,28000,1200,208,0.57,0.95,15000,3.29,20000,346,836.64,26310
,"AMER","140 Mission St","SDO.002",,"2020-02-20","Consumption","2023-03-24","Fresh Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,490,346,0.95,0.03,29000,1.34,35000,12,1254.96,12720
,"AMER","140 Mission St","SDO.002",,"2019-07-25","Consumption","2023-03-24","Ground Water - Non-Renewable","Tertiary","Office","United States","0phB00000004MmoIAE",,18000,2,0,0,0,10000,0.01,12000,0,941.22,30
,"AMER","140 Mission St","SDO.002",,"2017-05-28","Withdrawal","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,6,0,0,0.02,29000,0.02,35000,9,522.9,225
,"AMER","140 Mission St","SDO.002",,"2018-01-15","Discharge","2023-03-24","Reused Water","Primary","Office","United States","0phB00000004MmoIAE",,28000,2,346,0.95,0.02,15000,0.01,20000,9,6797.7,5355
,"AMER","140 Mission St","SDO.002",,"2020-12-22","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Office","United States","0phB00000004MmoIAE",,48500,498,103,0.28,0.39,29000,1.36,35000,141,6797.7,11130
,"AMER","140 Mission St","SDO.002",,"2016-06-21","Discharge","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,498,346,0.95,0.36,10000,1.36,12000,130,1254.96,14610
,"AMER","140 Mission St","SDO.002",,"2022-01-03","Withdrawal","2023-03-24","Reused Water","Primary","Office","United States","0phB00000004MmoIAE",,18000,498,1167,3.2,0.15,10000,1.36,12000,54,6797.7,25785
,"AMER","140 Mission St","SDO.002",,"2017-04-01","Withdrawal","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmoIAE",,48500,654,98,0.27,0.01,29000,1.79,35000,3,104.58,11325
,"AMER","140 Mission St","SDO.002",,"2022-10-27","Consumption","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmoIAE",,18000,110,0,0,0.15,10000,0.3,12000,54,941.22,2460
,"AMER","140 Mission St","SDO.002",,"2021-08-24","Consumption","2023-03-24","Fresh Water","Secondary","Office","United States","0phB00000004MmoIAE",,28000,2,46,0.13,0.02,15000,0.01,20000,9,836.64,855
,"AMER","140 Mission St","SDO.002",,"2020-07-27","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Office","United States","0phB00000004MmoIAE",,48500,0,346,0.95,0.15,29000,0,35000,54,6797.7,6000
,"AMER","140 Mission St","SDO.002",,"2012-04-23","Consumption","2023-03-24","Sea Water","Primary","Office","United States","0phB00000004MmoIAE",,21000,654,98,0.27,0,17000,1.79,16000,0,6797.7,11280
,"AMER","140 Mission St","SDO.002",,"2014-03-05","Discharge","2023-03-24","Ground Water - Renewable","Secondary","Office","United States","0phB00000004MmoIAE",,38500,490,98,0.27,0.03,29000,1.34,28500,12,836.64,9000
,"AMER","140 Mission St","SDO.002",,"2015-11-06","Withdrawal","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,28000,1200,376,1.03,0,15000,3.29,20000,0,1254.96,23640
,"AMER","140 Mission St","SDO.002",,"2016-11-26","Consumption","2023-03-24","Third-Party Reserve","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,490,1167,3.2,0.03,10000,1.34,12000,12,522.9,25035
,"AMER","140 Mission St","SDO.002",,"2017-12-27","Discharge","2023-03-24","Reused Water","Primary","Office","United States","0phB00000004MmoIAE",,48500,0,1167,3.2,0,29000,0,35000,0,6797.7,17505
,"AMER","140 Mission St","SDO.002",,"2018-07-18","Consumption","2023-03-24","Ground Water - Non-Renewable","Primary","Office","United States","0phB00000004MmoIAE",,28000,6,1930,5.29,0.15,15000,0.02,20000,54,6797.7,29850
,"AMER","140 Mission St","SDO.002",,"2017-04-26","Consumption","2023-03-24","Sea Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,490,0,0,0.39,29000,1.34,35000,144,522.9,9510
,"AMER","140 Mission St","SDO.002",,"2016-08-12","Consumption","2023-03-24","Reused Water","Discharge to 3rd Party w/o Treatment","Office","United States","0phB00000004MmoIAE",,18000,2,376,1.03,0,10000,0.01,12000,0,522.9,5670
,"AMER","140 Mission St","SDO.002",,"2014-08-28","Consumption","2023-03-24","Ground Water - Renewable","Tertiary","Office","United States","0phB00000004MmoIAE",,38500,6,208,0.57,0.95,29000,0.02,28500,346,941.22,8400
,"AMER","140 Mission St","SDO.002",,"2020-02-27","Discharge","2023-03-24","Recycled Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,1200,376,1.03,0.01,29000,3.29,35000,3,1254.96,23685
,"AMER","140 Mission St","SDO.002",,"2023-05-22","Consumption","2023-03-24","Recycled Water","Tertiary","Office","United States","0phB00000004MmoIAE",,48500,498,46,0.13,0.39,29000,1.36,35000,144,941.22,10320
,"AMER","140 Mission St","SDO.002",,"2019-08-15","Discharge","2023-03-24","Reused Water","Secondary","Office","United States","0phB00000004MmoIAE",,18000,654,376,1.03,0.31,10000,1.79,12000,113,836.64,17145
,"AMER","140 Mission St","SDO.002",,"2023-11-22","Consumption","2023-03-24","Third-Party Reserve","Tertiary","Office","United States","0phB00000004MmoIAE",,48500,6,98,0.27,0,29000,0.02,35000,0,941.22,1560
,"AMER","140 Mission St","SDO.002",,"2020-11-03","Discharge","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmoIAE",,48500,498,1520,4.16,0.95,29000,1.36,35000,346,104.58,35460
,"AMER","140 Mission St","SDO.002",,"2013-08-27","Withdrawal","2023-03-24","Ground Water - Renewable","Other","Office","United States","0phB00000004MmoIAE",,12000,490,208,0.57,0.95,19000,1.34,38500,346,104.58,15660
,"AMER","140 Mission St","SDO.002",,"2013-06-01","Discharge","2023-03-24","Recycled Water","Secondary","Office","United States","0phB00000004MmoIAE",,12000,5,103,0.28,0,19000,0.01,38500,0,836.64,1620
,"AMER","140 Mission St","SDO.002",,"2015-05-11","Consumption","2023-03-24","Ground Water - Renewable","Primary","Office","United States","0phB00000004MmoIAE",,28000,2,208,0.57,0.02,15000,0.01,20000,9,6797.7,3285
,"AMER","140 Mission St","SDO.002",,"2020-08-30","Discharge","2023-03-24","Reused Water","Discharge to Env w/o Treatment","Office","United States","0phB00000004MmoIAE",,48500,490,0,0,0.15,29000,1.34,35000,54,1254.96,8160
,"AMER","140 Mission St","SDO.002",,"2017-09-27","Discharge","2023-03-24","Sea Water","Secondary","Office","United States","0phB00000004MmoIAE",,48500,2,376,1.03,0.36,29000,0.01,35000,130,836.64,7620
