"Fuel_Type","AccountId","Asset_Category","Asset","AssetExternalId","AccountExternalId","Asset_Type","CountryCode","LastProcessedDate","Date","Business_Region","AssetId","AccountName","Carbon_Inventory","Energy_Usage_kBtu_sq_ft","Electricity_Usage_Previous","Electricity_Usage_kWh_m2","Total_Energy_Consumption_kWh","Electricity_Usage_Current","Scope_3_Emissions","Annual_Energy_Intensity_Variance","Energy_Consumption_Intensity_kWh_m2","Total_Renewable_Energy_kWh","Electricity_Usage_kWh_sq_ft","Fuel_Consumption_Liters","Scope_1_Scope_2_Location_Emissions","Total_Diesel_Consumption","Non_Renewal_Resources","Energy_Emissions","Scope_1_Scope_2_Market_Emissions","Annual_Electricity_Intensity_Variance","Electricity_Cons_Intensity_kWh_m2","Total_Fuel_Oil_Consumption","Energy_Consumption","Data_Center_PUE_current","Total_Natural_Gas_consumption_kWh","Renewal_Resources","Total_Steam_Consumption","Data_Center_PUE_previous","Emissions_from_Stationary_Sources","Total_Building_Area","Energy_Usage_kBtu_m2","High_Outliers","Scope_1_Emissions_tCO2e","Fuel_Consumption_Gallons","Low_Outliers","Total_Allocation_Renewable_Energy"
"Cooling","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2020-04-22","South America",,"Yubo Corporation",90,1916,250000,20,120000,250000,76855,21,1.05,25714,215,3560,34345,150000,17000000,2025,21234,7,2.13,19182,6620,45443,45767,35000000,493000,12354,16603,2541000,178,11.6,21323,941,5.3,18000
"Refrigerant","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2022-03-05","South America",,"Yubo Corporation",54,4553,400000,6,154000,250000,56634,3,1.05,66000,65,3139,43566,123678,14000000,1536,21234,4,2.13,11287,7385,34124,98399,31023124,485000,53423,97845,2227000,423,11.1,18608,829,2.7,46200
"Refrigerant",,"Scope 3","Value Chain","waste7",,"Scope 3","IRL","2023-09-18","2021-01-07","Southeast Asia",,,97,710,400000,14,135000,150000,56634,26,0.01,28929,151,3139,34345,150000,17000000,1428,21234,6,0.02,15512,8161,34124,23869,31023124,445000,53423,5714,3287000,66,14.3,15000,829,5.3,20250
"Diesel",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","CAN","2023-09-18","2021-02-17","Middle East",,,55,3767,250000,29,135000,150000,67688,15,2.68,38571,312,3139,23454,100000,17000000,2163,22345,6,5.4,10692,4505,66544,45146,35000000,438000,12354,19139,2537000,350,14.5,18608,829,3.8,27000
"Diesel",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","ARG","2023-09-18","2022-11-08","North America",,,30,3531,250000,5,154000,250000,67688,14,0.19,55000,54,3139,34345,123678,15000000,1012,34543,6,0.37,13900,8658,45443,99676,29000000,370000,12354,99944,2813000,328,13.6,21323,829,5.7,38500
"Heat","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2021-03-05","South America",,"Yubo Corporation",61,3498,400000,30,135000,250000,56634,12,1.05,28929,323,500,43566,150000,15000000,1886,21234,5,2.13,17063,3608,45443,66049,31023124,458000,12454,78030,23000,325,10.5,15000,132,1.1,20250
"Diesel",,"Data Center","Value Chain","waste7",,"Data Center","SGP","2023-09-18","2022-02-03","South America",,,87,4467,400000,23,135000,250000,76855,2,0.42,38571,248,3139,34345,123678,14000000,1857,22345,8,0.85,17899,9123,66544,84518,31023124,460000,53423,71927,2809000,415,14,18608,829,2.8,27000
"FuelOil",,"Data Center","Value Chain","waste7",,"Data Center","FRA","2023-09-18","2020-04-21","Central Asia",,,68,2605,400000,12,135000,350000,67688,23,3.39,48214,129,3139,34345,150000,14000000,1278,21234,6,6.87,14411,8624,66544,14620,31023124,457000,12454,2765,20000,242,13.6,15000,829,4.1,33750
"Electricity",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","GBR","2023-09-18","2021-02-08","LATAM",,,73,4263,450000,20,120000,250000,67688,8,5.99,42857,215,500,34345,150000,17000000,684,21234,8,12.14,14681,3912,45443,69619,31023124,407000,12454,5176,15000,396,14.4,18608,132,4.6,30000
"Propane","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2023-06-28","South America",,"Yubo Corporation",57,3434,400000,13,135000,250000,56634,4,1.05,38571,140,3560,43566,100000,14000000,557,34543,8,2.13,14044,5065,66544,72875,29000000,426000,53423,75434,3340000,319,10.2,15000,941,1.2,27000
"Steam",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","MAR","2023-09-18","2020-05-01","Europe",,,35,1313,400000,30,120000,250000,67688,20,0.22,25714,323,500,34345,150000,17000000,1204,21234,10,0.45,10857,8506,34124,87495,29000000,497000,53423,15522,12000,122,12.1,18608,132,3.2,18000
"Propane","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2023-10-11","South America",,"Yubo Corporation",77,4445,400000,1,154000,250000,67688,2,1.05,33000,11,3560,43566,123678,14000000,378,22345,5,2.13,16446,6654,66544,93591,35000000,392000,12454,79652,2631000,413,12,21323,941,0.8,23100
"Heat",,"Data Center","Value Chain","waste7",,"Data Center","SGP","2023-09-18","2021-07-22","AMER",,,47,2239,250000,29,154000,300000,67688,12,0.42,55000,312,3139,34345,100000,17000000,716,22345,9,0.85,19628,5293,45443,28575,35000000,432000,12454,72206,2969000,208,12.4,15000,829,4,38500
"Propane",,"Data Center","Value Chain","waste7",,"Data Center","BRA","2023-09-18","2023-03-25","LATAM",,,90,603,400000,8,154000,250000,56634,30,1.05,33000,86,3560,34345,150000,15000000,992,22345,6,2.13,10561,4029,45443,94381,31023124,428000,12454,99560,3138000,56,14.4,15000,941,3.8,23100
"Propane","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2020-09-03","South America",,"Yubo Corporation",69,2174,350000,7,154000,250000,56634,17,1.05,55000,75,3560,23454,123678,15000000,984,34543,9,2.13,19537,8655,45443,72383,35000000,495000,12454,4526,22000,202,12.7,21323,941,0.5,38500
"Diesel",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","AUS","2023-09-18","2022-04-24","Middle East",,,67,1378,250000,3,120000,250000,76855,1,4.19,51429,32,3139,23454,150000,14000000,1813,21234,6,8.45,13475,7182,45443,12113,35000000,426000,12454,90616,22000,128,14.2,21323,829,2.9,36000
"Steam",,"Scope 3","Value Chain","waste7",,"Scope 3","ARG","2023-09-18","2022-03-01","Middle East",,,46,4618,400000,3,154000,300000,67688,1,0.19,55000,32,3139,43566,150000,14000000,1392,21234,9,0.37,18000,9091,45443,29361,29000000,352000,12354,15505,2188000,429,14.8,21323,829,0.6,38500
"Electricity","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2021-05-19","South America",,"Yubo Corporation",80,2067,400000,10,120000,150000,67688,19,1.05,34286,108,3560,23454,123678,14000000,2029,21234,9,2.13,14859,8316,66544,68151,29000000,393000,53423,92040,2685000,192,13.2,18608,941,3.4,24000
"Cooling",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","JPN","2023-09-18","2023-03-14","North America",,,75,3810,350000,27,135000,300000,76855,11,2.52,38571,291,3560,34345,150000,14000000,1444,21234,4,5.15,16387,7597,34124,14596,31023124,439000,12454,3207,18000,354,11.5,15000,941,4.9,27000
"FuelOil",,"Scope 3","Value Chain","waste7",,"Scope 3","IRL","2023-09-18","2021-02-17","ANZ",,,47,786,250000,16,135000,150000,56634,21,0.01,28929,172,3139,34345,123678,17000000,1750,21234,8,0.02,19815,4808,45443,78284,31023124,367000,53423,1037,2138000,73,10,21323,829,1.7,20250
"Refrigerant","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2021-06-23","South America",,"Yubo Corporation",42,3595,350000,30,154000,350000,56634,2,1.05,66000,323,3139,23454,123678,17000000,1837,21234,8,2.13,15789,8872,45443,87277,31023124,491000,12354,98449,2120000,334,12.1,18608,829,4.1,46200
"Heat",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","MAR","2023-09-18","2023-10-11","Middle East",,,82,3466,350000,8,154000,300000,56634,7,0.22,55000,86,3560,43566,123678,17000000,1207,21234,8,0.45,10397,6346,66544,66615,35000000,396000,12354,8784,2955000,322,11.3,21323,941,3.9,38500
"Refrigerant","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2023-10-25","South America",,"Yubo Corporation",50,2992,400000,13,120000,250000,67688,11,1.05,51429,140,3560,34345,150000,17000000,576,34543,9,2.13,19805,8594,45443,86347,29000000,464000,12354,80612,34000,278,10.4,15000,941,2,36000
"Steam",,"Scope 3","Value Chain","waste7",,"Scope 3","ARG","2023-09-18","2021-09-30","APAC",,,47,1615,350000,5,154000,250000,76855,28,0.19,44000,54,3139,34345,150000,15000000,587,34543,5,0.37,19582,4738,45443,66038,31023124,439000,12454,85719,12000,150,11,21323,829,2,30800
"Cooling",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","MAR","2023-09-18","2020-05-05","North America",,,81,1744,400000,2,135000,150000,76855,24,0.22,57857,22,3139,34345,150000,17000000,1960,21234,9,0.45,13878,8161,34124,79568,35000000,368000,12354,18096,2702000,162,12,15000,829,5.9,40500
"FuelOil","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2023-08-02","South America",,"Yubo Corporation",35,1539,400000,26,154000,250000,67688,14,1.05,33000,280,3560,34345,123678,15000000,1460,34543,3,2.13,17613,4362,66544,67174,35000000,405000,12354,92436,2203000,143,12.4,18608,941,4.2,23100
"Steam",,"Scope 3","Value Chain","waste7",,"Scope 3","SGP","2023-09-18","2022-12-31","Southeast Asia",,,74,2400,400000,21,120000,300000,67688,23,0.42,34286,226,3139,34345,100000,17000000,515,34543,7,0.85,13647,9961,66544,97694,35000000,421000,53423,18091,2452000,223,14.7,18608,829,2.4,24000
"Propane",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","BRA","2023-09-18","2020-11-25","North America",,,95,1227,250000,7,154000,350000,56634,23,1.05,33000,75,3139,43566,150000,17000000,619,22345,10,2.13,19377,6488,66544,14225,29000000,473000,12454,80576,2527000,114,10.7,21323,829,4.6,23100
"Natural Gas","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2023-01-20","South America",,"Yubo Corporation",30,3035,450000,2,120000,250000,76855,30,1.05,51429,22,3560,23454,150000,14000000,440,34543,7,2.13,19441,5547,34124,42825,29000000,368000,53423,86806,3136000,282,13.9,15000,941,5.3,36000
"Refrigerant",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","ARG","2023-09-18","2020-10-13","EMEA",,,57,3348,350000,24,120000,250000,76855,16,0.19,42857,258,3139,23454,150000,17000000,1228,22345,4,0.37,10562,9954,45443,55695,35000000,354000,12454,97863,10000,311,11.3,18608,829,3.5,30000
"Electricity",,"Data Center","Value Chain","waste7",,"Data Center","GBR","2023-09-18","2021-08-08","Central Asia",,,98,3498,400000,24,154000,250000,76855,19,5.99,55000,258,500,34345,150000,14000000,2224,34543,10,12.14,14995,6057,66544,27967,31023124,396000,53423,6718,2412000,325,10.7,21323,132,3.7,38500
"Electricity",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","GBR","2023-09-18","2021-09-17","EMEA",,,53,4209,450000,29,135000,250000,76855,16,5.99,57857,312,3139,34345,150000,15000000,658,21234,6,12.14,11393,3037,66544,80175,31023124,389000,53423,17471,2126000,391,11.5,21323,829,3.4,40500
"Natural Gas","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2022-07-04","South America",,"Yubo Corporation",64,2885,400000,23,154000,250000,67688,22,1.05,55000,248,3139,34345,123678,14000000,1235,22345,4,2.13,19028,6747,66544,72250,35000000,448000,12454,76021,13000,268,11.1,15000,829,3.6,38500
"Refrigerant",,"Scope 3","Value Chain","waste7",,"Scope 3","AUS","2023-09-18","2023-04-23","North America",,,96,3337,350000,29,120000,250000,56634,15,4.19,25714,312,3560,23454,100000,15000000,1275,22345,9,8.45,14037,8309,34124,96824,35000000,404000,12354,83044,17000,310,14,18608,941,5.3,18000
"FuelOil","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2020-05-04","South America",,"Yubo Corporation",43,1625,250000,18,120000,350000,67688,27,1.05,25714,194,500,23454,123678,14000000,920,34543,5,2.13,12781,8150,66544,81977,29000000,458000,53423,92864,2753000,151,13.5,21323,132,2.8,18000
"FuelOil",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","CAN","2023-09-18","2022-07-25","Europe",,,65,506,300000,8,135000,250000,67688,24,2.68,48214,86,3139,23454,100000,15000000,1196,34543,3,5.4,14298,5662,34124,65456,31023124,458000,12354,9306,2990000,47,13.7,15000,829,3.2,33750
"Steam",,"Scope 3","Value Chain","waste7",,"Scope 3","JPN","2023-09-18","2022-03-23","APAC",,,53,140,300000,23,120000,300000,56634,14,2.52,51429,248,3139,43566,123678,17000000,770,22345,7,5.15,18986,9819,34124,16837,35000000,388000,12454,6674,3356000,13,13.3,21323,829,4.3,36000
"Natural Gas","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2022-08-27","South America",,"Yubo Corporation",51,4467,450000,22,154000,250000,76855,27,1.05,66000,237,3139,43566,150000,14000000,2069,21234,4,2.13,19327,7871,45443,48357,29000000,367000,12454,92053,2357000,415,14,21323,829,2.8,46200
"Propane",,"Data Center","Value Chain","waste7",,"Data Center","AUS","2023-09-18","2023-05-04","Middle East",,,39,4155,350000,5,135000,350000,76855,20,4.19,28929,54,3560,23454,100000,14000000,522,21234,8,8.45,18988,3596,45443,94227,31023124,453000,12354,6791,3027000,386,13.8,21323,941,1.7,20250
"Diesel",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","CHN","2023-09-18","2020-11-22","Southeast Asia",,,41,388,400000,13,120000,300000,76855,17,3.2,42857,140,3139,43566,123678,17000000,1491,21234,10,3.12,10473,4939,45443,77443,29000000,476000,53423,16053,19000,36,12.6,21323,829,4.7,30000
"Diesel","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2021-08-13","South America",,"Yubo Corporation",91,4176,400000,3,120000,250000,56634,11,1.05,42857,32,3139,43566,123678,17000000,2115,21234,6,2.13,10185,3045,45443,64295,35000000,448000,12454,94713,19000,388,11.3,21323,829,1.5,30000
"Heat",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","FRA","2023-09-18","2020-03-02","AMER",,,100,3670,350000,16,120000,250000,76855,18,3.39,34286,172,500,43566,123678,14000000,1399,34543,4,6.87,10071,5241,66544,14012,29000000,410000,53423,4930,33000,341,14.1,18608,132,1.2,24000
"Propane",,"Data Center","Value Chain","waste7",,"Data Center","AUS","2023-09-18","2022-06-19","APAC",,,98,301,350000,19,154000,350000,56634,12,4.19,44000,205,3139,23454,123678,17000000,699,22345,4,8.45,11347,8039,34124,45715,35000000,449000,12454,15848,18000,28,13.7,15000,829,1.4,30800
"Electricity","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2020-01-31","South America",,"Yubo Corporation",72,2077,450000,17,135000,350000,67688,28,1.05,38571,183,3139,34345,150000,17000000,1474,21234,7,2.13,11115,8287,66544,37603,31023124,439000,12454,82926,20000,193,14.3,18608,829,2.4,27000
"Propane",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","GBR","2023-09-18","2023-06-02","LATAM",,,100,4316,400000,16,120000,150000,67688,8,5.99,42857,172,3560,43566,123678,14000000,466,21234,8,12.14,12826,5498,45443,82334,31023124,480000,12454,19036,3030000,401,13.6,18608,941,1.4,30000
"Steam",,"Data Center","Value Chain","waste7",,"Data Center","JPN","2023-09-18","2023-12-03","APAC",,,85,1615,400000,25,135000,250000,76855,30,2.52,48214,269,3560,43566,100000,15000000,1815,22345,3,5.15,13832,9509,34124,99356,29000000,478000,53423,73868,17000,150,10.2,21323,941,1.8,33750
"Refrigerant",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","IRL","2023-09-18","2020-11-27","Southeast Asia",,,96,614,350000,20,154000,350000,76855,11,0.01,33000,215,3139,43566,123678,15000000,1487,21234,9,0.02,13039,5512,45443,30109,29000000,408000,12354,19792,3202000,57,11.4,21323,829,2.1,23100
"Diesel","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2021-09-29","South America",,"Yubo Corporation",32,2734,400000,30,135000,150000,76855,24,1.05,28929,323,500,43566,150000,15000000,638,21234,7,2.13,14738,8389,66544,50914,35000000,429000,12354,99927,25000,254,13.5,21323,132,3.3,20250
"Propane",,"Scope 3","Value Chain","waste7",,"Scope 3","AUS","2023-09-18","2021-08-12","EMEA",,,78,2077,350000,14,120000,350000,76855,23,4.19,34286,151,3560,34345,150000,14000000,2281,34543,10,8.45,17320,6405,45443,64010,35000000,425000,12454,17794,29000,193,13.8,15000,941,2.6,24000
"Electricity","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2020-02-25","South America",,"Yubo Corporation",91,2669,450000,10,135000,300000,56634,1,1.05,57857,108,3560,23454,100000,17000000,2258,34543,4,2.13,10195,8751,45443,90555,31023124,471000,12354,87873,22000,248,10.7,21323,941,3.6,40500
"Electricity",,"Scope 3","Value Chain","waste7",,"Scope 3","USA","2023-09-18","2020-09-23","LATAM",,,40,2648,400000,15,135000,150000,56634,27,0.24,57857,161,3560,23454,100000,14000000,1783,21234,4,0.59,18127,7259,34124,92140,35000000,357000,12454,78036,2398000,246,14.3,21323,941,5.9,40500
"Natural Gas",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","IND","2023-09-18","2023-06-06","Middle East",,,80,4316,350000,25,120000,250000,67688,5,4.97,34286,269,3560,34345,123678,15000000,1539,21234,7,10.02,10031,8469,34124,29884,31023124,465000,12354,6732,35000,401,14,15000,941,1,24000
"FuelOil",,"Data Center","Value Chain","waste7",,"Data Center","SGP","2023-09-18","2023-11-27","Europe",,,32,4510,400000,25,120000,300000,76855,14,0.42,34286,269,3560,34345,123678,14000000,1312,22345,8,0.85,15474,7044,45443,24133,31023124,352000,53423,16438,2817000,419,12.9,18608,941,5.4,24000
"Steam",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","JPN","2023-09-18","2020-12-13","Central America",,,58,4456,350000,29,135000,250000,67688,26,2.52,38571,312,3560,23454,150000,15000000,2012,34543,9,5.15,19413,7952,66544,69814,29000000,393000,12354,86393,3147000,414,12.1,21323,941,5,27000
"Natural Gas","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2023-04-19","South America",,"Yubo Corporation",53,3154,400000,19,120000,350000,76855,10,1.05,25714,205,3560,43566,100000,14000000,2119,22345,8,2.13,12532,8039,66544,78713,29000000,441000,12354,98419,2374000,293,10.7,21323,941,5.1,18000
"Propane",,"Data Center","Business Travel FY20","S3DO.006",,"Data Center","IND","2023-09-18","2022-08-26","South America",,,71,2648,400000,21,135000,250000,56634,6,4.97,38571,226,3139,23454,123678,15000000,2088,22345,10,10.02,14036,6638,34124,90898,29000000,424000,12454,79702,2923000,246,10.4,21323,829,5,27000
"Steam","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2021-02-05","South America",,"Yubo Corporation",38,4747,400000,14,135000,250000,56634,10,1.05,48214,151,3560,23454,123678,14000000,385,22345,9,2.13,16328,5451,66544,78657,29000000,425000,53423,99321,3170000,441,11.6,15000,941,5.9,33750
"Cooling",,"Data Center","Value Chain","waste7",,"Data Center","JPN","2023-09-18","2022-10-03","Central Asia",,,78,4392,250000,29,120000,350000,67688,19,2.52,42857,312,3139,23454,150000,14000000,1725,22345,4,5.15,14555,9358,66544,65532,31023124,377000,12454,18102,19000,408,13.7,15000,829,0.8,30000
"Refrigerant","001B000001SklaNIAR","Stationary","*The Edge HQ","SDO.020","SupplierAcct203","Commercial Building","BRA","2023-09-18","2021-05-16","South America",,"Yubo Corporation",51,4650,350000,2,120000,300000,67688,15,1.05,25714,22,3560,34345,123678,17000000,1807,21234,10,2.13,11549,3529,66544,14102,31023124,399000,12354,73483,18000,432,14.4,21323,941,0.4,18000
"Heat",,"Data Center","Value Chain","waste7",,"Data Center","GBR","2023-09-18","2021-12-09","Middle East",,,30,2390,350000,12,120000,250000,56634,7,5.99,42857,129,3139,34345,123678,17000000,1653,34543,9,12.14,16700,5141,45443,14119,31023124,363000,12454,4804,29000,222,13.1,21323,829,0.7,30000
"Natural Gas",,"Scope 3","Business Travel FY20","S3DO.006",,"Scope 3","IND","2023-09-18","2020-06-30","Europe",,,87,3003,350000,15,120000,250000,76855,30,4.97,51429,161,3560,43566,123678,14000000,862,22345,5,10.02,14495,7920,34124,67579,29000000,472000,12354,90514,31000,279,13.6,18608,941,2.5,36000
"FuelOil",,"Scope 3","Value Chain","waste7",,"Scope 3","USA","2023-09-18","2022-07-18","Central America",,,67,388,350000,21,135000,150000,56634,16,0.24,57857,226,3139,34345,123678,14000000,875,22345,7,0.59,11764,8626,45443,75196,35000000,350000,12454,19283,3289000,36,11.8,18608,829,5.9,40500
