"TPM__c","Discount__c","Month__c","Product","Retailer__c","Daily_Unit_Volume"
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",36
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",65
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",20
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",41
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",65
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",15
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",34
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Rondel",112
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",27
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",28
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",54
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Sure Store",95
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",56
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",492
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Huge Store",422
"Digital Coupon","0","FEB","Alpine Energy - Hydration Drinks","Sanesberry",401
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",434
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Rondel",330
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Fine Goods",266
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",503
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",497
"BOGO","0","FEB","Alpine Energy - Hydration Drinks","Sure Store",434
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",286
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",287
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",279
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",251
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",250
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Rondel",235
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",281
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",199
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",210
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Sure Store",196
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","WaySafe",212
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",243
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Huge Store",273
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Sanesberry",248
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",189
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Rondel",254
"Digital Coupon","0.2","FEB","Alpine Energy - Hydration Drinks","Fine Goods",167
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",152
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",53
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sure Store",50
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","WaySafe",55
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",53
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Huge Store",42
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Sanesberry",62
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",33
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Rondel",92
"BOGO","0.2","FEB","Alpine Energy - Hydration Drinks","Fine Goods",66
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",106
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",103
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",93
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",133
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",284
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Huge Store",302
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",202
"Digital Coupon","0.1","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",170
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",93
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",448
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",613
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",760
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sure Store",727
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","WaySafe",313
"Digital Coupon","0.05","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",318
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",264
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",402
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",292
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",146
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fine Goods",127
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",239
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",249
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",96
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",85
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",131
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Huge Store",170
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",161
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",68
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Rondel",99
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Fine Goods",138
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",150
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",80
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Sure Store",96
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","WaySafe",79
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",193
"BOGO","0.15","FEB","Alpine Energy - Hydration Drinks","Huge Store",99
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sanesberry",30
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",18
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Rondel",28
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fine Goods",40
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",27
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Fare Merchants",34
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Sure Store",47
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","WaySafe",36
"BOGO","0.1","FEB","Alpine Energy - Hydration Drinks","Alpine Nutrition",32
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Huge Store",26
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Sanesberry",62
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Nutrition Stop",103
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Rondel",25
"BOGO","0.05","FEB","Alpine Energy - Hydration Drinks","Fine Goods",23
"BOGO","0.05","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",87
"BOGO","0.05","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",62
"BOGO","0.05","MAR","Alpine Energy - Hydration Drinks","Sure Store",52
"BOGO","0","MAR","Alpine Energy - Hydration Drinks","WaySafe",459
"BOGO","0","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",444
"BOGO","0","MAR","Alpine Energy - Hydration Drinks","Huge Store",389
"BOGO","0","MAR","Alpine Energy - Hydration Drinks","Sanesberry",292
"BOGO","0","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",415
"BOGO","0","MAR","Alpine Energy - Hydration Drinks","Rondel",248
"BOGO","0","MAR","Alpine Energy - Hydration Drinks","Fine Goods",412
"EndAisle Display","0","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",527
"Paper Coupon","0","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",424
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sure Store",273
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","WaySafe",175
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",286
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Huge Store",249
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Sanesberry",244
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",253
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Rondel",293
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Fine Goods",235
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",189
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",251
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Sure Store",236
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","WaySafe",238
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",274
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Huge Store",217
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Sanesberry",302
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",267
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Rondel",177
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Fine Goods",188
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",38
"EndAisle Display","0.2","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",50
"EndAisle Display","0.2","MAR","Alpine Energy - Hydration Drinks","Sure Store",57
"EndAisle Display","0.2","MAR","Alpine Energy - Hydration Drinks","WaySafe",34
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",50
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Huge Store",54
"EndAisle Display","0.2","MAR","Alpine Energy - Hydration Drinks","Sanesberry",64
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",82
"Paper Coupon","0.2","MAR","Alpine Energy - Hydration Drinks","Rondel",72
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Fine Goods",86
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",68
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",142
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Sure Store",89
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","WaySafe",192
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",191
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Huge Store",176
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Sanesberry",160
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",122
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Rondel",614
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Fine Goods",370
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",683
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",764
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Sure Store",280
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","WaySafe",160
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",391
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Huge Store",320
"Paper Coupon","0.05","MAR","Alpine Energy - Hydration Drinks","Sanesberry",299
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",160
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Rondel",197
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Fine Goods",188
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",180
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",116
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Sure Store",129
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","WaySafe",157
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",137
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Huge Store",141
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Sanesberry",112
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",129
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Rondel",134
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Fine Goods",70
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",75
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",88
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Sure Store",94
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","WaySafe",164
"Paper Coupon","0.15","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",95
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Huge Store",31
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Sanesberry",39
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",26
"Paper Coupon","0.1","MAR","Alpine Energy - Hydration Drinks","Rondel",21
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Fine Goods",25
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",26
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",30
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Sure Store",26
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","WaySafe",37
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",62
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Huge Store",13
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sanesberry",47
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",65
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Rondel",50
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fine Goods",28
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",55
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",62
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sure Store",55
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","WaySafe",331
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",424
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Huge Store",595
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sanesberry",347
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",325
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Rondel",251
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fine Goods",413
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",648
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",489
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sure Store",268
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","WaySafe",193
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",283
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Huge Store",321
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sanesberry",231
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",271
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Rondel",288
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fine Goods",232
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",156
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",163
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sure Store",180
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","WaySafe",177
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",224
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Huge Store",242
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Sanesberry",165
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",228
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Rondel",160
"EndAisle Display","0.05","MAR","Alpine Energy - Hydration Drinks","Fine Goods",128
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",36
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",29
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Sure Store",35
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","WaySafe",21
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",42
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Huge Store",39
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Sanesberry",56
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",62
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Rondel",41
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Fine Goods",83
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",64
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",103
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Sure Store",142
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","WaySafe",236
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",171
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Huge Store",326
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Sanesberry",150
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",86
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Rondel",549
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Fine Goods",343
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Northern Trails Outfitters",684
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Fare Merchants",921
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Sure Store",228
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","WaySafe",258
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Alpine Nutrition",329
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Huge Store",504
"EndAisle Display","0.15","MAR","Alpine Energy - Hydration Drinks","Sanesberry",441
"EndAisle Display","0.1","MAR","Alpine Energy - Hydration Drinks","Nutrition Stop",151
