Account_CUSTOM2,Account_CUSTOM3,Account_SALES_REP,Account_CITY,Account_STATE,ACCOUNT_ID,Account_CUSTOMER_SITE,Account_REGION,Account_COUNTRY,TARGET_DATE,TargetDate,Account_CUSTOMER,Account_TARGET,Account_CUSTOM1,Activities,BEHIND_TARGET,AHEAD_TARGET,Hours,Account_LAT,Account_LONG,ON_TARGET,Offset,Target
Negative Growth over 20%,PRIME +P4-02/03),Chantelle Rep,San Francisco,CA,A0027,NTO Store - Presidio,West,United States,1/12/17,27/12/2019,Northern Trails Outfitters,BEHIND,LARGE CHAIN,217,99500,45300,213,37.80303,-122.4595,71500,5282790,99500
Negative Growth over 20%,PRIME +P4-02/03),Chantelle Rep,San Francisco,CA,A0027,NTO Store - Presidio,West,United States,1/1/18,27/01/2020,Northern Trails Outfitters,BEHIND,LARGE CHAIN,74,99500,45300,66,37.80303,-122.4595,69700,2604390,99500
Negative Growth over 20%,PRIME +P4-02/03),Chantelle Rep,San Francisco,CA,A0027,NTO Store - Presidio,West,United States,1/2/18,27/02/2020,Northern Trails Outfitters,BEHIND,LARGE CHAIN,58,99500,45300,59,37.80303,-122.4595,74600,-74010,99500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/5/13,27/05/2015,Rondel,ON,LARGE CHAIN,217,60500,20700,138,33.5236,-111.9076,43400,150002790,43400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/6/13,27/06/2015,Rondel,ON,LARGE CHAIN,82,60500,20700,63,33.5236,-111.9076,40300,147324390,40300
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/7/13,27/07/2015,Rondel,ON,LARGE CHAIN,83,60500,21700,78,33.5236,-111.9076,42700,144732390,42700
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/8/13,27/08/2015,Rondel,ON,LARGE CHAIN,119,60500,21700,126,33.5236,-111.9076,42200,142053990,42200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/9/13,27/09/2015,Rondel,ON,LARGE CHAIN,60,68900,21700,85,33.5236,-111.9076,46700,139375590,46700
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/10/13,27/10/2015,Rondel,ON,LARGE CHAIN,42,68900,21700,73,33.5236,-111.9076,46100,136783590,46100
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/11/13,27/11/2015,Rondel,ON,LARGE CHAIN,119,68900,21700,142,33.5236,-111.9076,44800,134105190,44800
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/12/13,27/12/2015,Rondel,ON,LARGE CHAIN,54,68900,21700,63,33.5236,-111.9076,39400,131513190,39400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/1/14,27/01/2016,Rondel,ON,LARGE CHAIN,141,68900,21800,133,33.5236,-111.9076,40800,128834790,40800
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/2/14,27/02/2016,Rondel,ON,LARGE CHAIN,68,68900,21800,100,33.5236,-111.9076,42300,126156390,42300
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/3/14,26/03/2016,Rondel,ON,LARGE CHAIN,38,68900,21800,72,33.5236,-111.9076,43200,123737190,43200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/4/14,26/04/2016,Rondel,ON,LARGE CHAIN,50,51000,21800,98,33.5236,-111.9076,37600,121058790,37600
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/5/14,26/05/2016,Rondel,ON,LARGE CHAIN,122,51000,21800,129,33.5236,-111.9076,38200,118466790,38200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/6/14,26/06/2016,Rondel,ON,LARGE CHAIN,87,47700,21800,94,33.5236,-111.9076,34300,115788390,34300
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/7/14,26/07/2016,Rondel,ON,LARGE CHAIN,78,47700,24300,80,33.5236,-111.9076,37200,113196390,37200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/8/14,26/08/2016,Rondel,ON,LARGE CHAIN,95,47700,24300,122,33.5236,-111.9076,38000,110517990,38000
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/9/14,26/09/2016,Rondel,ON,LARGE CHAIN,43,43900,24300,69,33.5236,-111.9076,35100,107839590,35100
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/10/14,26/10/2016,Rondel,ON,LARGE CHAIN,91,41900,24300,115,33.5236,-111.9076,33800,105247590,33800
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/11/14,26/11/2016,Rondel,ON,LARGE CHAIN,94,41900,24300,92,33.5236,-111.9076,35500,102569190,35500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/12/14,26/12/2016,Rondel,ON,LARGE CHAIN,132,41600,24300,131,33.5236,-111.9076,33400,99977190,33400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/1/15,26/01/2017,Rondel,ON,LARGE CHAIN,113,41600,27300,98,33.5236,-111.9076,34000,97298790,34000
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/2/15,26/02/2017,Rondel,ON,LARGE CHAIN,74,40900,27300,69,33.5236,-111.9076,33400,94620390,33400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/3/15,26/03/2017,Rondel,ON,LARGE CHAIN,48,40900,24200,48,33.5236,-111.9076,31500,92201190,31500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/4/15,26/04/2017,Rondel,ON,LARGE CHAIN,108,40900,24200,117,33.5236,-111.9076,32900,89522790,32900
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/5/15,26/05/2017,Rondel,ON,LARGE CHAIN,64,40900,24200,73,33.5236,-111.9076,32500,86930790,32500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/6/15,26/06/2017,Rondel,ON,LARGE CHAIN,106,53000,24200,99,33.5236,-111.9076,34200,84252390,34200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/7/15,26/07/2017,Rondel,ON,LARGE CHAIN,171,53000,24200,126,33.5236,-111.9076,36200,81660390,36200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/8/15,26/08/2017,Rondel,ON,LARGE CHAIN,123,53000,24200,88,33.5236,-111.9076,36000,78981990,36000
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/9/15,26/09/2017,Rondel,ON,LARGE CHAIN,239,53000,13500,166,33.5236,-111.9076,32600,76303590,32600
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/10/15,26/10/2017,Rondel,ON,LARGE CHAIN,154,53000,13500,104,33.5236,-111.9076,35700,73711590,35700
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/11/15,26/11/2017,Rondel,ON,LARGE CHAIN,35,53000,13500,31,33.5236,-111.9076,35500,71033190,35500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/12/15,26/12/2017,Rondel,ON,LARGE CHAIN,115,53000,13500,104,33.5236,-111.9076,37400,68441190,37400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/1/16,26/01/2018,Rondel,ON,LARGE CHAIN,187,68700,13500,155,33.5236,-111.9076,39600,65762790,39600
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/2/16,26/02/2018,Rondel,ON,LARGE CHAIN,88,68700,13500,62,33.5236,-111.9076,41100,63084390,41100
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/3/16,27/03/2018,Rondel,ON,LARGE CHAIN,125,72100,13500,86,33.5236,-111.9076,47500,60578790,47500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/4/16,27/04/2018,Rondel,ON,LARGE CHAIN,245,72100,36200,168,33.5236,-111.9076,52400,57900390,52400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/5/16,27/05/2018,Rondel,ON,LARGE CHAIN,86,72100,17200,78,33.5236,-111.9076,48300,55308390,48300
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/6/16,27/06/2018,Rondel,ON,LARGE CHAIN,92,72100,17200,92,33.5236,-111.9076,50500,52629990,50500
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/7/16,27/07/2018,Rondel,ON,LARGE CHAIN,63,88100,17200,71,33.5236,-111.9076,56800,50037990,56800
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/8/16,27/08/2018,Rondel,ON,LARGE CHAIN,47,88100,17200,85,33.5236,-111.9076,51800,47359590,51800
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/9/16,27/09/2018,Rondel,ON,LARGE CHAIN,65,88100,17200,101,33.5236,-111.9076,49800,44681190,49800
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/10/16,27/10/2018,Rondel,ON,LARGE CHAIN,142,88100,17200,137,33.5236,-111.9076,50300,42089190,50300
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/11/16,27/11/2018,Rondel,ON,LARGE CHAIN,106,88100,17200,90,33.5236,-111.9076,49300,39410790,49300
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/12/16,27/12/2018,Rondel,ON,LARGE CHAIN,59,88100,34300,78,33.5236,-111.9076,53400,36818790,53400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/1/17,27/01/2019,Rondel,ON,LARGE CHAIN,71,88100,34300,99,33.5236,-111.9076,51100,34140390,51100
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/2/17,27/02/2019,Rondel,ON,LARGE CHAIN,40,76000,34300,72,33.5236,-111.9076,46600,31461990,46600
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/3/17,27/03/2019,Rondel,ON,LARGE CHAIN,184,76000,31100,190,33.5236,-111.9076,46100,29042790,46100
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/4/17,27/04/2019,Rondel,ON,LARGE CHAIN,87,76000,31100,95,33.5236,-111.9076,50400,26364390,50400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/5/17,27/05/2019,Rondel,ON,LARGE CHAIN,66,66700,31100,84,33.5236,-111.9076,44600,23772390,44600
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/6/17,27/06/2019,Rondel,ON,LARGE CHAIN,85,66700,31100,77,33.5236,-111.9076,43800,21093990,43800
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/7/17,27/07/2019,Rondel,ON,LARGE CHAIN,86,66700,31100,115,33.5236,-111.9076,43700,18501990,43700
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/8/17,27/08/2019,Rondel,ON,LARGE CHAIN,57,66700,31100,68,33.5236,-111.9076,43200,15823590,43200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/9/17,27/09/2019,Rondel,ON,LARGE CHAIN,104,79300,31100,139,33.5236,-111.9076,46400,13145190,46400
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/10/17,27/10/2019,Rondel,ON,LARGE CHAIN,77,79300,31800,81,33.5236,-111.9076,46700,10553190,46700
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/11/17,27/11/2019,Rondel,ON,LARGE CHAIN,70,79300,31800,82,33.5236,-111.9076,42200,7874790,42200
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/12/17,27/12/2019,Rondel,ON,LARGE CHAIN,167,79300,31800,135,33.5236,-111.9076,42000,5282790,42000
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/1/18,27/01/2020,Rondel,ON,LARGE CHAIN,48,79300,31800,45,33.5236,-111.9076,43300,2604390,43300
-10 to -20% Negative Growth,PRIME +P4-02/03),Kathy Power,Scottsdale,AZ,A0028,Rondel Store - Scottsdale,West,United States,1/2/18,27/02/2020,Rondel,ON,LARGE CHAIN,84,79300,28100,107,33.5236,-111.9076,40900,-74010,40900
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/5/13,27/05/2015,Sure Store,ON,LARGE CHAIN,84,59800,34600,82,32.67376,-96.9142,43300,150002790,43300
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/6/13,27/06/2015,Sure Store,ON,LARGE CHAIN,195,59800,34600,172,32.67376,-96.9142,43100,147324390,43100
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/7/13,27/07/2015,Sure Store,ON,LARGE CHAIN,68,59800,34600,90,32.67376,-96.9142,43000,144732390,43000
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/8/13,27/08/2015,Sure Store,ON,LARGE CHAIN,115,59800,34600,118,32.67376,-96.9142,43400,142053990,43400
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/9/13,27/09/2015,Sure Store,ON,LARGE CHAIN,146,67100,34600,141,32.67376,-96.9142,44500,139375590,44500
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/10/13,27/10/2015,Sure Store,ON,LARGE CHAIN,142,67100,14500,124,32.67376,-96.9142,41600,136783590,41600
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/11/13,27/11/2015,Sure Store,ON,LARGE CHAIN,127,67100,14500,117,32.67376,-96.9142,37900,134105190,37900
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/12/13,27/12/2015,Sure Store,ON,LARGE CHAIN,146,67100,14500,121,32.67376,-96.9142,40600,131513190,40600
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/1/14,27/01/2016,Sure Store,ON,LARGE CHAIN,120,67100,14500,102,32.67376,-96.9142,40500,128834790,40500
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/2/14,27/02/2016,Sure Store,ON,LARGE CHAIN,101,67100,14500,109,32.67376,-96.9142,41800,126156390,41800
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/3/14,26/03/2016,Sure Store,ON,LARGE CHAIN,107,67100,14500,95,32.67376,-96.9142,44000,123737190,44000
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/4/14,26/04/2016,Sure Store,ON,LARGE CHAIN,79,60900,14500,68,32.67376,-96.9142,42900,121058790,42900
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/5/14,26/05/2016,Sure Store,ON,LARGE CHAIN,191,60900,25200,150,32.67376,-96.9142,46500,118466790,46500
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/6/14,26/06/2016,Sure Store,ON,LARGE CHAIN,84,60900,39500,81,32.67376,-96.9142,49400,115788390,49400
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/7/14,26/07/2016,Sure Store,ON,LARGE CHAIN,81,59600,39500,98,32.67376,-96.9142,47300,113196390,47300
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/8/14,26/08/2016,Sure Store,ON,LARGE CHAIN,201,59600,39500,180,32.67376,-96.9142,47900,110517990,47900
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/9/14,26/09/2016,Sure Store,ON,LARGE CHAIN,89,59600,39500,100,32.67376,-96.9142,48600,107839590,48600
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/10/14,26/10/2016,Sure Store,ON,LARGE CHAIN,24,59600,29500,31,32.67376,-96.9142,45000,105247590,45000
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/11/14,26/11/2016,Sure Store,ON,LARGE CHAIN,86,61300,29500,95,32.67376,-96.9142,45200,102569190,45200
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/12/14,26/12/2016,Sure Store,ON,LARGE CHAIN,108,61300,29500,118,32.67376,-96.9142,45000,99977190,45000
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/1/15,26/01/2017,Sure Store,ON,LARGE CHAIN,69,61300,29500,76,32.67376,-96.9142,43800,97298790,43800
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/2/15,26/02/2017,Sure Store,ON,LARGE CHAIN,70,76000,29500,74,32.67376,-96.9142,48100,94620390,48100
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/3/15,26/03/2017,Sure Store,ON,LARGE CHAIN,85,76000,29500,84,32.67376,-96.9142,47300,92201190,47300
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/4/15,26/04/2017,Sure Store,ON,LARGE CHAIN,49,76000,16700,73,32.67376,-96.9142,42700,89522790,42700
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/5/15,26/05/2017,Sure Store,ON,LARGE CHAIN,80,76000,16700,100,32.67376,-96.9142,44900,86930790,44900
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/6/15,26/06/2017,Sure Store,ON,LARGE CHAIN,166,76000,16700,156,32.67376,-96.9142,44700,84252390,44700
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/7/15,26/07/2017,Sure Store,ON,LARGE CHAIN,71,76000,16700,71,32.67376,-96.9142,45900,81660390,45900
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/8/15,26/08/2017,Sure Store,ON,LARGE CHAIN,92,76000,16700,87,32.67376,-96.9142,44300,78981990,44300
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/9/15,26/09/2017,Sure Store,ON,LARGE CHAIN,177,59900,16700,141,32.67376,-96.9142,38400,76303590,38400
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/10/15,26/10/2017,Sure Store,ON,LARGE CHAIN,150,59900,16700,110,32.67376,-96.9142,37300,73711590,37300
0-10% Positive Growth,PRIME + P4011,Fred Dials,Duncanville,TX,A0029,Sure Store - Dallas,Central,United States,1/11/15,26/11/2017,Sure Store,ON,LARGE CHAIN,203,59900,26800,152,32.67376,-96.9142,42100,71033190,42100
