"Product_Family","Product_Name","Account_Name","Discount_Percent","Total_Price"
"Performance & Non-auto","Motorcycle Parts","Ernharth Group",0,250000
"Car Accessories","Towing Equioment","Clay Electric Cooperative",0.01,100000
"Car Accessories","Exterior Accessories","Clay Electric Cooperative",0.05,15000
"Car Accessories","Interior Accessories","DentalEZ Group",0.01,100000
"Performance & Non-auto","Motorcycle Parts","InfoCast Corporation",0.01,55000
"Car Accessories","Batteries","Xtenit",1,0
"Car Accessories","Exterior Accessories","Xtenit",0.14,5284
"Car Accessories","Car Care","Xtenit",0,481927
"Car Accessories","Car Care","Xtenit",0,150000
"Car Accessories","Replacement Parts","Xtenit",0.02,60000
"Performance & Non-auto","Motorcycle Parts","Arizona Parking Solutions",0.01,55214
"Car Accessories","Replacement Parts","Specialty Media",0.01,22638
"Performance & Non-auto","RV Shelters","Four51",0.01,234500
"Car Accessories","Car Care","Hacienda Lighting",0,250000
"Car Accessories","Exterior Accessories","Hacienda Lighting",0.01,77507
"Performance & Non-auto","RV Shelters","D F Electronics, Inc",0.03,50000
"Car Accessories","Replacement Parts","D F Electronics, Inc",0.1,12048
"Performance & Non-auto","Performance","Farner-Bocken Company",0.02,105000
"Car Accessories","Car Care","AcrossWorld Communications",0.01,45500
"Performance & Non-auto","Performance","CreativeQualitative",0.06,61349
"Performance & Non-auto","RV Shelters","R R Floody Co",0.03,46000
"Car Accessories","Car Care","R R Floody Co",0.01,10289
"Car Accessories","Exterior Accessories","R R Floody Co",0.01,20000
"Performance & Non-auto","Motorcycle Parts","Lasiewicz Foundation",0,61349
"Performance & Non-auto","Motorcycle Parts","Sledd Co",0,75000
"Performance & Non-auto","Performance","Sledd Co",0.02,150000
"Performance & Non-auto","Motorcycle Parts","MegaPath Cloud Company",0.01,80000
"Car Accessories","Replacement Parts","MegaPath Cloud Company",0.06,25000
"Car Accessories","Car Care","Van Horn Metz & Co..",0.04,10000
"Car Accessories","Replacement Parts","Yokohama Tire Corporation North America",0,72289
"Performance & Non-auto","Motorcycle Parts","B2E Solutions",0.11,3100
"Performance & Non-auto","Motorcycle Parts","AMERICORP",0,120000
"Car Accessories","Exterior Accessories","Promark Interactive",0.02,12000
"Car Accessories","Replacement Parts","Renesas Electronics America",0.13,5000
"Performance & Non-auto","Motorcycle Parts","Renesas Electronics America",0,120000
"Car Accessories","Exterior Accessories","KCI USA, Inc",0.01,77507
"Car Accessories","Exterior Accessories","Buck Consultants",0.01,75000
"Car Accessories","Car Care","Avaya Global Services",0,11000
"Car Accessories","Replacement Parts","Checkpoint Systems",0,200000
"Performance & Non-auto","RV Shelters","Frazier Co Svc Dept",0.02,105000
"Car Accessories","Exterior Accessories","Frazier Co Svc Dept",0.1,7107
"Performance & Non-auto","Motorcycle Parts","TransAct Technologies Incorporated",0.02,50000
"Car Accessories","Exterior Accessories","Whiteboardlabs",0.01,52321
"Performance & Non-auto","RV Shelters","GOiConsulting, L.L.C.",1,0
"Performance & Non-auto","RV Shelters","GOiConsulting, L.L.C.",0.01,150000
"Performance & Non-auto","RV Shelters","Sales Performance Systems",0.01,200000
"Performance & Non-auto","Motorcycle Parts","Zale Corporation",0,158000
"Car Accessories","Car Care","ChannelTECH",0.04,10000
"Car Accessories","Car Care","Freelon Group Inc",0.01,28620
"Car Accessories","Batteries","Parallel Products",0.02,53000
"Car Accessories","Batteries","Performance Assessment Network",0,300000
"Car Accessories","Car Care","New Horizons Computer Learning Center of Chicago",0.01,14000
"Car Accessories","Car Care","KP",0.07,4000
"Car Accessories","Interior Accessories","KP",0.01,200000
"Car Accessories","Replacement Parts","Rudolph & Sletten",0.02,45000
"Car Accessories","Exterior Accessories","Epeople Inc",0,170000
"Performance & Non-auto","Motorcycle Parts","Archemedia",0,15000
"Car Accessories","Exterior Accessories","American Century Services",0.02,18000
"Car Accessories","Exterior Accessories","Lexisnexis Peoplewise",0.05,10000
"Car Accessories","Car Care","Lexisnexis Peoplewise",0.19,2500
"Car Accessories","Batteries","Audio Etc",0.09,20000
"Car Accessories","Batteries","Honeywell ACS - Federal Division",0.04,50000
"Performance & Non-auto","RV Shelters","Honeywell ACS - Federal Division",0.02,101000
"Performance & Non-auto","RV Shelters","Cisco Systems Branches",0.03,50000
"Car Accessories","Exterior Accessories","Torrent Systems",0.01,20000
"Car Accessories","Replacement Parts","Solomon Software / Pro",0.01,70000
"Car Accessories","Batteries","DA Consulting Group",0.06,30000
"Performance & Non-auto","RV Shelters","E-Z Legal Software",0.01,150000
"Performance & Non-auto","RV Shelters","BUDCO The Dialogue Company",0,400000
"Car Accessories","Exterior Accessories","Simplexity",0.02,25000
"Performance & Non-auto","Motorcycle Parts","Simplexity",0.02,25000
"Car Accessories","Exterior Accessories","Wausau Financial Systems",0,214443
"Performance & Non-auto","RV Shelters","Wausau Financial Systems",0,600000
"Car Accessories","Exterior Accessories","Wabtec Corporation",0,145081
"Performance & Non-auto","RV Shelters","Renewable Energy Corporation",0,534883
"Performance & Non-auto","RV Shelters","Renewable Energy Corporation",0.03,50000
"Car Accessories","Replacement Parts","SalesTraction",0.13,10000
"Car Accessories","Replacement Parts","hymax group",0.07,12348
"Car Electronics","Electronics","VMware - Primary",0.38,3964
"Car Accessories","Car Care","Resource Center Inc",0.2,2464
"Performance & Non-auto","Motorcycle Parts","Nasdaq Stock Market",0.08,2128
"Car Accessories","Car Care","Hamot Health Foundation",0.01,51000
"Car Electronics","Electronics","Merge Healthcare",0.22,10000
"Car Accessories","Replacement Parts","Custom Computer Specialists",0.03,31600
"Car Accessories","Exterior Accessories","WACO Instruments",0.24,2000
"Performance & Non-auto","RV Shelters","Newmarket International",0.01,200000
"Car Accessories","Exterior Accessories","Computrol",0.04,11000
"Car Accessories","Batteries","Salem Law Group",0.09,20000
"Car Accessories","Exterior Accessories","Alliant Energy Resources",0,3500
"Car Accessories","Exterior Accessories","Alliant Energy Resources",0.01,20000
"Car Accessories","Car Care","JIL Information Systems",0.1,5000
"Performance & Non-auto","RV Shelters","Computer Network Solutions",0.09,15000
"Performance & Non-auto","Performance","Andwin Corporation",0.02,30000
"Car Accessories","Car Care","Global Solutions Group Inc",0.02,15000
"Car Accessories","Exterior Accessories","Plansmith Corp",0.04,16000
"Car Accessories","Replacement Parts","The TSR Group",1,0
"Car Accessories","Car Care","JCG International",0.01,60240
"Car Accessories","Exterior Accessories","United Way Worldwide",0,100000
"Car Accessories","Exterior Accessories","Fine Point Technologies",0.02,30000
"Car Accessories","Car Care","Fine Point Technologies",0.02,24785
"Car Accessories","Replacement Parts","Fine Point Technologies",0.21,1500
"Car Accessories","Exterior Accessories","Cpa2Biz Inc",0.05,5000
"Performance & Non-auto","RV Shelters","Cpa2Biz Inc",0.01,263157
"Tires & Wheels","Tires and Wheels","Decision Support",0.01,9202
"Performance & Non-auto","Motorcycle Parts","BioForce Nanosciences",0.02,24999
"Car Accessories","Car Care","McGrath RentCorp / RenTelco Division",0.02,16257
"Performance & Non-auto","RV Shelters","Towers Watson Delaware Inc",0.19,5000
"Performance & Non-auto","RV Shelters","Towers Watson Delaware Inc",0.03,30000
"Car Accessories","Exterior Accessories","Neuberger Berman",0.05,10000
"Performance & Non-auto","Motorcycle Parts","Regis Corporation",0.01,99999
"Car Accessories","Interior Accessories","Color Q Inc",0.21,20000
"Car Accessories","Exterior Accessories","Color Q Inc",0.13,3840
"Car Accessories","Car Care","Blue Fin Technologies",0.01,14000
"Car Accessories","Replacement Parts","ECcompany",0.1,15501
"Performance & Non-auto","Motorcycle Parts","ECcompany",0,68296
"Performance & Non-auto","Motorcycle Parts","AudioBanks",0.04,10000
"Performance & Non-auto","RV Shelters","AudioBanks",0.01,100000
"Performance & Non-auto","Motorcycle Parts","AudioBanks",0.02,50000
"Performance & Non-auto","Motorcycle Parts","Igivecom Inc",0.14,4000
"Car Accessories","Batteries","United Technologies Electronic Controls",0.09,20000
"Car Accessories","Exterior Accessories","Lofland Company",0.05,5000
"Car Accessories","Exterior Accessories","Zustek Coporation",0.01,110000
"Car Accessories","Replacement Parts","Fancort Industries",0.02,60000
"Car Accessories","Exterior Accessories","YellowBrick Solutions",0.24,2000
"Car Accessories","Batteries","YellowBrick Solutions",0.02,70000
"Car Accessories","Replacement Parts","IBM Corp.",0.03,50000
"Car Accessories","Car Care","Project Achieve",0,30000
"Performance & Non-auto","Motorcycle Parts","ASIABOOSTER",0.02,50000
"Car Accessories","Replacement Parts","ASIABOOSTER",0.02,15000
"Car Accessories","Replacement Parts","ASIABOOSTER",0.02,15000
"Performance & Non-auto","Performance","Akaba",0.01,102000
"Car Accessories","Replacement Parts","Akaba",0.05,20000
"Car Accessories","Car Care","Radiant System Hospitality Division",0.02,3000
"Car Accessories","Interior Accessories","Avaya",0.01,75000
"Car Accessories","Car Care","ADVANCED BusinessLink",0.01,20000
"Performance & Non-auto","Motorcycle Parts","Brookline Bancorp",0.14,5000
"Car Accessories","Batteries","Midway Products Group",0.09,20000
"Car Accessories","Exterior Accessories","MVICOM",0.05,15000
"Performance & Non-auto","RV Shelters","Marketresearch.com",0,408000
"Car Accessories","Car Care","Benchmark Resources",0.07,8000
"Performance & Non-auto","RV Shelters","Saab Sensis Corp.",0.05,35000
"Car Accessories","Car Care","Steel Dynamics Structural & Rail Division",0.04,10000
"Car Accessories","Car Care","Steel Dynamics Structural & Rail Division",0.02,15000
"Car Accessories","Exterior Accessories","Steel Dynamics Structural & Rail Division",0.02,6000
"Car Accessories","Batteries","Steel Dynamics Structural & Rail Division",0.06,30000
"Car Accessories","Car Care","Steel Dynamics Structural & Rail Division",0.04,10000
"Car Accessories","Replacement Parts","Shop2u.com",0.06,25000
"Performance & Non-auto","Motorcycle Parts","Shop2u.com",0.01,104636
"Performance & Non-auto","Motorcycle Parts","Hotwire",0,15000
"Performance & Non-auto","Motorcycle Parts","Winter Wyman & Company",0.04,20000
"Performance & Non-auto","RV Shelters","Winter Wyman & Company",0.01,150000
"Car Accessories","Batteries","Aether Holdings",1,0
"Car Accessories","Car Care","Hach Co.",0.04,13000
"Car Accessories","Towing Equioment","California Physicians' Service d/b/a Blue Shield of California",0.07,10000
"Performance & Non-auto","Performance","Segway",0.13,20000
"Car Accessories","Replacement Parts","Royal Window Coverings",0.1,12000
"Car Accessories","Exterior Accessories","OfficeTool.com",0.02,39700
"Car Accessories","Car Care","SuperClubs",0.19,495
"Car Accessories","Exterior Accessories","Solutions Enabler Technologies",0.05,10000
"Performance & Non-auto","RV Shelters","Riceland Foods",1,0
"Car Accessories","Exterior Accessories","StoneRiver - Pharmacy",0,30674
"Car Accessories","Car Care","POMCO Group",0.02,12000
"Car Accessories","Batteries","Russell Associates",0.06,30000
"Car Accessories","Car Care","Daniel Green Company",0.04,10000
"Performance & Non-auto","Motorcycle Parts","Daniel Green Company",0.01,100000
"Car Accessories","Exterior Accessories","Daniel Green Company",0.05,5000
"Performance & Non-auto","Motorcycle Parts","Penta Laboratories",0.02,50000
"Performance & Non-auto","Motorcycle Parts","Global Management Solutions",0.02,50000
"Car Accessories","Interior Accessories","Global Management Solutions",0.01,83707
"Performance & Non-auto","Performance","SpeechMachines",0.02,30000
"Car Accessories","Replacement Parts","FileFish",0.01,110000
"Car Accessories","Exterior Accessories","Shutterfly",0.01,40000
"Performance & Non-auto","Motorcycle Parts","Industrial Software Solutions",0,450000
"Car Accessories","Car Care","Royal Papers",0,60137
"Car Accessories","Interior Accessories","Royal Papers",0.41,10000
"Car Accessories","Batteries","Arandell Corporation",0,125000
"Performance & Non-auto","Motorcycle Parts","Arandell Corporation",0,60000
"Car Accessories","Car Care","Slashdot Media",0.04,10000
"Car Accessories","Car Care","Slashdot Media",0.05,7000
"Performance & Non-auto","Motorcycle Parts","Hiwire",0.01,18404
"Car Accessories","Interior Accessories","Hiwire",0.01,266163
"Car Accessories","Batteries","Hummer Whole Health Management",1,0
"Car Accessories","Interior Accessories","Educational Housing Services",0.01,250000
"Car Accessories","Exterior Accessories","Aperio CI",0.01,75000
"Performance & Non-auto","RV Shelters","Aperio CI",0.01,300000
"Car Accessories","Interior Accessories","Alchemisity Interactive Group",0.02,140000
"Performance & Non-auto","RV Shelters","ProLogic Corporation",0.03,30000
"Car Accessories","Batteries","ProLogic Corporation",0.04,50000
"Performance & Non-auto","Motorcycle Parts","Independent Bank",0,60000
"Car Accessories","Exterior Accessories","Oratec",0.03,20500
"Car Accessories","Batteries","Camera Corner",0.03,11627
"Car Accessories","Car Care","Datalink Corporation",0.01,20000
"Car Accessories","Exterior Accessories","Datalink Corporation",0.01,20000
"Car Accessories","Interior Accessories","Datalink Corporation",0.49,8500
"Car Accessories","Exterior Accessories","Datalink Corporation",0.05,15000
"Performance & Non-auto","Motorcycle Parts","VolunteerMatch -",0.06,12000
"Performance & Non-auto","Motorcycle Parts","LaCrosse Footwear",0.01,100000
"Car Accessories","Exterior Accessories","LaCrosse Footwear",0.02,31002
"Performance & Non-auto","RV Shelters","Roband Corp",0.01,100000
"Performance & Non-auto","Performance","MSC Industrial Direct Co.",0.07,50000
"Car Accessories","Exterior Accessories","Calkins Media Incorporated",0.05,15000
"Car Accessories","Interior Accessories","InGame Media",0.01,100000
"Performance & Non-auto","RV Shelters","Fifth Wave Leadership",0.01,150000
"Car Accessories","Exterior Accessories","Allegheny Ludlum-Vandergrift",0.01,20000
"Performance & Non-auto","Motorcycle Parts","Nevada Credico Inc",0.14,3000
"Car Accessories","Replacement Parts","Mity-Lite",0.03,50000
"Performance & Non-auto","Motorcycle Parts","Pivia",0.02,50000
"Performance & Non-auto","RV Shelters","Pivia",0.01,100000
"Car Accessories","Car Care","Digitek Computer Products",0,30000
"Performance & Non-auto","Motorcycle Parts","Affidia Systems",0.01,80000
"Car Accessories","Exterior Accessories","Thai Summit America Corp",0.05,10000
"Car Accessories","Car Care","Thai Summit America Corp",0.05,3500
"Car Accessories","Batteries","Xerocomsys",0.01,140000
"Performance & Non-auto","Performance","Cambio Group",0.35,5000
"Car Accessories","Replacement Parts","Cambio Group",0.13,10000
"Performance & Non-auto","Motorcycle Parts","Democracy Data & Communication",0.01,55000
"Performance & Non-auto","Motorcycle Parts","Cellotape",0,60000
"Car Accessories","Car Care","berkshire",0.01,51000
"Car Accessories","Exterior Accessories","hereUare Communications",0,70000
