"Date","Emissions_Scope_Category","Emission_Activity_Category","Target_Renewable_Energy_Percentage","Total_Floor_Area_sqft","Target_Compensated_Emissions_tCO2e","Forecasted_Renewable_Energy_Cons","Forecasted_Emissions_Intensity_Reduc","Forecasted_Emissions_tCO2e","Actual_Renewable_Energy_Cons","Net_Emissions_Forecast_tCO2e","Headcount","Planned_Supplier_Emissions_Reduction","Required_Carbon_Credits_tCO2e","Actual_Emissions_Intensity","Planned_Carbon_Credits_tCO2e","Revenue","Planned_Operational_Emissions_Reduction","Final_Forecasted_Emissions_tCO2e","Actual_Emissions_tCO2e","Target_Emissions_tCo2e"
"2040-10-09","Scope 1","Data Center",30,200000,50000,50000,10,100000,,200000,50,250000,200000,10,250000,250,100000,150000,,150000
"2038-06-11","Scope 2","Fleet Vehicles",0,50000,,200000,50,250000,,,150,200000,100000,0,0,200,250000,100000,,
"2019-01-31","Scope 3","Fleet Vehicles",,250000,0,0,,,0,50000,300,,,15,,300,50000,250000,100000,
"2026-05-15","Scope 1","Commercial Building",20,100000,250000,250000,30,150000,,0,100,150000,,30,,150,,200000,,0
"2020-05-03","Scope 2","Private Jet",10,150000,100000,200000,,,70,150000,250,,,25,,200,200000,,150000,
"2030-05-30","Scope 1","Commercial Building",0,50000,,100000,,100000,,150000,350,0,0,15,250000,200,50000,0,,100000
"2027-07-12","Scope 3","Scope 3 Downstream Leased Assets",30,150000,50000,50000,40,50000,,0,150,250000,50000,20,200000,150,0,50000,,250000
"2040-12-09","Scope 2","Fleet Vehicles",15,250000,0,150000,10,,,100000,250,,200000,30,150000,250,200000,250000,,150000
"2034-02-26","Scope 2","Commercial Building",,200000,150000,150000,0,200000,,50000,50,100000,150000,0,50000,200,150000,0,,50000
"2037-09-23","Scope 1","Private Jet",20,100000,200000,,20,0,,200000,100,50000,250000,,100000,250,100000,,,200000
"2031-06-16","Scope 3","Scope 3 Upstream Transportation Distribution",0,200000,250000,0,0,250000,,,300,200000,200000,10,150000,200,250000,150000,,
"2021-05-02","Scope 3","Scope 3 Fuel and Energy-Related Activity",15,150000,100000,250000,,,30,250000,200,,,25,,100,,100000,200000,
"2026-06-18","Scope 2","Data Center",10,200000,150000,150000,30,100000,,100000,150,,0,0,100000,150,200000,200000,,200000
"2023-09-11","Scope 1","Data Center",30,250000,,50000,50,150000,,50000,300,100000,100000,10,,150,250000,150000,,100000
"2033-05-17","Scope 3","Scope 3 Capital Goods",0,50000,50000,0,10,0,,150000,350,0,250000,30,50000,200,,0,,250000
"2032-08-29","Scope 2","Private Jet",15,100000,250000,100000,40,50000,,250000,200,250000,150000,25,250000,150,0,200000,,150000
"2022-04-04","Scope 1","Commercial Building",,250000,100000,,20,,90,0,250,150000,,15,200000,250,100000,100000,,0
"2039-10-23","Scope 1","Fleet Vehicles",10,100000,200000,200000,,200000,,,100,50000,50000,20,0,200,50000,50000,,50000
"2036-05-17","Scope 2","Fleet Vehicles",30,50000,0,250000,10,50000,,200000,50,,,,100000,200,150000,,,250000
"2029-10-24","Scope 3","Scope 3 Business Travel",20,200000,150000,100000,50,,,200000,150,50000,250000,30,150000,150,50000,50000,,0
"2038-06-28","Scope 1","Private Jet",20,150000,100000,50000,0,200000,,100000,300,150000,200000,10,200000,250,200000,250000,,100000
"2035-04-17","Scope 2","Commercial Building",15,200000,200000,100000,20,0,,0,50,250000,150000,15,0,200,250000,0,,50000
"2019-11-15","Scope 3","Scope 3 End-Life Treatment of Sold Product",10,100000,50000,,,,,250000,350,,,25,,350,100000,150000,0,
"2025-05-24","Scope 1","Data Center",30,250000,0,150000,,150000,,,200,0,100000,20,,150,0,50000,,150000
"2024-04-11","Scope 3","Scope 3 Investments",,150000,250000,200000,40,100000,,150000,100,100000,0,0,50000,150,150000,250000,,200000
"2028-04-24","Scope 2","Data Center",0,200000,,0,30,250000,,50000,250,200000,50000,,250000,150,,,,
"2019-09-12","Scope 2","Fleet Vehicles",15,50000,0,,,,90,,50,,,15,,300,150000,100000,150000,
"2023-12-02","Scope 3","Data Center",0,200000,50000,250000,20,100000,,50000,300,,250000,30,,150,100000,0,,150000
"2035-01-13","Scope 1","Commercial Building",,150000,150000,0,0,,,150000,250,50000,100000,20,0,200,250000,200000,,250000
"2039-12-11","Scope 3","Scope 3 Franchising",10,50000,200000,150000,,50000,,0,100,0,0,,200000,250,50000,100000,,0
"2021-11-14","Scope 2","Data Center",20,250000,,200000,,,20,100000,200,,,25,,200,0,50000,,
"2028-11-12","Scope 1","Fleet Vehicles",30,100000,100000,100000,40,250000,,250000,350,250000,,10,100000,200,,150000,,50000
"2025-07-21","Scope 3","Scope 3 Processing Sold Products",0,200000,250000,50000,30,150000,,200000,150,200000,50000,0,50000,150,200000,0,,200000
"2036-11-03","Scope 2","Private Jet",10,50000,50000,250000,50,200000,,,300,150000,200000,15,250000,200,50000,250000,,
"2020-02-21","Scope 1","Private Jet",20,150000,100000,200000,,,,250000,200,,,0,,350,0,,100000,
"2024-12-10","Scope 3","Scope 3 Purchased Goods Services",,250000,,,10,0,,150000,250,100000,150000,20,150000,200,,200000,,100000
"2030-02-28","Scope 2","Data Center",30,100000,200000,150000,30,,,200000,150,0,200000,30,100000,150,100000,150000,,250000
"2038-11-15","Scope 1","Fleet Vehicles",15,150000,0,50000,50,250000,,100000,350,50000,100000,,50000,200,250000,50000,,150000
"2031-08-07","Scope 2","Private Jet",20,250000,150000,0,20,0,,50000,100,,0,10,,200,150000,,,0
"2032-01-05","Scope 1","Commercial Building",30,50000,250000,100000,,200000,,0,50,150000,,25,250000,150,200000,0,,100000
"2022-09-03","Scope 3","Private Jet",10,200000,50000,50000,0,150000,70,,150,250000,50000,,0,250,50000,100000,200000,50000
"2037-11-15","Scope 3","Commercial Building",,100000,250000,,10,100000,,0,50,200000,150000,15,150000,200,,250000,,200000
"2026-04-28","Scope 1","Commercial Building",0,50000,,200000,40,50000,,150000,300,100000,250000,30,200000,150,100000,50000,,
"2034-05-02","Scope 2","Data Center",15,200000,100000,150000,0,50000,,50000,200,150000,,20,200000,200,150000,200000,,100000
"2033-09-08","Scope 3","Scope 3 Uncategorized Emissions",,250000,150000,100000,50,250000,,250000,100,0,200000,10,0,200,250000,150000,,200000
"2029-04-15","Scope 2","Fleet Vehicles",15,150000,200000,250000,10,,,200000,250,250000,100000,0,50000,200,0,0,,250000
"2027-05-17","Scope 1","Commercial Building",20,100000,0,0,30,0,,100000,350,100000,150000,25,150000,150,200000,,,150000
"2040-09-04","Scope 2","Data Center",10,100000,50000,200000,,100000,,200000,50,50000,0,30,250000,200,0,250000,,50000
"2022-09-01","Scope 1","Fleet Vehicles",0,200000,250000,,40,200000,50,,300,,50000,25,100000,100,250000,150000,0,0
"2023-07-02","Scope 3","Scope 3 Upstream Leased Assets",30,50000,0,0,20,150000,,0,200,200000,250000,10,,150,150000,200000,,
"2020-11-01","Scope 2","Private Jet",10,250000,100000,150000,,,0,100000,100,,,15,,150,,150000,250000,
"2026-09-12","Scope 1","Commercial Building",,150000,,100000,10,50000,,150000,150,100000,,,200000,150,200000,100000,,50000
"2038-12-06","Scope 3","Scope 3 Employee Commuting",15,100000,200000,250000,20,250000,,50000,250,0,200000,0,100000,200,50000,50000,,250000
"2030-06-26","Scope 1","Private Jet",30,50000,150000,50000,0,0,,250000,350,,150000,20,,150,100000,100000,,
"2036-07-14","Scope 2","Fleet Vehicles",20,250000,250000,,50,100000,,250000,50,50000,100000,10,250000,200,200000,,,0
"2034-12-16","Scope 3","Scope 3 Waste Generated in Operations",0,200000,150000,50000,30,200000,,150000,250,150000,50000,20,50000,200,0,200000,,100000
"2040-05-07","Scope 3","Scope 3 Uncategorized Emissions",0,150000,50000,100000,40,,,,100,250000,0,,0,250,100000,50000,,150000
"2025-09-23","Scope 1","Commercial Building",20,200000,0,0,,150000,,0,200,200000,250000,30,150000,150,50000,250000,,200000
"2019-06-05","Scope 2","Data Center",10,50000,100000,250000,,,30,200000,150,,,25,,300,,0,50000,
"2031-04-20","Scope 2","Data Center",15,150000,,200000,10,100000,,50000,350,100000,0,0,100000,200,250000,150000,,150000
"2039-06-10","Scope 3","Scope 3 Purchased Goods Services",30,250000,200000,150000,20,250000,,100000,300,200000,100000,15,0,200,150000,200000,,50000
"2027-10-08","Scope 1","Private Jet",,100000,50000,,,150000,,100000,350,150000,,,50000,150,150000,,,100000
"2032-10-04","Scope 2","Private Jet",30,50000,,100000,50,50000,,200000,250,250000,150000,15,150000,150,200000,50000,,200000
"2033-01-28","Scope 3","Scope 3 Franchising",,150000,200000,150000,40,0,,250000,200,0,200000,0,200000,150,250000,250000,,
"2035-05-07","Scope 1","Data Center",10,100000,150000,0,0,200000,,,300,50000,50000,20,,250,0,150000,,250000
"2028-02-06","Scope 2","Fleet Vehicles",0,200000,100000,250000,30,,,150000,150,,250000,30,250000,150,50000,100000,,0
"2029-11-28","Scope 1","Commercial Building",15,250000,250000,50000,20,200000,,0,50,250000,200000,25,100000,150,,0,,100000
"2037-12-15","Scope 3","Scope 3 Upstream Leased Assets",20,100000,0,200000,40,250000,,50000,100,200000,,10,0,200,100000,250000,,250000
"2024-09-30","Scope 2","Commercial Building",0,200000,150000,100000,0,0,,200000,150,50000,150000,0,250000,150,250000,100000,,150000
"2021-05-15","Scope 1","Private Jet",20,200000,50000,200000,,,20,0,350,,,10,,150,100000,0,50000,
"2025-08-19","Scope 3","Commercial Building",30,50000,,150000,50,150000,,,50,0,250000,25,,200,200000,,,
"2021-10-17","Scope 3","Scope 3 Employee Commuting",10,150000,100000,100000,,,30,100000,200,,,15,,100,150000,100000,200000,
"2032-01-22","Scope 2","Data Center",,250000,200000,0,10,100000,,250000,250,100000,100000,30,150000,200,50000,50000,,0
"2038-05-27","Scope 1","Fleet Vehicles",15,150000,250000,50000,30,,,50000,300,,50000,20,50000,250,,100000,,200000
"2028-03-16","Scope 3","Scope 3 Downstream Transportation Distribution",10,250000,0,250000,,50000,,150000,100,150000,0,,200000,150,0,150000,,50000
"2039-10-20","Scope 2","Fleet Vehicles",30,100000,0,,50,50000,,200000,300,50000,150000,0,50000,250,250000,200000,,200000
"2035-10-20","Scope 1","Data Center",0,50000,100000,100000,30,250000,,150000,100,100000,250000,25,0,200,200000,250000,,50000
"2022-09-30","Scope 1","Private Jet",15,200000,200000,250000,40,,50,100000,250,200000,0,,,250,50000,50000,,250000
"2029-09-22","Scope 2","Commercial Building",20,150000,50000,100000,0,100000,,,150,150000,200000,20,100000,200,150000,50000,,100000
"2023-08-31","Scope 3","Scope 3 Fuel and Energy-Related Activity",,100000,150000,150000,,200000,,0,50,250000,,15,200000,150,,150000,,150000
"2020-12-31","Scope 1","Private Jet",30,50000,250000,0,,,90,50000,200,,,10,,350,0,100000,150000,
"2019-02-21","Scope 2","Fleet Vehicles",15,150000,,50000,,,,250000,350,,,30,,200,100000,0,250000,
"2036-03-01","Scope 3","Scope 3 End-Life Treatment of Sold Product",0,200000,50000,,10,0,,250000,250,0,50000,25,250000,250,100000,200000,,0
"2033-07-07","Scope 1","Data Center",20,250000,0,200000,20,150000,,50000,350,,100000,0,150000,200,50000,,,
"2027-06-26","Scope 2","Commercial Building",10,150000,250000,100000,40,150000,,100000,150,200000,200000,30,250000,150,250000,100000,,100000
"2034-11-28","Scope 3","Scope 3 Upstream Transportation Distribution",,100000,100000,250000,50,0,,,50,100000,250000,10,50000,200,200000,150000,,
"2024-06-20","Scope 2","Fleet Vehicles",20,200000,,150000,20,100000,,150000,300,250000,50000,15,,150,,50000,,150000
"2030-04-23","Scope 1","Commercial Building",,150000,150000,0,0,200000,,200000,200,150000,150000,,200000,150,0,0,,250000
"2037-11-07","Scope 3","Private Jet",30,250000,200000,200000,30,,,0,100,50000,0,20,150000,250,150000,200000,,0
"2040-11-19","Scope 1","Private Jet",15,50000,0,50000,,250000,,0,350,,100000,10,100000,250,100000,100000,,200000
"2031-02-21","Scope 3","Scope 3 Investments",10,250000,250000,,10,50000,,200000,100,0,,,0,150,0,,,50000
"2026-05-01","Scope 2","Data Center",0,150000,100000,100000,,0,,50000,50,0,100000,0,0,150,250000,250000,,100000
"2025-12-11","Scope 1","Private Jet",10,200000,,50000,10,,,,150,50000,50000,15,250000,150,150000,250000,,50000
"2032-04-17","Scope 2","Commercial Building",20,200000,50000,150000,50,250000,,150000,200,,200000,30,,200,50000,0,,200000
"2035-04-20","Scope 3","Fleet Vehicles",15,100000,150000,150000,0,50000,,250000,300,100000,250000,25,50000,200,200000,200000,,
"2040-01-30","Scope 1","Data Center",,50000,200000,100000,30,100000,,100000,250,250000,150000,20,150000,250,,100000,,150000
"2038-05-01","Scope 2","Fleet Vehicles",0,150000,200000,,20,200000,,200000,150,150000,0,0,200000,200,150000,,,250000
"2030-02-21","Scope 3","Data Center",30,100000,50000,250000,40,150000,,250000,100,200000,,30,100000,150,50000,150000,,0
"2027-11-01","Scope 1","Fleet Vehicles",20,250000,100000,0,20,50000,,0,350,250000,250000,25,100000,200,100000,150000,,200000
"2031-04-03","Scope 2","Commercial Building",0,150000,250000,100000,40,100000,,50000,300,,200000,20,,150,200000,50000,,250000
"2033-02-16","Scope 3","Scope 3 Waste Generated in Operations",15,200000,150000,200000,30,150000,,,250,200000,50000,,0,200,250000,50000,,100000
"2034-07-08","Scope 3","Scope 3 Capital Goods",10,50000,,250000,,200000,,100000,50,150000,,10,200000,200,,0,,
"2024-06-23","Scope 2","Private Jet",30,250000,0,,50,0,,150000,200,100000,100000,15,250000,150,0,50000,,150000
"2036-07-21","Scope 1","Data Center",,150000,,200000,10,,,200000,100,0,0,20,150000,200,,0,,0
"2039-04-30","Scope 1","Commercial Building",0,50000,100000,50000,0,250000,,0,350,50000,150000,25,50000,250,100000,100000,,50000
"2023-10-13","Scope 2","Private Jet",,100000,250000,100000,20,100000,,50000,200,150000,200000,10,150000,150,50000,250000,,200000
"2020-04-17","Scope 3","Scope 3 Processing Sold Products",10,200000,50000,0,,,70,,300,,,15,,300,0,,0,
"2028-03-13","Scope 3","Scope 3 Use of Sold Products",15,250000,0,150000,30,150000,,250000,50,250000,,30,0,150,150000,150000,,0
"2037-12-28","Scope 1","Data Center",20,50000,150000,100000,50,50000,,150000,250,200000,50000,,250000,200,250000,200000,,50000
"2029-10-06","Scope 2","Fleet Vehicles",30,200000,200000,150000,40,,,100000,150,0,150000,0,100000,200,200000,250000,,150000
"2021-07-28","Scope 2","Fleet Vehicles",30,100000,200000,250000,,,0,200000,150,,,30,,250,50000,100000,100000,
"2019-07-30","Scope 1","Private Jet",0,150000,250000,0,,,0,100000,200,,,20,,200,,0,0,
"2026-02-06","Scope 3","Scope 3 Downstream Leased Assets",10,200000,150000,,0,200000,,,50,,250000,25,200000,150,250000,150000,,250000
"2022-09-24","Scope 3","Scope 3 Business Travel",,250000,50000,200000,,0,30,150000,100,50000,0,0,50000,100,200000,200000,100000,
"2027-02-11","Scope 2","Commercial Building",20,150000,,100000,10,250000,,0,350,100000,100000,10,,150,100000,100000,,100000
"2024-08-19","Scope 1","Data Center",15,150000,100000,50000,40,250000,,50000,300,250000,50000,15,150000,150,150000,50000,,250000
"2029-10-20","Scope 1","Commercial Building",20,100000,0,50000,,50000,,250000,250,0,150000,,0,150,0,,,0
"2032-12-30","Scope 2","Data Center",30,50000,,100000,20,150000,,,350,200000,100000,15,250000,200,50000,50000,,
"2023-07-25","Scope 3","Commercial Building",,100000,100000,,50,,,50000,50,100000,,0,200000,150,200000,150000,,100000
"2019-08-12","Scope 3","Scope 3 Purchased Goods Services",15,50000,250000,0,,,50,150000,100,,,10,,150,100000,,200000,
"2031-08-26","Scope 2","Private Jet",0,150000,200000,200000,0,200000,,100000,150,,0,25,50000,150,150000,250000,,200000
"2033-05-27","Scope 1","Fleet Vehicles",10,250000,150000,250000,30,0,,0,250,50000,200000,20,100000,150,,150000,,150000
"2030-01-28","Scope 3","Scope 3 End-Life Treatment of Sold Product",15,200000,0,150000,10,100000,,200000,300,150000,250000,30,,150,0,200000,,50000
"2025-10-27","Scope 2","Commercial Building",10,150000,50000,100000,,,,250000,200,0,150000,,,150,250000,150000,,0
"2026-08-11","Scope 1","Fleet Vehicles",20,150000,100000,,50,100000,,100000,250,50000,50000,20,50000,150,50000,150000,,100000
"2038-09-09","Scope 2","Private Jet",30,100000,50000,100000,30,200000,,200000,100,250000,100000,15,150000,250,200000,0,,200000
"2035-01-08","Scope 1","Data Center",,250000,250000,0,10,50000,,0,150,150000,200000,0,200000,200,250000,100000,,50000
"2021-03-02","Scope 3","Scope 3 Investments",0,200000,,150000,,,70,250000,350,,,25,,350,150000,150000,250000,
"2040-11-22","Scope 3","Scope 3 Downstream Leased Assets",15,50000,150000,250000,40,0,,150000,50,100000,250000,,100000,200,,50000,,
"2034-04-17","Scope 2","Private Jet",0,100000,0,50000,0,150000,,,300,,,10,250000,150,100000,200000,,150000
"2039-12-01","Scope 1","Fleet Vehicles",30,150000,200000,200000,20,250000,,50000,200,200000,0,30,0,200,0,100000,,250000
"2022-10-17","Scope 1","Commercial Building",10,200000,,50000,,,,50000,200,250000,50000,15,150000,100,,0,,150000
"2036-04-11","Scope 3","Scope 3 Fuel and Energy-Related Activity",,250000,50000,0,30,150000,,0,350,,200000,,200000,200,150000,,,250000
"2020-10-06","Scope 2","Data Center",20,50000,0,100000,,,90,100000,150,,,25,,150,200000,100000,50000,
"2037-09-24","Scope 3","Scope 3 Capital Goods",0,150000,200000,250000,0,250000,,200000,250,100000,0,20,250000,200,50000,250000,,0
"2028-04-18","Scope 2","Commercial Building",,200000,100000,150000,50,50000,,250000,100,200000,100000,10,100000,150,250000,100000,,
"2030-04-20","Scope 1","Private Jet",15,100000,250000,,40,100000,,150000,50,0,150000,0,0,150,100000,50000,,100000
"2027-12-27","Scope 1","Data Center",30,250000,150000,200000,10,200000,,,300,50000,250000,30,,150,0,100000,,50000
"2033-01-28","Scope 3","Scope 3 Franchising",10,200000,100000,150000,20,0,,200000,250,150000,,10,50000,200,,150000,,200000
"2019-12-19","Scope 2","Fleet Vehicles",20,50000,50000,250000,,,20,0,300,,,20,,250,50000,0,150000,
"2032-09-12","Scope 2","Fleet Vehicles",,250000,0,200000,,100000,,100000,350,0,,,150000,200,0,200000,,250000
"2039-02-09","Scope 3","Scope 3 Upstream Leased Assets",30,150000,150000,50000,10,50000,,50000,200,100000,100000,0,100000,250,100000,250000,,
"2040-12-20","Scope 1","Private Jet",10,50000,200000,,50,250000,,250000,100,250000,50000,15,0,250,150000,,,150000
"2035-03-31","Scope 3","Scope 3 Uncategorized Emissions",15,200000,250000,0,0,150000,,150000,150,150000,200000,30,250000,200,250000,200000,,50000
"2028-01-28","Scope 1","Commercial Building",0,100000,,150000,30,200000,,,50,50000,150000,25,,200,200000,,,100000
"2022-05-21","Scope 2","Data Center",20,100000,200000,100000,40,,0,,100,200000,0,30,200000,350,150000,250000,0,0
"2024-02-03","Scope 2","Private Jet",0,250000,250000,0,20,0,,100000,350,,250000,10,50000,150,,100000,,200000
"2021-10-31","Scope 1","Commercial Building",10,200000,100000,100000,,,,150000,200,,,15,,300,50000,150000,,
"2036-09-01","Scope 3","Data Center",30,50000,,150000,40,150000,,0,150,,200000,0,,200,200000,0,,0
"2023-12-02","Scope 1","Data Center",,150000,150000,,30,0,,200000,300,100000,150000,25,50000,150,250000,50000,,100000
"2034-08-28","Scope 3","Scope 3 Use of Sold Products",15,200000,50000,50000,20,200000,,250000,50,200000,0,20,100000,200,100000,,,150000
"2025-11-20","Scope 2","Fleet Vehicles",20,100000,0,200000,,250000,,50000,250,250000,,,150000,150,0,0,,50000
"2020-08-21","Scope 2","Commercial Building",15,50000,0,250000,,,90,100000,50,,,30,,200,,,150000,
"2026-07-27","Scope 3","Scope 3 Processing Sold Products",30,250000,200000,0,10,100000,,150000,150,0,250000,20,0,150,150000,100000,,
"2029-04-07","Scope 1","Fleet Vehicles",,150000,,250000,50,50000,,200000,100,150000,50000,10,200000,200,50000,150000,,200000
"2037-06-22","Scope 1","Private Jet",20,100000,250000,100000,0,,,,250,50000,100000,0,250000,200,250000,150000,,250000
"2031-07-24","Scope 3","Fleet Vehicles",0,250000,100000,150000,20,0,,250000,200,200000,100000,25,100000,150,200000,50000,,200000
"2038-12-14","Scope 2","Data Center",10,150000,150000,200000,,,,0,350,250000,150000,,0,200,0,200000,,
"2020-11-21","Scope 2","Commercial Building",0,200000,50000,,,,50,50000,300,,,15,,100,100000,,200000,
"2023-08-23","Scope 3","Scope 3 Upstream Transportation Distribution",20,50000,150000,50000,0,250000,,100000,150,0,250000,25,250000,150,0,250000,,100000
