"Fuel_Type","Asset_Category","Asset","Asset_Type","CountryCode","Date","Business_Region","Carbon_Inventory","Energy_Usage_kBtu_sq_ft","Electricity_Usage_Previous","Electricity_Usage_kWh_m2","Total_Energy_Consumption_kWh","Electricity_Usage_Current","Scope_3_Emissions","Annual_Energy_Intensity_Variance","Energy_Consumption_Intensity_kWh_m2","Total_Renewable_Energy_kWh","Electricity_Usage_kWh_sq_ft","Fuel_Consumption_Liters","Scope_1_Scope_2_Location_Emissions","Total_Diesel_Consumption","Non_Renewal_Resources","Energy_Emissions","Scope_1_Scope_2_Market_Emissions","Annual_Electricity_Intensity_Variance","Electricity_Cons_Intensity_kWh_m2","Total_Fuel_Oil_Consumption","Energy_Consumption","Data_Center_PUE_current","Total_Natural_Gas_consumption_kWh","Renewal_Resources","Total_Steam_Consumption","Data_Center_PUE_previous","Emissions_from_Stationary_Sources","Total_Building_Area","Energy_Usage_kBtu_m2","High_Outliers","Scope_1_Emissions_tCO2e","Fuel_Consumption_Gallons","Low_Outliers","Total_Allocation_Renewable_Energy"
"Natural Gas","Scope 3","Business Travel FY18","Scope 3","IND","2019-04-10","Middle East",62,2099,400000,1,135000,350000,56634,23,4.97,38571,11,3139,23454,100000,15000000,550,34543,9,10.02,10052,123324,34124,27018,35000000,397000,12454,71022,20000,195,14,21323,829,2.9,27000
"Refrigerant","Stationary","JLP Square South","Comercial Building","ARG","2021-08-20","Europe",47,226,400000,6,135000,450000,56634,24,0.19,48214,65,3139,43566,150000,17000000,1129,34543,5,0.37,10810,123324,34124,52592,35000000,384000,53423,84840,3323000,21,10.7,18608,829,4,33750
"Electricity","Vehicle","Company Jet #2","Private Jet","JPN","2020-10-12","Central America",66,2766,450000,24,120000,400000,67688,13,2.52,25714,258,3560,23454,100000,14000000,2197,21234,5,5.15,18245,123324,66544,44775,31023124,447000,12354,7838,32000,257,13.9,21323,941,3.7,18000
"Diesel","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2022-02-02","Central America",41,3509,350000,11,154000,300000,76855,2,0.24,66000,118,3560,34345,123678,15000000,2299,22345,9,0.59,15427,123324,45443,22374,29000000,358000,12454,16399,3065000,326,12.4,15000,941,2,46200
"Cooling","Stationary","513 Severing St","Comercial Building","SGP","2020-10-10","APAC",71,3983,250000,21,120000,300000,67688,8,0.42,42857,226,3139,23454,150000,17000000,1204,21234,9,0.85,19652,123324,66544,16967,31023124,372000,12354,18237,19000,370,13.7,21323,829,3.4,30000
"Propane","Stationary","9267 Contralia Cowter Ct","Comercial Building","GBR","2022-06-09","Central America",100,3993,400000,8,135000,500000,56634,11,5.99,38571,86,3560,34345,100000,14000000,1118,22345,9,12.14,15506,123324,34124,25527,35000000,441000,12454,73670,2127000,371,11.9,18608,941,3.3,27000
"FuelOil","Stationary","ARL-WQ7 DC 9W","Comercial Building","MAR","2019-03-23","Middle East",68,1658,350000,4,154000,400000,76855,28,0.22,66000,43,3560,43566,123678,15000000,1568,34543,6,0.45,18330,123324,45443,35641,29000000,446000,53423,77275,24000,154,12.4,15000,941,4.2,46200
"Electricity","Vehicle","Company Shuttle #2","Fleet Vehicle","JPN","2021-03-27","LATAM",53,1152,450000,26,135000,350000,76855,3,2.52,28929,280,3139,23454,123678,15000000,736,21234,5,5.15,19050,123324,45443,35327,31023124,423000,12454,82212,2747000,107,12.8,21323,829,3.7,20250
"Steam","Stationary","217 Xevering St","Comercial Building","USA","2021-08-22","APAC",66,2982,400000,28,154000,450000,67688,23,0.24,55000,301,3139,43566,150000,17000000,836,22345,3,0.59,10729,123324,34124,76931,29000000,478000,53423,82460,2409000,277,12,18608,829,0.2,38500
"Heat","Data Center","Business Travel FY22","Data Center","BRA","2022-09-04","ANZ",80,4682,400000,24,120000,500000,56634,2,1.05,34286,258,3560,34345,100000,14000000,1764,34543,5,2.13,17670,123324,66544,36654,35000000,463000,12354,17872,31000,435,11,15000,941,1.6,24000
"Natural Gas","Stationary","45 Keppely Rd 5C","Comercial Building","JPN","2019-04-10","Central Asia",91,3660,450000,1,154000,400000,67688,7,2.52,66000,11,3139,34345,100000,17000000,1659,22345,7,5.15,14850,123324,45443,10795,31023124,409000,12354,91045,2950000,340,14.4,18608,829,2.6,46200
"Diesel","Vehicle","981 Rue Housterton","Fleet Vehicle","JPN","2020-03-09","EMEA",80,2917,400000,20,135000,450000,56634,4,2.52,28929,215,3560,23454,123678,15000000,364,34543,3,5.15,15289,123324,66544,47485,35000000,475000,53423,3526,27000,271,13.7,21323,941,1.9,20250
"Refrigerant","Stationary","West Longs Peak","Comercial Building","BRA","2020-08-17","South America",73,980,250000,7,120000,350000,76855,3,1.05,42857,75,3139,43566,150000,14000000,2167,21234,7,2.13,13298,123324,34124,24315,29000000,395000,12454,3703,34000,91,10.8,15000,829,1.9,30000
"Cooling","Stationary","230 Burlingame Ave.","Comercial Building","IND","2021-06-30","Middle East",43,2164,350000,6,154000,300000,56634,2,4.97,33000,65,3139,34345,100000,14000000,415,21234,10,10.02,19005,123324,34124,34824,35000000,435000,12454,96513,3056000,201,10.9,18608,829,4.3,23100
"Propane","Stationary","Centre St Tower 4","Comercial Building","USA","2022-05-14","AMER",71,269,400000,19,135000,400000,76855,12,0.24,38571,205,3560,43566,123678,15000000,503,22345,10,0.59,14242,123324,66544,67332,29000000,399000,53423,98264,3252000,25,15,15000,941,0.7,27000
"FuelOil","Vehicle","*XK-640036 - TRUCK LARGE SPECIALIZED","Fleet Vehicle","GBR","2019-11-04","Europe",53,2809,300000,16,120000,300000,67688,25,5.99,51429,172,3560,23454,150000,17000000,328,34543,6,12.14,18994,123324,45443,91370,31023124,499000,12354,18046,35000,261,13.5,21323,941,5.7,36000
"FuelOil","Scope 3","*AMER Financed Emissions","Scope 3","CHN","2019-02-07","Southeast Asia",92,388,250000,7,120000,450000,56634,24,3.2,51429,75,3139,34345,123678,14000000,845,34543,6,3.12,10691,123324,34124,66602,31023124,458000,53423,2615,2271000,36,12.8,18608,829,4.2,36000
"Cooling","Vehicle","Circle St Tower 8","Fleet Vehicle","BRA","2022-07-21","North America",65,1292,350000,30,135000,350000,76855,20,1.05,48214,323,3560,43566,150000,17000000,1481,22345,6,2.13,17080,123324,45443,52763,29000000,425000,12354,18821,27000,120,12,21323,941,4.5,33750
"Steam","Stationary","*Cirrus Tower","Comercial Building","USA","2021-11-23","AMER",93,2713,400000,21,154000,500000,67688,19,0.24,33000,226,3139,23454,100000,15000000,861,21234,7,0.59,15291,123324,66544,43225,35000000,400000,12454,16061,2602000,252,14.4,15000,829,3.3,23100
"Natural Gas","Stationary","45 Keppely Rd 5C","Comercial Building","JPN","2020-03-10","Central Asia",63,1421,350000,13,154000,350000,56634,10,2.52,44000,140,3560,23454,100000,17000000,1312,22345,6,5.15,10622,123324,45443,43723,35000000,360000,12354,94450,25000,132,12.9,18608,941,3,30800
"Diesel","Scope 3","Freight Hauling - downstream distribution FY21","Scope 3","CAN","2019-08-16","APAC",77,2895,400000,12,135000,450000,67688,10,2.68,28929,129,3560,43566,150000,14000000,2135,34543,9,5.4,16591,123324,66544,67106,29000000,456000,12454,2900,2495000,269,14.8,15000,941,3.5,20250
"Propane","Stationary","513 Severing St","Comercial Building","SGP","2021-05-18","APAC",97,4585,400000,6,120000,300000,76855,8,0.42,51429,65,3139,34345,123678,15000000,564,21234,5,0.85,12521,123324,34124,67951,31023124,413000,53423,72485,33000,426,10.9,21323,829,2.1,36000
"Heat","Stationary","ARL-VA4 DC 4W","Comercial Building","ARG","2022-01-17","LATAM",69,323,350000,9,154000,500000,56634,8,0.19,44000,97,3560,43566,123678,15000000,1027,34543,8,0.37,19685,123324,34124,89137,31023124,388000,12454,75212,13000,30,12.7,18608,941,5.4,30800
"Electricity","Stationary","JLP Square North","Comercial Building","FRA","2020-08-07","Europe",39,2314,450000,12,135000,400000,67688,11,3.39,48214,129,3139,34345,100000,14000000,2147,21234,4,6.87,10899,123324,66544,79437,29000000,409000,12354,15078,2225000,215,14.6,15000,829,5.6,33750
"Refrigerant","Stationary","ARL-VA7 DC 5W","Comercial Building","MAR","2019-12-15","Middle East",88,646,250000,14,120000,500000,76855,16,0.22,42857,151,3139,23454,150000,17000000,1619,22345,5,0.45,17683,123324,45443,52124,35000000,388000,53423,92301,27000,60,10.7,21323,829,2.3,30000
"Refrigerant","Data Center","*Business Travel FY21","Data Center","USA","2022-05-30","North America",84,4661,300000,30,120000,300000,56634,13,0.24,34286,323,3560,34345,123678,14000000,1633,34543,5,0.59,10418,123324,66544,98108,31023124,427000,12354,95812,3351000,433,14,15000,941,4.2,24000
"Cooling","Stationary","Centre St Tower 4","Comercial Building","USA","2020-08-31","AMER",38,2325,350000,21,135000,400000,67688,4,0.24,28929,226,3560,43566,100000,15000000,1062,21234,10,0.59,13180,123324,45443,83233,29000000,487000,53423,2586,2218000,216,12.9,21323,941,4.2,20250
"Natural Gas","Stationary","ARL-WQ7 DC 9W","Comercial Building","IRL","2021-10-30","Middle East",97,904,400000,18,154000,450000,76855,29,0.01,66000,194,3139,23454,150000,17000000,518,22345,10,0.02,11533,123324,34124,69733,35000000,374000,12454,78496,27000,84,10.3,18608,829,3.8,46200
"Electricity","Scope 3","Value Chain","Scope 3","AUS","2021-09-30","Central Asia",68,2271,400000,19,120000,350000,56634,3,4.19,42857,205,3139,34345,123678,14000000,1761,22345,8,8.45,18316,123324,45443,56153,29000000,389000,12354,17566,2229000,211,12.2,18608,829,5.2,30000
"Diesel","Stationary","140 Mission St","Comercial Building","USA","2022-04-30","AMER",96,2573,400000,14,154000,450000,76855,10,0.24,66000,151,3560,43566,100000,15000000,1836,34543,10,0.59,10716,123324,34124,16556,35000000,397000,53423,98973,28000,239,11,15000,941,2.5,46200
"Heat","Stationary","Straight St Tower 4","Comercial Building","AUS","2019-05-09","AMER",92,4456,400000,16,135000,400000,67688,29,4.19,28929,172,3139,23454,150000,17000000,1627,21234,10,8.45,14328,123324,66544,75228,31023124,442000,12454,94267,2284000,414,11.8,21323,829,4.6,20250
"Steam","Stationary","230 Burlingame Ave.","Comercial Building","FRA","2020-11-23","AMER",66,4833,400000,27,120000,300000,56634,1,3.39,34286,291,3560,34345,150000,14000000,1696,21234,10,6.87,11752,123324,34124,36394,35000000,412000,12354,89910,24000,449,14.1,21323,941,4.6,24000
"Propane","Stationary","TX - Marion","Comercial Building","CHN","2019-04-11","APAC",68,3154,350000,2,135000,350000,76855,30,3.2,48214,22,3560,23454,100000,17000000,726,34543,3,3.12,10176,123324,66544,17810,31023124,500000,12454,6545,20000,293,13.8,15000,941,5.8,33750
"FuelOil","Stationary","*Cirrus Tower","Comercial Building","USA","2021-11-27","AMER",54,4478,250000,21,154000,500000,67688,11,0.24,33000,226,3139,43566,123678,15000000,699,22345,9,0.59,16278,123324,45443,36141,29000000,372000,53423,15384,3428000,416,10.3,18608,829,1.2,23100
"FuelOil","Data Center","*AMER Financed Emissions","Data Center","ARG","2022-02-08","South America",94,4026,400000,20,135000,400000,56634,3,0.19,38571,215,3560,43566,150000,17000000,538,22345,4,0.37,17023,123324,66544,95217,35000000,485000,12354,95221,3380000,374,13.3,15000,941,5.9,27000
"Electricity","Vehicle","Circle St Tower 8","Fleet Vehicle","BRA","2020-05-03","North America",95,3412,450000,17,154000,450000,67688,27,1.05,66000,183,3139,23454,100000,14000000,696,21234,8,2.13,10213,123324,34124,92076,29000000,482000,12454,17661,33000,317,14.3,18608,829,4.7,46200
"Cooling","Stationary","9267 Contralia Cowter Ct","Comercial Building","GBR","2019-11-04","Central America",40,377,400000,10,120000,300000,76855,30,5.99,51429,108,3139,34345,123678,15000000,976,34543,5,12.14,15838,123324,45443,58962,31023124,496000,53423,74630,17000,35,12.5,21323,829,3.2,36000
"Diesel","Stationary","81 Rue Mocklie","Comercial Building","FRA","2021-08-08","EMEA",94,3014,400000,14,135000,500000,76855,24,3.39,38571,151,3139,43566,123678,14000000,397,21234,4,6.87,13522,123324,34124,69334,29000000,381000,12454,77022,3136000,280,13.6,21323,829,5.8,27000
"Natural Gas","Vehicle","Company Jet #1","Private Jet","SGP","2022-02-01","EMEA",94,4435,450000,26,154000,350000,67688,4,0.42,33000,280,3139,23454,100000,17000000,528,22345,6,0.85,16590,123324,45443,45681,35000000,353000,53423,17620,2432000,412,12.6,15000,829,0.1,23100
"Propane","Stationary","JLP Square South","Comercial Building","ARG","2020-02-22","Europe",95,4445,350000,19,120000,300000,56634,28,0.19,42857,205,3560,34345,150000,15000000,1805,34543,4,0.37,10634,123324,66544,62669,31023124,494000,12354,75733,13000,413,14.1,18608,941,1.2,30000
"Refrigerant","Stationary","South Longs Peak","Comercial Building","IND","2019-06-24","Southeast Asia",65,872,300000,27,120000,400000,56634,21,4.97,51429,291,3139,34345,123678,17000000,2186,34543,6,10.02,10299,123324,66544,71227,31023124,461000,12354,71820,2837000,81,12.8,18608,829,5.8,36000
"Steam","Stationary","North Longs Peak","Comercial Building","ARG","2022-09-10","South America",57,2863,350000,26,135000,450000,76855,29,0.19,48214,280,3560,23454,150000,15000000,1721,21234,9,0.37,15203,123324,34124,79191,29000000,359000,53423,85058,12000,266,11.4,21323,941,5.7,33750
"Heat","Vehicle","Los Angeles SMALL TRUCK 12-0024","Fleet Vehicle","AUS","2021-04-06","Central America",61,2196,400000,21,154000,350000,67688,7,4.19,33000,226,3139,43566,100000,14000000,1134,22345,3,8.45,11420,123324,45443,79893,35000000,477000,12454,3874,22000,204,10.1,15000,829,5,23100
"Natural Gas","Vehicle","Company Jet #2","Private Jet","IND","2020-03-03","Southeast Asia",81,4844,350000,30,135000,500000,67688,8,4.97,38571,323,3560,34345,100000,15000000,1984,34543,9,10.02,14368,123324,34124,32230,35000000,358000,53423,84698,2789000,450,13.1,18608,941,1.7,27000
"Steam","Vehicle","*XK-640036 - TRUCK LARGE SPECIALIZED","Fleet Vehicle","ARG","2020-03-20","Central Asia",46,1453,450000,13,154000,450000,76855,13,0.19,55000,140,3139,43566,123678,17000000,2034,22345,9,0.37,13593,123324,45443,35801,29000000,360000,12454,17986,2094000,135,10.6,21323,829,5.6,38500
"Heat","Stationary","Centre St Tower 8","Comercial Building","CHN","2021-06-02","North America",81,215,250000,25,120000,300000,56634,23,3.2,51429,269,3560,23454,150000,14000000,1480,21234,6,3.12,14908,123324,66544,10639,31023124,491000,12354,82135,11000,20,10.8,15000,941,2.4,36000
"Refrigerant","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2022-12-07","Central America",97,4069,400000,23,120000,350000,67688,24,0.24,25714,248,3560,23454,123678,17000000,1318,22345,8,0.59,15990,123324,66544,24903,31023124,448000,53423,18541,3384000,378,14.7,15000,941,1.1,18000
"Electricity","Scope 3","Business Travel FY22","Scope 3","IRL","2019-10-08","Middle East",40,1249,450000,5,154000,500000,76855,13,0.01,44000,54,3560,43566,150000,15000000,1909,21234,4,0.02,11558,123324,34124,45382,29000000,358000,12454,17605,33000,116,11.3,18608,941,4.7,30800
"FuelOil","Stationary","217 Xevering St","Comercial Building","USA","2021-06-26","APAC",93,1528,350000,9,135000,400000,56634,20,0.24,48214,97,3139,34345,100000,14000000,2126,34543,7,0.59,10436,123324,45443,70862,35000000,486000,12354,2504,17000,142,14.4,21323,829,1.1,33750
"Cooling","Stationary","ARL-VA4 DC 8W","Comercial Building","MAR","2022-06-05","LATAM",97,3961,350000,17,135000,400000,76855,27,0.22,38571,183,3560,43566,100000,15000000,1956,34543,9,0.45,11724,123324,45443,71569,31023124,495000,12454,90492,2043000,368,13.1,21323,941,0.6,27000
"Propane","Vehicle","Company Shuttle #2","Fleet Vehicle","BRA","2020-09-15","EMEA",57,3531,250000,2,154000,300000,56634,1,1.05,66000,22,3560,23454,150000,14000000,939,21234,6,2.13,12388,123324,34124,44383,35000000,361000,12354,17987,2613000,328,15,18608,941,1.7,46200
"Diesel","Stationary","West Longs Peak","Comercial Building","BRA","2019-11-24","South America",38,581,400000,7,120000,350000,67688,27,1.05,25714,75,3139,34345,123678,17000000,999,22345,9,2.13,15818,123324,66544,66540,29000000,392000,53423,19619,26000,54,14.2,15000,829,0.1,18000
"Natural Gas","Stationary","East Longs Peak","Comercial Building","IND","2021-11-14","Southeast Asia",44,3778,300000,3,154000,450000,67688,3,4.97,66000,32,3139,34345,123678,15000000,1139,22345,8,10.02,13744,123324,66544,95814,31023124,459000,12354,92645,35000,351,11,21323,829,2.1,46200
"Propane","Vehicle","981 Rue Housterton","Fleet Vehicle","JPN","2020-02-25","EMEA",92,3746,400000,2,135000,500000,76855,16,2.52,48214,22,3560,23454,150000,17000000,1316,34543,3,5.15,17486,123324,34124,85594,35000000,370000,53423,2048,2023000,348,14.5,18608,941,6,33750
"Diesel","Data Center","Business Travel FY20","Data Center","SGP","2022-07-08","North America",60,4176,350000,11,120000,450000,56634,15,0.42,34286,118,3560,43566,100000,14000000,1774,21234,9,0.85,17074,123324,45443,46356,29000000,376000,12454,4159,19000,388,14.4,15000,941,4.1,24000
"Electricity","Scope 3","Business Travel FY18","Scope 3","USA","2019-04-24","AMER",60,560,450000,9,120000,350000,76855,20,0.24,25714,97,3139,23454,123678,14000000,1277,34543,8,0.59,15634,123324,45443,77301,29000000,465000,12454,18403,2811000,52,11,18608,829,5.1,18000
"Steam","Stationary","Billhaus CTAW P4A","Comercial Building","USA","2021-03-06","ANZ",49,2131,400000,12,154000,500000,56634,20,0.24,66000,129,3139,34345,150000,15000000,912,21234,10,0.59,19802,123324,34124,80181,31023124,359000,12354,73770,2461000,198,11.9,21323,829,4.8,46200
"Heat","Stationary","Billhaus CTQW U8F","Comercial Building","SGP","2022-01-23","ANZ",96,4467,400000,1,135000,300000,67688,13,0.42,28929,11,3560,43566,100000,17000000,602,22345,10,0.85,12944,123324,66544,32790,35000000,423000,53423,76722,33000,415,10.5,15000,941,4.6,20250
"FuelOil","Stationary","45 Keppely Rd 5B","Comercial Building","IRL","2019-01-21","Central Asia",76,893,350000,28,120000,400000,67688,7,0.01,34286,301,3139,23454,100000,14000000,1099,21234,8,0.02,17374,123324,66544,61980,31023124,398000,53423,92193,20000,83,10.6,18608,829,4,24000
"Refrigerant","Data Center","Business Travel FY19","Data Center","JPN","2020-05-25","Europe",64,893,250000,4,154000,300000,56634,6,2.52,55000,43,3560,43566,150000,17000000,1565,22345,8,5.15,17828,123324,45443,78321,29000000,371000,12354,96792,2513000,83,11,21323,941,4.8,38500
"Cooling","Stationary","513 Severing St","Comercial Building","SGP","2021-08-09","APAC",36,215,400000,29,135000,500000,76855,5,0.42,28929,312,3139,34345,123678,15000000,1603,34543,5,0.85,11263,123324,34124,89484,35000000,405000,12454,7886,2662000,20,14.6,15000,829,0.1,20250
"Natural Gas","Data Center","Business Travel FY22","Data Center","GBR","2022-04-18","ANZ",66,1378,400000,23,120000,450000,67688,1,5.99,42857,248,3560,43566,100000,15000000,1329,34543,9,12.14,15537,123324,34124,28893,35000000,368000,53423,8179,13000,128,12.8,21323,941,0.9,30000
"Heat","Vehicle","981 Rue Housterton","Fleet Vehicle","JPN","2019-07-03","EMEA",50,3444,300000,15,135000,350000,76855,30,2.52,57857,161,3139,34345,150000,17000000,1279,22345,9,5.15,11833,123324,66544,33458,29000000,383000,12354,15561,2991000,320,12.3,18608,829,4.8,40500
"Propane","Vehicle","Company Jet #2","Private Jet","MAR","2020-08-04","South America",86,4252,400000,19,154000,400000,56634,27,0.22,44000,205,3560,23454,123678,14000000,2150,21234,8,0.45,12077,123324,45443,24902,31023124,498000,12454,1710,16000,395,12.3,15000,941,3,30800
"FuelOil","Stationary","ARL-VA4 DC 8W","Comercial Building","MAR","2019-01-15","LATAM",89,2863,250000,18,154000,350000,56634,26,0.22,33000,194,3560,23454,100000,14000000,1535,21234,5,0.45,10456,123324,34124,91190,29000000,401000,12454,83062,2941000,266,11.2,18608,941,5.5,23100
"Cooling","Stationary","ARL-VA4 DC 4W","Comercial Building","ARG","2020-09-02","LATAM",76,2551,400000,5,120000,450000,76855,23,0.19,34286,54,3139,34345,123678,15000000,2054,34543,10,0.37,13867,123324,66544,87567,31023124,452000,53423,15401,19000,237,12.6,21323,829,4.8,24000
"Electricity","Scope 3","*Business Travel FY21","Scope 3","FRA","2022-12-28","APAC",92,4349,400000,27,135000,300000,67688,4,3.39,57857,291,3560,43566,150000,17000000,1971,22345,7,6.87,19992,123324,45443,52972,35000000,406000,12354,77869,30000,404,12.5,15000,941,2.2,40500
"Steam","Vehicle","9948 Contralia Cowter Ct","Fleet Vehicle","USA","2021-05-29","Central America",41,1679,400000,4,120000,400000,56634,28,0.24,42857,43,3139,43566,100000,17000000,2229,22345,9,0.59,16142,123324,45443,83499,31023124,465000,12354,82364,3368000,156,10.8,21323,829,2.8,30000
"Diesel","Vehicle","*XK-640036 - TRUCK LARGE SPECIALIZED","Fleet Vehicle","CAN","2020-03-31","LATAM",55,3444,350000,4,135000,500000,67688,14,2.68,28929,43,3139,34345,150000,14000000,1455,21234,7,5.4,10769,123324,66544,72480,35000000,434000,12454,2685,2926000,320,10.3,18608,829,2.5,20250
