"ProductFamily","OwnerName","AccountId","ProductName","Time","ParentName","PeriodEndDate","SalesAgreementName","Industry","StartDate","DerivedStatus","ValidFrom","ValidFromAux","IdValidFromToKey","SnapshotPeriod","IsLatestSnapshot","AccountProductPeriodForecastId","ForecastStatus","ExternalId","LastProcessedDate","AccountType","PeriodStartDate","ValidToAux","ValidTo","PeriodName","AccountName","ForecastedQuantity","ForecastedDailyQuantityBAdj","ForecastedQuantityFinal","Attainment","TopAgreements","ForecastedRevenue","ForecastedDailyQuantity","Years","ForecastedRevenueFinal","Plan","TopAccounts","UnitPrice","Price","Forecast","ForecastedDailyRevenueBAdj","Actual","ForecastedDailyRevenue"
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Tart Cherry/Sunflower","2022-06-28","Ohana Technologies","2021-07-02","Omega Incorporated Sales Agreement","Education","2022-06-28","Upcoming Renewal","2021-06-13","2021-06-03","Red Studio Designs-Hammer H700-Jun-20-2020-02-18-2020-03-01","Feb","Yes","Red Studio Designs-Hammer H700-Jun-20","Expired","Account.052","2021-09-27","Enterprise","2021-06-02","2021-07-11","2021-06-24","May-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,19378,803,82000,2.99,2.99,702,575,758,646
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-05-24","Ohana Technologies","2020-06-01","Omega Incorporated Sales Agreement","Education","2021-05-24","Upcoming Renewal","2020-02-24","2020-05-11","Red Studio Designs-Trencher T36-Jun-21-2021-05-02-2021-05-14","May2","Yes","Red Studio Designs-Trencher T36-Jun-21","Active","Account.052","2021-09-27","Enterprise","2020-05-03","2020-06-01","2020-03-09","Apr-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,21405,803,82000,2.99,2.99,703,600,759,714
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Tart Cherry/Pistachio","2021-10-27","Ohana Technologies","2020-11-01","Omega Incorporated Sales Agreement","Education","2021-10-27","Approved","2020-07-19","2020-10-03","Red Studio Designs-Compactor 9500-Oct-20-2020-10-11-2020-11-05","Oct","Yes","Red Studio Designs-Compactor 9500-Oct-20","Active","Account.052","2021-09-27","Enterprise","2020-10-03","2020-11-11","2020-08-10","Sep-20","Omega Incorporated",2,0,2,108,0,5.98,0,6,30881,803,82000,2.99,2.99,706,867,762,1029
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Pistachio","2021-02-23","Ohana Technologies","2020-03-03","Omega Incorporated Sales Agreement","Education","2021-02-23","Upcoming Renewal","2020-03-02","2020-02-10","Red Studio Designs-Pickup Broom PB100-Jun-21-2021-05-01-2021-05-19","May2","Yes","Red Studio Designs-Pickup Broom PB100-Jun-21","Active","Account.052","2021-09-27","Enterprise","2020-02-02","2020-03-18","2020-03-27","Jan-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,23362,803,82000,2.99,2.99,707,690,763,779
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Chicken Paleo","2021-10-20","Ohana Technologies","2020-11-01","Omega Incorporated Sales Agreement","Education","2021-10-20","Approved","2020-02-17","2020-10-05","Red Studio Designs-Ripper 37-Oct-20-2020-10-07-2020-10-27","Oct","Yes","Red Studio Designs-Ripper 37-Oct-20","Active","Account.052","2021-09-27","Enterprise","2020-10-03","2020-11-05","2020-03-16","Sep-20","Omega Incorporated",8,0,8,108,0,39.92,0,6,19008,803,82000,4.99,4.99,707,533,763,634
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Tart Cherry/Pistachio","2021-07-30","Ohana Technologies","2020-08-01","Omega Incorporated Sales Agreement","Education","2021-07-30","Pending Approval","2020-03-03","2020-07-04","Red Studio Designs-Compactor 9500-Mar-20-2021-01-22-2021-02-21","Jan2","Yes","Red Studio Designs-Compactor 9500-Mar-20","Expired","Account.052","2021-09-27","Enterprise","2020-07-03","2020-08-10","2020-03-29","Jun-20","Omega Incorporated",2,0,2,108,0,5.98,0,6,30342,803,82000,2.99,2.99,708,867,764,1011
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Blueberry/Bison Paleo","2021-09-29","Ohana Technologies","2020-10-02","Omega Incorporated Sales Agreement","Education","2021-09-29","Pending Approval","2020-06-23","2020-09-04","Red Studio Designs-Utility Broom UB1000-Jul-20-2020-02-18-2020-03-09","Feb","Yes","Red Studio Designs-Utility Broom UB1000-Jul-20","Active","Account.052","2021-09-27","Enterprise","2020-09-02","2020-10-17","2020-07-14","Aug-20","Omega Incorporated",5,0,5,108,0,24.95,0,6,25036,937,82000,4.99,4.99,802,750,866,835
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry High Protein","2021-07-28","Ohana Technologies","2020-08-01","Omega Incorporated Sales Agreement","Education","2021-07-28","Pending Approval","2020-04-19","2020-07-10","Red Studio Designs-Compactor 9000-Feb-20-2020-02-24-2020-03-12","Feb","Yes","Red Studio Designs-Compactor 9000-Feb-20","Expired","Account.052","2021-09-27","Enterprise","2020-07-03","2020-08-14","2020-05-07","Jun-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,23152,937,82000,2.99,2.99,803,810,867,772
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Blueberry/Bison Paleo","2021-05-23","Ohana Technologies","2020-06-01","Omega Incorporated Sales Agreement","Education","2021-05-23","Pending Approval","2020-06-01","2020-05-07","Red Studio Designs-Utility Broom UB1000-Apr-20-2020-03-30-2020-04-23","Mar","Yes","Red Studio Designs-Utility Broom UB1000-Apr-20","Expired","Account.052","2021-09-27","Enterprise","2020-05-03","2020-06-08","2020-06-22","Apr-20","Omega Incorporated",5,0,5,108,0,24.95,0,6,24467,937,82000,4.99,4.99,804,750,868,816
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry Vegan","2022-10-23","Ohana Technologies","2021-11-01","Omega Incorporated Sales Agreement","Education","2022-10-23","Upcoming Renewal","2021-09-02","2021-10-10","Red Studio Designs-Backhoe Attachment R1-Mar-20-2020-04-30-2020-05-13","Apr","Yes","Red Studio Designs-Backhoe Attachment R1-Mar-20","Active","Account.052","2021-09-27","Enterprise","2021-10-03","2021-11-02","2021-09-12","Sep-21","Omega Incorporated",2,0,2,108,0,5.98,0,6,42543,937,82000,2.99,2.99,804,1300,868,1418
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Pistachio","2022-10-09","Ohana Technologies","2021-11-01","Omega Incorporated Sales Agreement","Education","2022-10-09","Upcoming Renewal","2021-08-24","2021-10-03","Red Studio Designs-Sweeper S1000-Sep-20-2020-09-25-2020-10-08","Sep","Yes","Red Studio Designs-Sweeper S1000-Sep-20","Active","Account.052","2021-09-27","Enterprise","2021-10-03","2021-11-01","2021-09-06","Sep-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,22257,937,82000,2.99,2.99,806,750,870,742
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry Vegan","2022-09-23","Ohana Technologies","2021-10-02","Omega Incorporated Sales Agreement","Education","2022-09-23","Approved","2021-08-08","2021-09-04","Red Studio Designs-Backhoe Attachment R1-Jul-21-2021-07-12-2021-07-24","Jul2","Yes","Red Studio Designs-Backhoe Attachment R1-Jul-21","Expired","Account.052","2021-09-27","Enterprise","2021-09-02","2021-10-08","2021-09-02","Aug-21","Omega Incorporated",2,0,2,108,0,5.98,0,6,45467,937,82000,2.99,2.99,806,1300,870,1516
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Blueberry/Bison Paleo","2021-11-26","Ohana Technologies","2020-12-02","Omega Incorporated Sales Agreement","Education","2021-11-26","Upcoming Renewal","2020-11-30","2020-11-05","Red Studio Designs-Utility Broom UB1000-Sep-21-2021-07-27-2021-08-06","Jul2","Yes","Red Studio Designs-Utility Broom UB1000-Sep-21","Active","Account.052","2021-09-27","Enterprise","2020-11-02","2020-12-15","2020-12-30","Oct-20","Omega Incorporated",5,0,5,108,0,24.95,0,6,25931,937,82000,4.99,4.99,806,750,871,864
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-03-08","Ohana Technologies","2020-03-31","Omega Incorporated Sales Agreement","Education","2021-03-08","Approved","2020-03-15","2020-03-10","Red Studio Designs-Trencher T36-Apr-21-2021-04-30-2021-05-10","Apr2","Yes","Red Studio Designs-Trencher T36-Apr-21","Expired","Account.052","2021-09-27","Enterprise","2020-03-04","2020-04-03","2020-03-27","Feb-20","Omega Incorporated",4,0,4,108,0,11.96,0,6,22910,937,82000,2.99,2.99,808,800,872,764
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Sunflower","2022-03-27","Ohana Technologies","2021-04-01","Omega Incorporated Sales Agreement","Education","2022-03-27","Approved","2021-03-24","2021-03-06","Red Studio Designs-Compactor 3500-Nov-20-2020-11-28-2020-12-17","Nov","Yes","Red Studio Designs-Compactor 3500-Nov-20","Active","Account.052","2021-09-27","Enterprise","2021-03-05","2021-04-11","2021-04-08","Feb-21","Omega Incorporated",4,0,4,108,0,11.96,0,6,25699,937,82000,2.99,2.99,808,767,872,857
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Sunflower","2023-01-03","Ohana Technologies","2022-02-01","Omega Incorporated Sales Agreement","Education","2023-01-03","Approved","2021-11-11","2022-01-12","Red Studio Designs-Compactor 3500-May-20-2020-04-30-2020-05-22","Apr","Yes","Red Studio Designs-Compactor 3500-May-20","Expired","Account.052","2021-09-27","Enterprise","2022-01-02","2022-02-03","2021-12-10","Dec-21","Omega Incorporated",4,0,4,108,0,11.96,0,6,24841,937,82000,2.99,2.99,810,767,875,828
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Tart Cherry","2022-07-23","Ohana Technologies","2021-08-01","Omega Incorporated Sales Agreement","Education","2022-07-23","Approved","2021-06-10","2021-07-03","Red Studio Designs-Backhoe Attachment R2-Jul-21-2021-04-30-2021-05-28","Apr2","Yes","Red Studio Designs-Backhoe Attachment R2-Jul-21","Expired","Account.052","2021-09-27","Enterprise","2021-07-03","2021-08-16","2021-07-09","Jun-21","Omega Incorporated",2,0,2,108,0,4.1,0,6,39635,937,82000,2.05,2.05,811,1367,876,1321
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2021-03-09","Ohana Technologies","2020-03-31","Omega Incorporated Sales Agreement","Education","2021-03-09","Approved","2020-03-12","2020-03-11","Red Studio Designs-Trencher T36-Jul-21-2021-07-20-2021-08-06","Jul2","Yes","Red Studio Designs-Trencher T36-Jul-21","Active","Account.052","2021-09-27","Enterprise","2020-03-04","2020-04-06","2020-04-11","Feb-20","Omega Incorporated",4,0,4,108,0,11.96,0,6,25963,937,82000,2.99,2.99,811,800,876,865
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry Vegan","2022-03-25","Ohana Technologies","2021-04-01","Omega Incorporated Sales Agreement","Education","2022-03-25","Pending Approval","2021-01-13","2021-03-05","Red Studio Designs-Backhoe Attachment R1-Dec-20-2020-11-07-2020-11-28","Nov","Yes","Red Studio Designs-Backhoe Attachment R1-Dec-20","Active","Account.052","2021-09-27","Enterprise","2021-03-05","2021-04-14","2021-01-27","Feb-21","Omega Incorporated",2,0,2,108,0,5.98,0,6,37525,937,82000,2.99,2.99,812,1300,877,1251
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Sunflower","2021-02-15","Ohana Technologies","2020-03-03","Omega Incorporated Sales Agreement","Education","2021-02-15","Approved","2020-02-29","2020-02-09","Red Studio Designs-Compactor 3500-Feb-21-2020-10-02-2020-11-01","Oct","Yes","Red Studio Designs-Compactor 3500-Feb-21","Expired","Account.052","2021-09-27","Enterprise","2020-02-02","2020-03-04","2020-03-25","Jan-20","Omega Incorporated",4,0,4,108,0,11.96,0,6,23187,937,82000,2.99,2.99,812,767,877,773
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Pistachio","2022-05-25","Ohana Technologies","2021-06-01","Omega Incorporated Sales Agreement","Education","2022-05-25","Upcoming Renewal","2021-06-01","2021-05-05","Red Studio Designs-Pickup Broom PB100-May-20-2020-04-30-2020-05-26","Apr","Yes","Red Studio Designs-Pickup Broom PB100-May-20","Active","Account.052","2021-09-27","Enterprise","2021-05-03","2021-06-03","2021-06-17","Apr-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,22771,937,82000,2.99,2.99,815,690,880,759
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Sunflower","2021-06-30","Ohana Technologies","2020-07-02","Omega Incorporated Sales Agreement","Education","2021-06-30","Pending Approval","2020-04-14","2020-06-11","Red Studio Designs-Compactor 3500-Aug-21-2021-08-06-2021-08-30","Aug2","Yes","Red Studio Designs-Compactor 3500-Aug-21","Expired","Account.052","2021-09-27","Enterprise","2020-06-02","2020-07-13","2020-04-29","May-20","Omega Incorporated",4,0,4,108,0,11.96,0,6,25672,937,82000,2.99,2.99,816,767,881,856
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry High Protein","2022-09-01","Ohana Technologies","2021-09-01","Omega Incorporated Sales Agreement","Education","2022-09-01","Approved","2021-08-25","2021-08-03","Red Studio Designs-Compactor 9000-Sep-21-2021-07-01-2021-07-29","Jul2","Yes","Red Studio Designs-Compactor 9000-Sep-21","Active","Account.052","2021-09-27","Enterprise","2021-08-02","2021-09-15","2021-09-22","Jul-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,23917,937,82000,2.99,2.99,816,810,881,797
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Chai","2021-07-11","Ohana Technologies","2020-08-01","Omega Incorporated Sales Agreement","Education","2021-07-11","Approved","2020-06-01","2020-07-06","Red Studio Designs-Ripper 27-Oct-21-2021-05-17-2021-06-10","May2","Yes","Red Studio Designs-Ripper 27-Oct-21","Active","Account.052","2021-09-27","Enterprise","2020-07-03","2020-08-12","2020-06-27","Jun-20","Omega Incorporated",17,1,16,108,0,32.8,1,6,19442,937,82000,2.05,2.05,817,567,882,648
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Chicken Paleo","2022-12-20","Ohana Technologies","2022-01-01","Omega Incorporated Sales Agreement","Education","2022-12-20","Upcoming Renewal","2021-10-24","2021-12-12","Red Studio Designs-Ripper 37-Nov-21-2021-11-13-2021-12-12","Nov2","Yes","Red Studio Designs-Ripper 37-Nov-21","Active","Account.052","2021-09-27","Enterprise","2021-12-03","2022-01-12","2021-11-17","Nov-21","Omega Incorporated",9,0,8,108,0,39.92,0,6,19539,937,82000,4.99,4.99,817,600,883,651
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Tart Cherry","2022-06-02","Ohana Technologies","2021-07-02","Omega Incorporated Sales Agreement","Education","2022-06-02","Upcoming Renewal","2021-06-01","2021-06-04","Red Studio Designs-Backhoe Attachment R2-May-21-2020-10-21-2020-11-09","Oct","Yes","Red Studio Designs-Backhoe Attachment R2-May-21","Active","Account.052","2021-09-27","Enterprise","2021-06-02","2021-07-17","2021-06-19","May-21","Omega Incorporated",2,0,2,108,0,4.1,0,6,45828,937,82000,2.05,2.05,820,1367,885,1528
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","GoBar Cranberry Vegan","2021-05-18","Ohana Technologies","2020-06-01","Omega Incorporated Sales Agreement","Education","2021-05-18","Pending Approval","2020-06-01","2020-05-13","Red Studio Designs-Backhoe Attachment R1-Aug-20-2020-06-29-2020-07-21","Jun","Yes","Red Studio Designs-Backhoe Attachment R1-Aug-20","Expired","Account.052","2021-09-27","Enterprise","2020-05-03","2020-06-01","2020-06-11","Apr-20","Omega Incorporated",2,0,2,108,0,5.98,0,6,40218,937,82000,2.99,2.99,820,1300,886,1341
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Sunflower","2022-07-17","Ohana Technologies","2021-08-01","Omega Incorporated Sales Agreement","Education","2022-07-17","Upcoming Renewal","2021-07-01","2021-07-05","Red Studio Designs-Trencher T36-Dec-21-2021-12-07-2021-12-29","Dec2","Yes","Red Studio Designs-Trencher T36-Dec-21","Expired","Account.052","2021-09-27","Enterprise","2021-07-03","2021-08-02","2021-07-15","Jun-21","Omega Incorporated",4,0,4,108,0,11.96,0,6,24775,937,82000,2.99,2.99,821,800,886,826
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Tart Cherry/Bison Paleo","2021-09-21","Ohana Technologies","2020-10-02","Omega Incorporated Sales Agreement","Education","2021-09-21","Upcoming Renewal","2020-08-03","2020-09-07","Red Studio Designs-Ripper 19-Mar-20-2020-01-16-2020-02-14","Jan","Yes","Red Studio Designs-Ripper 19-Mar-20","Expired","Account.052","2021-09-27","Enterprise","2020-09-02","2020-10-17","2020-08-31","Aug-20","Omega Incorporated",22,1,23,108,0,114.77,1,6,19019,937,82000,4.99,4.99,821,587,887,634
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Cranberry/Pistachio","2021-02-17","Ohana Technologies","2020-03-03","Omega Incorporated Sales Agreement","Education","2021-02-17","Approved","2020-02-07","2020-02-06","Red Studio Designs-Sweeper S1000-Apr-20-2020-04-30-2020-05-18","Apr","Yes","Red Studio Designs-Sweeper S1000-Apr-20","Active","Account.052","2021-09-27","Enterprise","2020-02-02","2020-03-09","2020-02-24","Jan-20","Omega Incorporated",3,0,3,108,0,8.97,0,6,26702,937,82000,2.99,2.99,822,750,887,890
"GoBar","Chantelle Rep","0015e00000HchH6AAJ","BigfootBar Blueberry/Sunflower","2022-03-06","Ohana Technologies","2021-04-01","Omega Incorporated Sales Agreement","Education","2022-03-06","Approved","2020-11-28","2021-03-05","Red Studio Designs-Compactor 3500-Sep-21-2021-08-31-2021-09-10","Aug2","Yes","Red Studio Designs-Compactor 3500-Sep-21","Expired","Account.052","2021-09-27","Enterprise","2021-03-05","2021-04-12","2020-12-25","Feb-21","Omega Incorporated",4,0,4,108,0,11.96,0,6,26968,937,82000,2.99,2.99,822,767,888,899
"YetiBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Apple Vegan","2022-07-06","Ohana Technologies","2021-08-01","Omega Incorporated Sales Agreement","Education","2022-07-06","Upcoming Renewal","2021-04-22","2021-07-07","Red Studio Designs-Pickup Broom PB200-Apr-20-2020-04-30-2020-05-14","Apr","Yes","Red Studio Designs-Pickup Broom PB200-Apr-20","Expired","Account.052","2021-09-27","Enterprise","2021-07-03","2021-08-07","2021-05-02","Jun-21","Omega Incorporated",3,0,3,108,0,8.97,0,6,22067,937,82000,2.99,2.99,823,750,889,736
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Mixed Berry","2022-11-10","Ohana Technologies","2021-12-02","Omega Incorporated Sales Agreement","Education","2022-11-10","Upcoming Renewal","2021-09-22","2021-11-05","Red Studio Designs-Ripper 34-Jun-21-2021-04-30-2021-05-30","Apr2","Yes","Red Studio Designs-Ripper 34-Jun-21","Active","Account.052","2021-09-27","Enterprise","2021-11-02","2021-12-06","2021-10-16","Oct-21","Omega Incorporated",13,0,13,108,0,38.87,0,6,20702,937,82000,2.99,2.99,823,585,889,690
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","GoBar Mixed Berry","2021-07-11","Ohana Technologies","2020-08-01","Omega Incorporated Sales Agreement","Education","2021-07-11","Pending Approval","2020-03-28","2020-07-07","Red Studio Designs-Ripper 34-Jul-20-2020-06-16-2020-07-01","Jun","Yes","Red Studio Designs-Ripper 34-Jul-20","Expired","Account.052","2021-09-27","Enterprise","2020-07-03","2020-08-10","2020-04-24","Jun-20","Omega Incorporated",13,0,13,108,0,38.87,0,6,18876,937,82000,2.99,2.99,824,585,890,629
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Green Tea","2022-06-14","Ohana Technologies","2021-07-02","Omega Incorporated Sales Agreement","Education","2022-06-14","Approved","2020-11-22","2021-06-10","Red Studio Designs-Hammer H500-Oct-21-2021-09-16-2021-10-08","Sep2","Yes","Red Studio Designs-Hammer H500-Oct-21","Expired","Account.052","2021-09-27","Enterprise","2021-06-02","2021-07-03","2020-12-11","May-21","Omega Incorporated",5,0,5,108,0,10.25,0,6,21075,937,82000,2.05,2.05,824,700,890,703
"BigfootBar","Chantelle Rep","0015e00000HchH6AAJ","Alpine Energy Drink - Chai","2023-01-05","Ohana Technologies","2022-02-01","Omega Incorporated Sales Agreement","Education","2023-01-05","Approved","2021-12-14","2022-01-04","Red Studio Designs-Ripper 27-Feb-20-2020-02-21-2020-03-18","Feb","Yes","Red Studio Designs-Ripper 27-Feb-20","Active","Account.052","2021-09-27","Enterprise","2022-01-02","2022-02-10","2022-01-11","Dec-21","Omega Incorporated",17,1,17,108,0,34.85,1,6,17490,937,82000,2.05,2.05,825,567,891,583
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Cranberry/Chicken Paleo","2021-07-22","Ohana Technologies","2020-08-01","Omega Incorporated Sales Agreement","Education","2021-07-22","Upcoming Renewal","2020-02-23","2020-07-06","Red Studio Designs-Trencher T48-Aug-20-2020-06-05-2020-07-03","Jun","Yes","Red Studio Designs-Trencher T48-Aug-20","Active","Account.052","2021-09-27","Enterprise","2020-07-03","2020-08-06","2020-03-21","Jun-20","Omega Incorporated",4,0,4,108,0,19.96,0,6,24691,937,82000,4.99,4.99,826,853,892,823
"Alpine Energy","Chantelle Rep","0015e00000HchH6AAJ","YetiBar Blueberry/Chicken Paleo","2022-03-14","Ohana Technologies","2021-04-01","Omega Incorporated Sales Agreement","Education","2022-03-14","Upcoming Renewal","2020-12-19","2021-03-11","Red Studio Designs-Pulverizer P20-Dec-21-2021-07-16-2021-07-28","Jul2","Yes","Red Studio Designs-Pulverizer P20-Dec-21","Expired","Account.052","2021-09-27","Enterprise","2021-03-05","2021-04-15","2021-01-18","Feb-21","Omega Incorporated",4,0,4,108,0,19.96,0,6,21888,937,82000,4.99,4.99,826,633,892,730
