"Case_Id","LeadingCause","CaseNumber","Variance"
"500B000000355itIAA","Field_Service__c is false",7612,-0.8320000000000001
"500B000000355iuIAA","of other factors",7613,0.083
"500B000000355iuIAA","from the baseline",7613,80.39
"500B000000355ivIAA","Product_Family_KB__c is DVD Players and Priority is High",7614,-1.712
"500B000000355ixIAA","Product_Family_KB__c is Video Games",7616,-1.016
"500B000000355ixIAA","of other factors",7616,0.172
"500B000000355j0IAA","Origin is Chat and Reason is Documentation",7619,0.938
"500B000000355j3IAA","Product_Family_KB__c is Home Audio and Priority is High",7622,1.474
"500B000000355j4IAA","Product_Family_KB__c is Tablets and Priority is Low",7623,2.0909999999999997
"500B000000355jAIAQ","from the baseline",7629,80.39
"500B000000355jBIAQ","of other factors",7630,-5.038
"500B000000355teIAA","Field_Service__c is false",8274,-0.8320000000000001
"500B000000355tjIAA","Product_Family_KB__c is Cameras",8279,1.02
"500B000000355tjIAA","of other factors",8279,3.287
"500B000000355tnIAA","Origin is Chat and Reason is Feature Question",8283,-1.6269999999999998
"500B000000355tpIAA","Origin is Chat and Reason is Feature Question",8285,-1.6269999999999998
"500B000000355tpIAA","of other factors",8285,-4.064
"500B000000355tqIAA","from the baseline",8286,80.39
"500B000000355tsIAA","Field_Service__c is false",8288,-0.8320000000000001
"500B000000355tuIAA","Product_Family_KB__c is Video Games",8290,-1.016
"500B000000355u0IAA","Product_Family_KB__c is Computers and Priority is High",8296,-1.341
"500B000000355jHIAQ","Product_Family_KB__c is Video Games",7636,-1.016
"500B000000355jHIAQ","of other factors",7636,-1.505
"500B000000355jLIAQ","of other factors",7640,-3.1839999999999997
"500B000000355jNIAQ","of other factors",7642,-0.452
"500B000000355jPIAQ","from the baseline",7644,80.39
"500B000000355jRIAQ","of other factors",7646,-3.887
"500B000000355jUIAQ","of other factors",7649,-0.621
"500B000000355jVIAQ","Product_Family_KB__c is Tablets and Priority is Medium",7650,-1.4809999999999999
"500B000000355jVIAQ","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",7650,0.826
"500B000000355oCIAQ","Field_Service__c is false",7941,-0.8320000000000001
"500B000000355oDIAQ","Product_Family_KB__c is Cables and Offer_Voucher__c is false",7942,-1.063
"500B000000355oDIAQ","of other factors",7942,-4.8839999999999995
"500B000000355oEIAQ","Product_Family_KB__c is Cables",7943,-0.92
"500B000000355oFIAQ","from the baseline",7944,80.39
"500B000000355oGIAQ","Product_Family_KB__c is Cameras and Priority is Low",7945,-1.129
"500B000000355oHIAQ","Field_Service__c is true",7946,0.883
"500B000000355oKIAQ","Origin is Chat and Field_Service__c is false",7949,-0.8109999999999999
"500B000000355oKIAQ","from the baseline",7949,80.39
"500B000000355oLIAQ","Origin is Chat and Field_Service__c is false",7950,-0.8109999999999999
"500B000000355oLIAQ","of other factors",7950,1.831
"500B000000355oOIAQ","from the baseline",7953,80.39
"500B000000355u3IAA","Product_Family_KB__c is DVD Players and Priority is High",8299,-1.712
"500B000000355u4IAA","Origin is Chat and Reason is Feature Question",8300,-1.6269999999999998
"500B000000355u4IAA","from the baseline",8300,80.39
"500B000000355u5IAA","Field_Service__c is false",8301,-0.8320000000000001
"500B000000355u5IAA","from the baseline",8301,80.39
"500B000000355u6IAA","of other factors",8302,-4.776
"500B000000355u7IAA","of other factors",8303,-2.565
"500B000000355u8IAA","Origin is Chat and Field_Service__c is false",8304,-0.8109999999999999
"500B000000355u9IAA","of other factors",8305,-1.965
"500B000000355uAIAQ","Product_Family_KB__c is Cameras and Priority is Low",8306,-1.129
"500B000000355uCIAQ","Product_Family_KB__c is Computers and Priority is Medium",8308,-0.838
"500B000000355uHIAQ","Origin is Chat and Reason is Feature Question",8313,-1.6269999999999998
"500B000000355uIIAQ","Field_Service__c is false",8314,-0.8320000000000001
"500B000000355uJIAQ","Origin is Chat and Field_Service__c is false",8315,-0.8109999999999999
"500B000000355uMIAQ","Product_Family_KB__c is Video Games and Status is Closed",8318,-1.025
"500B000000355jhIAA","of other factors",7662,-0.917
"500B000000355jiIAA","Product_Family_KB__c is Cables",7663,-0.92
"500B000000355jlIAA","Field_Service__c is false",7666,-0.8320000000000001
"500B000000355jlIAA","from the baseline",7666,80.39
"500B000000355jmIAA","Field_Service__c is false",7667,-0.8320000000000001
"500B000000355jnIAA","of other factors",7668,-2.458
"500B000000355jpIAA","from the baseline",7670,80.39
"500B000000355jsIAA","Product_Family_KB__c is Cables",7673,-0.92
"500B000000355juIAA","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",7675,1.035
"500B000000355juIAA","Product_Family_KB__c is Cameras",7675,1.02
"500B000000355juIAA","of other factors",7675,2.414
"500B000000355jxIAA","Field_Service__c is false",7678,-0.8320000000000001
"500B000000355jxIAA","from the baseline",7678,80.39
"500B000000355oRIAQ","Product_Family_KB__c is Cables and Offer_Voucher__c is false",7956,-1.063
"500B000000355oRIAQ","from the baseline",7956,80.39
"500B000000355oTIAQ","Product_Family_KB__c is Cameras and Priority is High",7958,1.077
"500B000000355oTIAQ","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",7958,1.035
"500B000000355oUIAQ","Field_Service__c is false",7959,-0.8320000000000001
"500B000000355oVIAQ","Product_Family_KB__c is Computers and Priority is High",7960,-1.341
"500B000000355oXIAQ","Origin is Chat and Field_Service__c is false",7962,-0.8109999999999999
"500B000000355oYIAQ","from the baseline",7963,80.39
"500B000000355ocIAA","Product_Family_KB__c is Video Games and Status is Closed",7967,-1.025
"500B000000355okIAA","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",7975,0.826
"500B000000355omIAA","from the baseline",7977,80.39
"500B000000355uOIAQ","Field_Service__c is true",8320,0.883
"500B000000355uPIAQ","Product_Family_KB__c is Computers and Priority is Low",8321,2.516
"500B000000355uPIAQ","of other factors",8321,-0.763
"500B000000355uQIAQ","Product_Family_KB__c is Home Audio and Priority is High",8322,1.474
"500B000000355uQIAQ","from the baseline",8322,80.39
"500B000000355uRIAQ","from the baseline",8323,80.39
"500B000000355uVIAQ","Origin is Chat and Reason is Feature Question",8327,-1.6269999999999998
"500B000000355uWIAQ","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",8328,-1.121
"500B000000355uXIAQ","Product_Family_KB__c is Video Games and Status is Closed",8329,-1.025
"500B000000355uXIAQ","from the baseline",8329,80.39
"500B000000355uYIAQ","of other factors",8330,1.235
"500B000000355uZIAQ","Origin is Chat and Reason is Feature Question",8331,-1.6269999999999998
"500B000000355uaIAA","Origin is Chat and Reason is Feature Question",8332,-1.6269999999999998
"500B000000355uaIAA","Field_Service__c is false",8332,-0.8320000000000001
"500B000000355uaIAA","from the baseline",8332,80.39
"500B000000355ubIAA","Origin is Chat and Reason is Feature Question",8333,-1.6269999999999998
"500B000000355ueIAA","Origin is Chat and Reason is Feature Question",8336,-1.6269999999999998
"500B000000355ufIAA","from the baseline",8337,80.39
"500B000000355uhIAA","Field_Service__c is false",8339,-0.8320000000000001
"500B000000355uiIAA","Origin is Chat and Reason is Feature Question",8340,-1.6269999999999998
"500B000000355ujIAA","Field_Service__c is false",8341,-0.8320000000000001
"500B000000355ukIAA","Origin is Chat and Reason is Feature Question",8342,-1.6269999999999998
"500B000000355ukIAA","from the baseline",8342,80.39
"500B000000355jzIAA","of other factors",7680,-3.752
"500B000000355k0IAA","Origin is Chat and Field_Service__c is false",7681,-0.8109999999999999
"500B000000355k1IAA","Origin is Chat and Field_Service__c is false",7682,-0.8109999999999999
"500B000000355k3IAA","Origin is Chat and Field_Service__c is false",7684,-0.8109999999999999
"500B000000355k8IAA","Product_Family_KB__c is Cell Phones and Type_of_Support__c is Silver",7689,0.6559999999999999
"500B000000355k9IAA","Product_Family_KB__c is Cell Phones and Priority is Medium",7690,1.0490000000000002
"500B000000355kAIAQ","Product_Family_KB__c is Cell Phones and Priority is Medium",7691,1.0490000000000002
"500B000000355kCIAQ","Origin is Chat and Field_Service__c is true",7693,0.8079999999999999
"500B000000355kEIAQ","Product_Family_KB__c is Computers and Priority is Medium",7695,-0.838
"500B000000355kGIAQ","of other factors",7697,-3.65
"500B000000355kHIAQ","Field_Service__c is false",7698,-0.8320000000000001
"500B000000355kHIAQ","from the baseline",7698,80.39
"500B000000355kLIAQ","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",7702,0.826
"500B000000355onIAA","of other factors",7978,-1.383
"500B000000355onIAA","from the baseline",7978,80.39
"500B000000355ooIAA","of other factors",7979,-0.562
"500B000000355opIAA","of other factors",7980,-0.479
"500B000000355oqIAA","Product_Family_KB__c is Cameras and Priority is High",7981,1.077
"500B000000355oqIAA","of other factors",7981,-3.563
"500B000000355orIAA","from the baseline",7982,80.39
"500B000000355otIAA","Field_Service__c is false",7984,-0.8320000000000001
"500B000000355p0IAA","Product_Family_KB__c is DVD Players and Priority is Medium",7986,1.945
"500B000000355p2IAA","Origin is Chat and Field_Service__c is false",7988,-0.8109999999999999
"500B000000355p3IAA","Product_Family_KB__c is Tablets and Offer_Voucher__c is false",7989,0.826
"500B000000355p3IAA","of other factors",7989,-2.249
"500B000000355p4IAA","of other factors",7990,0.655
"500B000000355p6IAA","Origin is Chat and Field_Service__c is true",7992,0.8079999999999999
"500B000000355pDIAQ","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",7999,-1.121
"500B000000355umIAA","Origin is Chat and Reason is Feature Question",8344,-1.6269999999999998
"500B000000355utIAA","Origin is Chat and Reason is Feature Question",8351,-1.6269999999999998
"500B000000355uuIAA","from the baseline",8352,80.39
"500B000000355uzIAA","of other factors",8357,0.23399999999999999
"500B000000355v0IAA","Product_Family_KB__c is TVs and Priority is Medium",8358,0.945
"500B000000355v1IAA","Origin is Chat and Reason is Feature Question",8359,-1.6269999999999998
"500B000000355v1IAA","Product_Family_KB__c is TVs and Priority is Medium",8359,0.945
"500B000000355v1IAA","of other factors",8359,-2.821
"500B000000355v5IAA","Origin is Chat and Reason is Feature Question",8363,-1.6269999999999998
"500B000000355v5IAA","Product_Family_KB__c is Cameras and Reason is Feature Question",8363,1.245
"500B000000355v5IAA","of other factors",8363,4.084
"500B000000355kNIAQ","Product_Family_KB__c is Video Games",7704,-1.016
"500B000000355kOIAQ","Product_Family_KB__c is Cameras",7705,1.02
"500B000000355kQIAQ","Origin is Chat and Field_Service__c is false",7707,-0.8109999999999999
"500B000000355kSIAQ","Product_Family_KB__c is Computers and Priority is Medium",7709,-0.838
"500B000000355kSIAQ","of other factors",7709,0.147
"500B000000355kUIAQ","Product_Family_KB__c is DVD Players and Priority is Medium",7711,1.945
"500B000000355kWIAQ","Product_Family_KB__c is Home Audio and Priority is High",7713,1.474
"500B000000355kXIAQ","Field_Service__c is true",7714,0.883
"500B000000355kXIAQ","from the baseline",7714,80.39
"500B000000355kZIAQ","Origin is Chat and Field_Service__c is false",7716,-0.8109999999999999
"500B000000355kcIAA","of other factors",7719,-5.332999999999999
"500B000000355kfIAA","Product_Family_KB__c is Cameras and Priority is Medium",7722,1.097
"500B000000355kgIAA","from the baseline",7723,80.39
"500B000000355kiIAA","of other factors",7725,-2.549
"500B000000355pGIAQ","Product_Family_KB__c is Cameras and Offer_Voucher__c is false",8002,1.035
"500B000000355pGIAQ","Product_Family_KB__c is Cameras",8002,1.02
"500B000000355pGIAQ","from the baseline",8002,80.39
"500B000000355pHIAQ","of other factors",8003,-4.168
"500B000000355pIIAQ","Product_Family_KB__c is Headphones and Priority is High",8004,1.834
"500B000000355pKIAQ","Product_Family_KB__c is Cell Phones and Priority is Medium",8006,1.0490000000000002
"500B000000355pLIAQ","Origin is Chat and Field_Service__c is false",8007,-0.8109999999999999
"500B000000355pOIAQ","Origin is Chat and Field_Service__c is false",8010,-0.8109999999999999
"500B000000355pQIAQ","Field_Service__c is false",8012,-0.8320000000000001
"500B000000355pRIAQ","Field_Service__c is true",8013,0.883
"500B000000355pSIAQ","Product_Family_KB__c is Cameras",8014,1.02
"500B000000355pSIAQ","from the baseline",8014,80.39
"500B000000355pTIAQ","of other factors",8015,-1.975
"500B000000355pUIAQ","Field_Service__c is false",8016,-0.8320000000000001
"500B000000355pVIAQ","Product_Family_KB__c is Video Games and Status is Closed",8017,-1.025
"500B000000355pVIAQ","of other factors",8017,1.247
"500B000000355pVIAQ","from the baseline",8017,80.39
"500B000000355pYIAQ","Origin is Chat and Field_Service__c is true",8020,0.8079999999999999
"500B000000355v8IAA","Product_Family_KB__c is Video Games and Status is Closed",8366,-1.025
"500B000000355v8IAA","from the baseline",8366,80.39
"500B000000355v9IAA","Field_Service__c is true",8367,0.883
"500B000000355v9IAA","of other factors",8367,-1.82
"500B000000355vEIAQ","Origin is Chat and Reason is Feature Question",8372,-1.6269999999999998
"500B000000355vGIAQ","Origin is Chat and Reason is Feature Question",8374,-1.6269999999999998
"500B000000355vMIAQ","Origin is Chat and Reason is Feature Question",8380,-1.6269999999999998
"500B000000355vOIAQ","Origin is Chat and Field_Service__c is false",8382,-0.8109999999999999
"500B000000355vPIAQ","of other factors",8383,0.41100000000000003
"500B000000355vQIAQ","Origin is Chat and Reason is Feature Question",8384,-1.6269999999999998
"500B000000355vQIAQ","of other factors",8384,-1.1909999999999998
"500B000000355vSIAQ","Origin is Chat and Reason is Feature Question",8386,-1.6269999999999998
"500B000000355vSIAQ","Product_Family_KB__c is Home Audio and Reason is Feature Question",8386,1.1079999999999999
"500B000000355vTIAQ","Origin is Chat and Reason is Feature Question",8387,-1.6269999999999998
"500B000000355ysIAA","from the baseline",8598,80.39
"500B000000355ytIAA","Product_Family_KB__c is Cables and Offer_Voucher__c is false",8599,-1.063
"500B000000355ytIAA","of other factors",8599,-2.391
"500B000000355yuIAA","Product_Family_KB__c is Cameras and Priority is Low",8600,-1.129
"500B000000355yvIAA","Product_Family_KB__c is Cell Phones and Priority is Medium",8601,1.0490000000000002
"500B000000355yvIAA","from the baseline",8601,80.39
"500B000000355ywIAA","from the baseline",8602,80.39
"500B000000355z0IAA","of other factors",8606,-2.804
"500B000000355z1IAA","Product_Family_KB__c is Tablets",8607,0.815
"500B000000355z1IAA","from the baseline",8607,80.39
"500B000000355z2IAA","Product_Family_KB__c is Home Audio and Priority is Medium",8608,-1.392
"500B000000355z4IAA","of other factors",8610,-1.078
"500B000000355z7IAA","Field_Service__c is false",8613,-0.8320000000000001
"500B000000355kjIAA","of other factors",7726,-2.549
"500B000000355kmIAA","from the baseline",7729,80.39
"500B000000355knIAA","Field_Service__c is false",7730,-0.8320000000000001
"500B000000355koIAA","of other factors",7731,-4.449
"500B000000355krIAA","Origin is Chat and Product_Family_KB__c is Home Audio",7734,-0.6709999999999999
"500B000000355ktIAA","Field_Service__c is false",7736,-0.8320000000000001
"500B000000355ktIAA","from the baseline",7736,80.39
"500B000000355kvIAA","Product_Family_KB__c is Video Games and Offer_Voucher__c is false",7738,-1.121
"500B000000355kvIAA","of other factors",7738,-0.893
"500B000000355kwIAA","Origin is Chat and Field_Service__c is false",7739,-0.8109999999999999
"500B000000355kzIAA","Field_Service__c is true",7742,0.883
"500B000000355kzIAA","Origin is Chat and Field_Service__c is true",7742,0.8079999999999999
"500B000000355l1IAA","Field_Service__c is false",7744,-0.8320000000000001
"500B000000355l1IAA","from the baseline",7744,80.39
"500B000000355pdIAA","Product_Family_KB__c is Headphones and Priority is Medium",8025,-1.083
